id ,state,year(s),year_min,residency,measure_group,measure,category,subcategory,population_denominator_dentition,estimate,lower_CI,upper_CI
10628,Iowa,2017,2017,congregate meal sites,condition of soft tissue,periodontal treatment needed,all ,total,all adults ages 65+ with one or more teeth,14.6238,11.71,17.54
10629,Nebraska,2019,2019,nursing or assisted living,condition of hard tissue,untreated decay,all,total,all adults ages 65+ with one or more teeth,46.6,37.3,55.9
10630,Nebraska,2019,2019,nursing or assisted living,condition of hard tissue,root fragments,all,total,all adults ages 65+ with one or more teeth,28.1,21.8,34.5
10631,Nebraska,2019,2019,nursing or assisted living,condition of soft tissue,suspicious soft tissue lesion,all,total,all adults ages 65+ with one or more teeth,14.6,6.1,23.1
10632,Nebraska,2019,2019,nursing or assisted living,denture use,upper denture,all,total,all adults ages 65+ with one or more teeth,21.4,17.3,25.4
10633,Nebraska,2019,2019,nursing or assisted living,denture use,lower denture,all,total,all adults ages 65+ with one or more teeth,9.5,5.9,13.1
10634,Nebraska,2019,2019,nursing or assisted living,condition of soft tissue,periodontal treatment needed,all,total,all adults ages 65+ with one or more teeth,30.6,18.8,42.4
10635,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,early or urgent,all,total,all adults ages 65+ with one or more teeth,46,37.1,54.9
10636,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,urgent,all,total,all adults ages 65+ with one or more teeth,9.3,3.5,15.1
10637,Nebraska,2019,2019,nursing or assisted living,condition of hard tissue,untreated decay,age,LT 65 years,all adults ages 65+ with one or more teeth,60.8,37,84.6
10638,Nebraska,2019,2019,nursing or assisted living,condition of hard tissue,untreated decay,age,65--74,all adults ages 65+ with one or more teeth,46.1,26.3,65.9
10639,Nebraska,2019,2019,nursing or assisted living,condition of hard tissue,untreated decay,age,75--84 years,all adults ages 65+ with one or more teeth,42.4,29.5,55.3
10640,Nebraska,2019,2019,nursing or assisted living,condition of hard tissue,untreated decay,age,85--94 years,all adults ages 65+ with one or more teeth,45.9,35.4,56.4
10641,Nebraska,2019,2019,nursing or assisted living,condition of hard tissue,untreated decay,age,95+ years,all adults ages 65+ with one or more teeth,53.7,31.9,75.4
10642,Nebraska,2019,2019,nursing or assisted living,condition of hard tissue,untreated decay,sex,male,all adults ages 65+ with one or more teeth,46.5,31.7,61.4
10643,Nebraska,2019,2019,nursing or assisted living,condition of hard tissue,untreated decay,sex,female,all adults ages 65+ with one or more teeth,47,37.5,56.4
10644,Nebraska,2019,2019,nursing or assisted living,condition of hard tissue,untreated decay,race / ethnicity,White (non-Hispanic),all adults ages 65+ with one or more teeth,47.9,38.9,56.8
10645,Nebraska,2019,2019,nursing or assisted living,condition of hard tissue,untreated decay,race / ethnicity,Non-White or Hispanic,all adults ages 65+ with one or more teeth,32.3,6.8,57.8
10646,Nebraska,2019,2019,assisted living,condition of hard tissue,untreated decay,all,total,all adults ages 65+ with one or more teeth,44.3,31.4,57.2
10647,Nebraska,2019,2019,nursing,condition of hard tissue,untreated decay,all ,total,all adults ages 65+ with one or more teeth,48,35.5,60.6
10648,Nebraska,2019,2019,nursing or assisted living,condition of hard tissue,untreated decay,urbanicity of county,rural,all adults ages 65+ with one or more teeth,53.9,43.3,64.6
10649,Nebraska,2019,2019,nursing or assisted living,condition of hard tissue,untreated decay,urbanicity of county,urban,all adults ages 65+ with one or more teeth,34.9,21.3,48.5
10650,Nebraska,2019,2019,nursing or assisted living,condition of soft tissue,periodontal treatment needed,age,LT 65 years,all adults ages 65+ with one or more teeth,46.3,17.7,74.8
10651,Nebraska,2019,2019,nursing or assisted living,condition of soft tissue,periodontal treatment needed,age,65--74,all adults ages 65+ with one or more teeth,36.7,18.8,54.6
10652,Nebraska,2019,2019,nursing or assisted living,condition of soft tissue,periodontal treatment needed,age,75--84 years,all adults ages 65+ with one or more teeth,32,17.2,46.9
10653,Nebraska,2019,2019,nursing or assisted living,condition of soft tissue,periodontal treatment needed,age,85--94 years,all adults ages 65+ with one or more teeth,26.7,12.6,40.9
10654,Nebraska,2019,2019,nursing or assisted living,condition of soft tissue,periodontal treatment needed,age,95+ years,all adults ages 65+ with one or more teeth,11,1.8,20.3
10655,Nebraska,2019,2019,nursing or assisted living,condition of soft tissue,periodontal treatment needed,sex,male,all adults ages 65+ with one or more teeth,31.2,13.5,48.9
10656,Nebraska,2019,2019,nursing or assisted living,condition of soft tissue,periodontal treatment needed,sex,female,all adults ages 65+ with one or more teeth,30.3,16.2,44.4
10657,Nebraska,2019,2019,nursing or assisted living,condition of soft tissue,periodontal treatment needed,race / ethnicity,White (non-Hispanic),all adults ages 65+ with one or more teeth,31.3,19,43.7
10658,Nebraska,2019,2019,nursing or assisted living,condition of soft tissue,periodontal treatment needed,race / ethnicity,Non-White or Hispanic,all adults ages 65+ with one or more teeth,12.4,2,22.7
10659,Nebraska,2019,2019,assisted living,condition of soft tissue,periodontal treatment needed,all,total,all adults ages 65+ with one or more teeth,30.6,9.3,51.9
10660,Nebraska,2019,2019,nursing,condition of soft tissue,periodontal treatment needed,all ,total,all adults ages 65+ with one or more teeth,30.7,17.5,43.8
10661,Nebraska,2019,2019,nursing or assisted living,condition of soft tissue,periodontal treatment needed,urbanicity of county,rural,all adults ages 65+ with one or more teeth,40.2,23.8,56.7
10662,Nebraska,2019,2019,nursing or assisted living,condition of soft tissue,periodontal treatment needed,urbanicity of county,urban,all adults ages 65+ with one or more teeth,15.4,6.7,24.1
10663,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,early or urgent,age,LT 65 years,all adults ages 65+ with one or more teeth,53.8,33.3,74.4
10664,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,early or urgent,age,65--74,all adults ages 65+ with one or more teeth,55.5,35.3,75.6
10665,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,early or urgent,age,75--84 years,all adults ages 65+ with one or more teeth,39,27.4,50.5
10666,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,early or urgent,age,85--94 years,all adults ages 65+ with one or more teeth,43.9,35,52.8
10667,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,early or urgent,age,95+ years,all adults ages 65+ with one or more teeth,51.1,25.5,76.8
10668,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,early or urgent,sex,male,all adults ages 65+ with one or more teeth,41.7,28.3,55.2
10669,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,early or urgent,sex,female,all adults ages 65+ with one or more teeth,47.9,38.1,57.7
10670,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,early or urgent,race / ethnicity,White (non-Hispanic),all adults ages 65+ with one or more teeth,46.6,37.8,55.5
10671,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,early or urgent,race / ethnicity,Non-White or Hispanic,all adults ages 65+ with one or more teeth,32.3,6.8,57.8
10672,Nebraska,2019,2019,assisted living,dental treatment needed,early or urgent,all,total,all adults ages 65+ with one or more teeth,42.3,30.4,54.2
10673,Nebraska,2019,2019,nursing,dental treatment needed,early or urgent,all ,total,all adults ages 65+ with one or more teeth,48.4,36.2,60.6
10674,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,early or urgent,urbanicity of county,rural,all adults ages 65+ with one or more teeth,51.5,40.3,62.7
10675,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,early or urgent,urbanicity of county,urban,all adults ages 65+ with one or more teeth,37.3,24.5,50
10676,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,urgent,age,LT 65 years,all adults ages 65+ with one or more teeth,5.1,0,15.2
10677,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,urgent,age,65--74,all adults ages 65+ with one or more teeth,20.7,2.3,39.1
10678,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,urgent,age,75--84 years,all adults ages 65+ with one or more teeth,11,3.1,18.9
10679,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,urgent,age,85--94 years,all adults ages 65+ with one or more teeth,3.7,0.1,7.4
10680,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,urgent,age,95+ years,all adults ages 65+ with one or more teeth,10.4,0,22.8
10681,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,urgent,sex,male,all adults ages 65+ with one or more teeth,11.2,2.5,19.9
10682,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,urgent,sex,female,all adults ages 65+ with one or more teeth,8.5,2.4,14.6
10683,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,urgent,race / ethnicity,White (non-Hispanic),all adults ages 65+ with one or more teeth,10.1,3.8,16.5
10684,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,urgent,race / ethnicity,Non-White or Hispanic,all adults ages 65+ with one or more teeth,0,0,0
10685,Nebraska,2019,2019,assisted living,dental treatment needed,urgent,all,total,all adults ages 65+ with one or more teeth,6.2,0.3,12.1
10686,Nebraska,2019,2019,nursing,dental treatment needed,urgent,all ,total,all adults ages 65+ with one or more teeth,11.3,2.7,20
10687,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,urgent,urbanicity of county,rural,all adults ages 65+ with one or more teeth,9.5,2.7,16.2
10688,Nebraska,2019,2019,nursing or assisted living,dental treatment needed,urgent,urbanicity of county,urban,all adults ages 65+ with one or more teeth,9,0,19.6
10689,Wisconsin,2012,2012,nursing,denture use,have a lower denture/partial,all,total,all adults ages 65+ with one or more teeth,11.6,8.1,15.1
10690,Wisconsin,2012,2012,nursing,denture use,have an upper denture/partial,all,total,all adults ages 65+ with one or more teeth,25.2,21,29.5
10691,Wisconsin,2016,2016,nursing,denture use,have a lower denture/partial,all,total,all adults ages 65+ with one or more teeth,10.6,8.3,13
10692,Wisconsin,2016,2016,nursing,denture use,have an upper denture/partial,all,total,all adults ages 65+ with one or more teeth,28.4,23.1,33.6
10693,Wisconsin,2012,2012,nursing,dental treatment needed,early or urgent,all,total,all adults ages 65+ with one or more teeth,49.8,42.9,56.8
10694,Wisconsin,2016,2016,nursing,dental treatment needed,early or urgent,all,total,all adults ages 65+ with one or more teeth,50.4,43.6,57.2
10695,Wisconsin,2012,2012,nursing,denture use,wear lower denture/partial,all,total,all adults ages 65+ with one or more teeth and full or partial dentures,80.7,70.7,90.7
10696,Wisconsin,2012,2012,nursing,denture use,wear denture/partial,all,total,all adults ages 65+ with one or more teeth and full or partial dentures,93.1,89.2,97
10697,Wisconsin,2016,2016,nursing,denture use,wear lower denture/partial,all,total,all adults ages 65+ with one or more teeth and full or partial dentures,87.9,81.5,94.3
10698,Wisconsin,2016,2016,nursing,denture use,wear denture/partial,all,total,all adults ages 65+ with one or more teeth and full or partial dentures,91.1,84.8,97.4
10699,Wisconsin,2012,2012,nursing,denture use,"full dentures, both arches",all,total,all adults ages 65+ with no natural teeth,73.4,64.2,82.7
10700,Wisconsin,2012,2012,nursing,denture use,have dentures for one arch,all,total,all adults ages 65+ with no natural teeth,11,5.7,16.2
10701,Wisconsin,2012,2012,nursing,denture use,no dentures,all,total,all adults ages 65+ with no natural teeth,15.6,10,21.2
10702,Wisconsin,2012,2012,nursing,denture use,"wear dentures, both arches",all,total,all adults ages 65+ with no natural teeth,58.3,49.9,66.7
10703,Wisconsin,2016,2016,nursing,denture use,"full dentures, both arches",all,total,all adults ages 65+ with no natural teeth,68,60.4,75.7
10704,Wisconsin,2016,2016,nursing,denture use,have dentures for one arch,all,total,all adults ages 65+ with no natural teeth,16.2,11.5,20.9
10705,Wisconsin,2016,2016,nursing,denture use,no dentures,all,total,all adults ages 65+ with no natural teeth,15.8,10.6,21
10706,Wisconsin,2016,2016,nursing,denture use,"wear dentures, both arches",all,total,all adults ages 65+ with no natural teeth,59.1,50.9,67.2
10707,Wisconsin,2012,2012,nursing,dental treatment needed,early or urgent,all,total,all adults ages 65+ with no natural teeth,6.5,1.5,11.4
10708,Wisconsin,2016,2016,nursing,dental treatment needed,early or urgent,all,total,all adults ages 65+ with no natural teeth,5.8,3.5,8
10709,Wisconsin,2012,2012,nursing,denture use,wear dentures,all,total,all adults ages 65+ with full dentures across both arches,79.4,74.3,84.5
10710,Wisconsin,2016,2016,nursing,denture use,wear dentures,all,total,all adults ages 65+ with full dentures across both arches,86.8,81,92.7
