"ref_num","category"
"SD-009841","Rural Health Clinics"
"SD-012389","Inpatient Hospitals (other than children's hospitals)"
"SD-009842","Family Planning Providers"
"SD-009843","Federally Qualified Health Centers - Medical Services"
"SD-009844","Family Planning Providers"
"SD-009844","Other ECP Providers"
"SD-009845","Family Planning Providers"
"SD-009846","Inpatient Hospitals (other than children's hospitals)"
"SD-009847","Rural Health Clinics"
"SD-009848","Federally Qualified Health Centers - Medical Services"
"SD-009849","Family Planning Providers"
"SD-009850","Inpatient Hospitals (other than children's hospitals)"
"SD-009851","Rural Health Clinics"
"SD-009852","Inpatient Hospitals (other than children's hospitals)"
"SD-009853","Family Planning Providers"
"SD-009853","Other ECP Providers"
"SD-009854","Family Planning Providers"
"SD-012390","Inpatient Hospitals (other than children's hospitals)"
"SD-009855","Federally Qualified Health Centers - Medical Services"
"SD-009856","Dental Providers"
"SD-012391","Rural Health Clinics"
"SD-009857","Family Planning Providers"
"SD-009857","Other ECP Providers"
"SD-009858","Inpatient Hospitals (other than children's hospitals)"
"SD-009859","Family Planning Providers"
"SD-009860","Dental Providers"
"SD-009861","Other ECP Providers"
"SD-009861","Tribal Health Program operated under P.L. 93-638"
"SD-009862","Federally Qualified Health Centers - Medical Services"
"SD-009863","Federally Qualified Health Centers - Medical Services"
"SD-009864","Rural Health Clinics"
"SD-012392","Rural Health Clinics"
"SD-009865","Federally Qualified Health Centers - Medical Services"
"SD-009866","Dental Providers"
"SD-009867","Rural Health Clinics"
"SD-009868","Inpatient Hospitals (other than children's hospitals)"
"SD-009869","Family Planning Providers"
"SD-009870","Federally Qualified Health Centers - Medical Services"
"SD-009871","Federally Qualified Health Centers - Medical Services"
"SD-009872","Inpatient Hospitals (other than children's hospitals)"
"SD-009873","Outpatient Hospital Clinics"
"SD-009874","Inpatient Hospitals (other than children's hospitals)"
"SD-009875","Federally Qualified Health Centers - Medical Services"
"SD-009876","Inpatient Hospitals (other than children's hospitals)"
"SD-009877","Federally Qualified Health Centers - Medical Services"
"SD-009878","Family Planning Providers"
"SD-009878","Other ECP Providers"
"SD-009879","Family Planning Providers"
"SD-009880","Dental Providers"
"SD-009881","Federally Qualified Health Centers - Medical Services"
"SD-009882","Family Planning Providers"
"SD-009883","Federally Qualified Health Centers - Medical Services"
"SD-009884","Family Planning Providers"
"SD-009885","Inpatient Hospitals (other than children's hospitals)"
"SD-009886","Rural Health Clinics"
"SD-009887","Family Planning Providers"
"SD-009888","Federally Qualified Health Centers - Medical Services"
"SD-009889","Family Planning Providers"
"SD-009890","Federally Qualified Health Centers - Medical Services"
"SD-009891","Dental Providers"
"SD-009891","Family Planning Providers"
"SD-009891","Indian Health Service"
"SD-009892","Family Planning Providers"
"SD-009893","Rural Health Clinics"
"SD-009894","Rural Health Clinics"
"SD-009895","Federally Qualified Health Centers - Medical Services"
"SD-009896","Family Planning Providers"
"SD-009897","Rural Health Clinics"
"SD-009898","Indian Health Service"
"SD-009898","Other ECP Providers"
"SD-009899","Family Planning Providers"
"SD-009900","Family Planning Providers"
"SD-009900","Indian Health Service"
"SD-009900","Rural Health Clinics"
"SD-009901","Rural Health Clinics"
"SD-009902","Dental Providers"
"SD-009903","Federally Qualified Health Centers - Medical Services"
"SD-009904","Family Planning Providers"
"SD-009904","Rural Health Clinics"
"SD-009905","Family Planning Providers"
"SD-009906","Federally Qualified Health Centers - Medical Services"
"SD-009907","Rural Health Clinics"
"SD-009908","Family Planning Providers"
"SD-009909","Rural Health Clinics"
"SD-012393","Inpatient Hospitals (other than children's hospitals)"
"SD-009910","Inpatient Hospitals (other than children's hospitals)"
"SD-012394","Rural Health Clinics"
"SD-009911","Family Planning Providers"
"SD-009912","Federally Qualified Health Centers - Medical Services"
"SD-009913","Family Planning Providers"
"SD-012395","Inpatient Hospitals (other than children's hospitals)"
"SD-009914","Family Planning Providers"
"SD-009915","Federally Qualified Health Centers - Medical Services"
"SD-009916","Federally Qualified Health Centers - Medical Services"
"SD-009917","Rural Health Clinics"
"SD-009918","Rural Health Clinics"
"SD-012396","Inpatient Hospitals (other than children's hospitals)"
"SD-009919","Family Planning Providers"
"SD-009920","Family Planning Providers"
"SD-009920","Federally Qualified Health Centers - Medical Services"
"SD-009920","Urban Indian Health Program"
"SD-009921","Family Planning Providers"
"SD-009922","Family Planning Providers"
"SD-012397","Rural Health Clinics"
"SD-012398","Inpatient Hospitals (other than children's hospitals)"
"SD-009923","Indian Health Service"
"SD-009923","Inpatient Hospitals (other than children's hospitals)"
"SD-009924","Dental Providers"
"SD-009924","Family Planning Providers"
"SD-009924","Federally Qualified Health Centers - Medical Services"
"SD-009924","Indian Health Service"
"SD-009925","Federally Qualified Health Centers - Medical Services"
"SD-009926","Dental Providers"
"SD-012399","Inpatient Hospitals (other than children's hospitals)"
"SD-009927","Family Planning Providers"
"SD-009928","Federally Qualified Health Centers - Medical Services"
"SD-009929","Other ECP Providers"
"SD-009930","Other ECP Providers"
"SD-009931","Other ECP Providers"
"SD-009932","Dental Providers"
"SD-009932","Federally Qualified Health Centers - Medical Services"
"SD-009933","Family Planning Providers"
"SD-009933","Other ECP Providers"
"SD-012400","Rural Health Clinics"
"SD-009934","Family Planning Providers"
"SD-009935","Rural Health Clinics"
"SD-009936","Federally Qualified Health Centers - Medical Services"
"SD-009937","Indian Health Service"
"SD-009937","Other ECP Providers"
"SD-012401","Rural Health Clinics"
"SD-012402","Inpatient Hospitals (other than children's hospitals)"
"SD-012403","Rural Health Clinics"
"SD-009938","Family Planning Providers"
"SD-009939","Inpatient Hospitals (other than children's hospitals)"
"SD-009940","Inpatient Hospitals (other than children's hospitals)"
"SD-009941","Children's Hospitals (inpatient only)"
"SD-009942","Hemophilia Treatment Centers"
"SD-009943","Dental Providers"
"SD-009943","Federally Qualified Health Centers - Medical Services"
"SD-009944","Dental Providers"
"SD-009944","Federally Qualified Health Centers - Medical Services"
"SD-012404","Inpatient Hospitals (other than children's hospitals)"
"SD-009945","Dental Providers"
"SD-009945","Federally Qualified Health Centers - Medical Services"
"SD-009945","Ryan White Providers"
"SD-009946","Dental Providers"
"SD-009946","Federally Qualified Health Centers - Medical Services"
"SD-009947","Family Planning Providers"
"SD-009948","Family Planning Providers"
"SD-009948","Federally Qualified Health Centers - Medical Services"
"SD-009948","Urban Indian Health Program"
"SD-009949","Family Planning Providers"
"SD-009950","Dental Providers"
"SD-009950","Indian Health Service"
"SD-009950","Other ECP Providers"
"SD-009951","Rural Health Clinics"
"SD-009952","Other ECP Providers"
"SD-009952","Tribal Health Program operated under P.L. 93-638"
"SD-009953","Family Planning Providers"
"SD-009953","Other ECP Providers"
"SD-009954","Family Planning Providers"
"SD-009954","Other ECP Providers"
"SD-009955","Family Planning Providers"
"SD-009956","Family Planning Providers"
"SD-009956","Other ECP Providers"
"SD-009957","Family Planning Providers"
"SD-009958","Rural Health Clinics"
"SD-009959","Family Planning Providers"
"SD-012405","Inpatient Hospitals (other than children's hospitals)"
"SD-009960","Family Planning Providers"
"SD-009961","Inpatient Hospitals (other than children's hospitals)"
"SD-009962","Rural Health Clinics"
"SD-009963","Dental Providers"
"SD-009963","Indian Health Service"
"SD-009963","Other ECP Providers"
"SD-009964","Family Planning Providers"
"SD-012406","Inpatient Hospitals (other than children's hospitals)"
"SD-009965","Dental Providers"
"SD-009965","Family Planning Providers"
"SD-009965","Indian Health Service"
"SD-009965","Rural Health Clinics"
"SD-009966","Family Planning Providers"
"SD-009967","Rural Health Clinics"
"SD-009968","Rural Health Clinics"
"SD-009969","Inpatient Hospitals (other than children's hospitals)"
"SD-009970","Federally Qualified Health Centers - Medical Services"
"SD-009971","Dental Providers"
"SD-012407","Inpatient Hospitals (other than children's hospitals)"
"SD-009972","Family Planning Providers"
"SD-009973","Federally Qualified Health Centers - Medical Services"
"SD-009974","Rural Health Clinics"
"SD-009975","Family Planning Providers"
"SD-009976","Rural Health Clinics"
"SD-009977","Federally Qualified Health Centers - Medical Services"
"SD-009978","Federally Qualified Health Centers - Medical Services"
"SD-009979","Dental Providers"
"SD-009980","Inpatient Hospitals (other than children's hospitals)"
"TN-009981","Rural Health Clinics"
"TN-009982","Federally Qualified Health Centers - Medical Services"
"TN-009983","Family Planning Providers"
"TN-009983","Rural Health Clinics"
"TN-009983","Ryan White Providers"
"TN-009983","Sexually Transmitted Disease Clinics"
"TN-009983","Tuberculosis Clinics"
"TN-009984","Rural Health Clinics"
"TN-009985","Community Mental Health Centers"
"TN-009985","Federally Qualified Health Centers - Medical Services"
"TN-009985","Ryan White Providers"
"TN-009986","Family Planning Providers"
"TN-009986","Rural Health Clinics"
"TN-009986","Ryan White Providers"
"TN-009986","Sexually Transmitted Disease Clinics"
"TN-009986","Tuberculosis Clinics"
"TN-009987","Rural Health Clinics"
"TN-009988","Rural Health Clinics"
"TN-009989","Inpatient Hospitals (other than children's hospitals)"
"TN-009990","Rural Health Clinics"
"TN-009991","Rural Health Clinics"
"TN-009992","Rural Health Clinics"
"TN-009993","Rural Health Clinics"
"TN-009994","Community Mental Health Centers"
"TN-009994","Federally Qualified Health Centers - Medical Services"
"TN-009994","Ryan White Providers"
"TN-009995","Rural Health Clinics"
"TN-009996","Federally Qualified Health Centers - Medical Services"
"TN-009996","Rural Health Clinics"
"TN-009997","Community Mental Health Centers"
"TN-009997","Federally Qualified Health Centers - Medical Services"
"TN-009997","Ryan White Providers"
"TN-009998","Federally Qualified Health Centers - Medical Services"
"TN-009999","Dental Providers"
"TN-009999","Family Planning Providers"
"TN-009999","Rural Health Clinics"
"TN-009999","Ryan White Providers"
"TN-009999","Sexually Transmitted Disease Clinics"
"TN-009999","Tuberculosis Clinics"
"TN-010000","Rural Health Clinics"
"TN-010001","Federally Qualified Health Centers - Medical Services"
"TN-010002","Inpatient Hospitals (other than children's hospitals)"
"TN-010003","Rural Health Clinics"
"TN-010004","Rural Health Clinics"
"TN-010005","Family Planning Providers"
"TN-010005","Rural Health Clinics"
"TN-010005","Ryan White Providers"
"TN-010005","Sexually Transmitted Disease Clinics"
"TN-010005","Tuberculosis Clinics"
"TN-010006","Federally Qualified Health Centers - Medical Services"
"TN-010007","Dental Providers"
"TN-010007","Family Planning Providers"
"TN-010007","Federally Qualified Health Centers - Medical Services"
"TN-010007","Sexually Transmitted Disease Clinics"
"TN-010007","Tuberculosis Clinics"
"TN-010008","Inpatient Hospitals (other than children's hospitals)"
"TN-010009","Family Planning Providers"
"TN-010009","Rural Health Clinics"
"TN-010009","Ryan White Providers"
"TN-010009","Sexually Transmitted Disease Clinics"
"TN-010009","Tuberculosis Clinics"
"TN-010010","Rural Health Clinics"
"TN-010011","Family Planning Providers"
"TN-010011","Federally Qualified Health Centers - Medical Services"
"TN-010011","Sexually Transmitted Disease Clinics"
"TN-010011","Tuberculosis Clinics"
"TN-010012","Family Planning Providers"
"TN-010012","Federally Qualified Health Centers - Medical Services"
"TN-010012","Sexually Transmitted Disease Clinics"
"TN-010012","Tuberculosis Clinics"
"TN-010013","Federally Qualified Health Centers - Medical Services"
"TN-010014","Ryan White Providers"
"TN-010014","Sexually Transmitted Disease Clinics"
"TN-010016","Dental Providers"
"TN-010016","Federally Qualified Health Centers - Medical Services"
"TN-010015","Community Mental Health Centers"
"TN-010015","Federally Qualified Health Centers - Medical Services"
"TN-010015","Ryan White Providers"
"TN-010017","Other ECP Providers"
"TN-010018","Dental Providers"
"TN-010018","Federally Qualified Health Centers - Medical Services"
"TN-010019","Children's Hospitals (inpatient only)"
"TN-010020","Inpatient Hospitals (other than children's hospitals)"
"TN-010021","Ryan White Providers"
"TN-010022","Dental Providers"
"TN-010022","Family Planning Providers"
"TN-010022","Federally Qualified Health Centers - Medical Services"
"TN-010022","Ryan White Providers"
"TN-010022","Sexually Transmitted Disease Clinics"
"TN-010022","Tuberculosis Clinics"
"TN-010023","Federally Qualified Health Centers - Medical Services"
"TN-010024","Dental Providers"
"TN-010024","Federally Qualified Health Centers - Medical Services"
"TN-010025","Dental Providers"
"TN-010025","Family Planning Providers"
"TN-010025","Rural Health Clinics"
"TN-010025","Ryan White Providers"
"TN-010025","Sexually Transmitted Disease Clinics"
"TN-010025","Tuberculosis Clinics"
"TN-010026","Federally Qualified Health Centers - Medical Services"
"TN-010026","Rural Health Clinics"
"TN-010027","Federally Qualified Health Centers - Medical Services"
"TN-010028","Community Mental Health Centers"
"TN-010028","Federally Qualified Health Centers - Medical Services"
"TN-010028","Ryan White Providers"
"TN-010029","Dental Providers"
"TN-010029","Family Planning Providers"
"TN-010029","Ryan White Providers"
"TN-010029","Sexually Transmitted Disease Clinics"
"TN-010029","Tuberculosis Clinics"
"TN-010030","Federally Qualified Health Centers - Medical Services"
"TN-010030","Rural Health Clinics"
"TN-010031","Ryan White Providers"
"TN-010031","Tuberculosis Clinics"
"TN-010032","Dental Providers"
"TN-010032","Family Planning Providers"
"TN-010032","Federally Qualified Health Centers - Medical Services"
"TN-010032","Sexually Transmitted Disease Clinics"
"TN-010032","Tuberculosis Clinics"
"TN-010033","Rural Health Clinics"
"TN-010034","Dental Providers"
"TN-010034","Family Planning Providers"
"TN-010034","Rural Health Clinics"
"TN-010034","Ryan White Providers"
"TN-010034","Sexually Transmitted Disease Clinics"
"TN-010034","Tuberculosis Clinics"
"TN-010035","Rural Health Clinics"
"TN-010036","Dental Providers"
"TN-010036","Family Planning Providers"
"TN-010036","Federally Qualified Health Centers - Medical Services"
"TN-010036","Sexually Transmitted Disease Clinics"
"TN-010036","Tuberculosis Clinics"
"TN-010037","Rural Health Clinics"
"TN-010038","Rural Health Clinics"
"TN-010039","Inpatient Hospitals (other than children's hospitals)"
"TN-010040","Federally Qualified Health Centers - Medical Services"
"TN-010041","Family Planning Providers"
"TN-010041","Ryan White Providers"
"TN-010041","Sexually Transmitted Disease Clinics"
"TN-010041","Tuberculosis Clinics"
"TN-010042","Federally Qualified Health Centers - Medical Services"
"TN-010042","Rural Health Clinics"
"TN-010043","Federally Qualified Health Centers - Medical Services"
"TN-010043","Rural Health Clinics"
"TN-010044","Family Planning Providers"
"TN-010044","Rural Health Clinics"
"TN-010044","Ryan White Providers"
"TN-010044","Sexually Transmitted Disease Clinics"
"TN-010044","Tuberculosis Clinics"
"TN-010045","Federally Qualified Health Centers - Medical Services"
"TN-010046","Dental Providers"
"TN-010046","Family Planning Providers"
"TN-010046","Rural Health Clinics"
"TN-010046","Ryan White Providers"
"TN-010046","Sexually Transmitted Disease Clinics"
"TN-010046","Tuberculosis Clinics"
"TN-010047","Dental Providers"
"TN-010047","Family Planning Providers"
"TN-010047","Rural Health Clinics"
"TN-010047","Ryan White Providers"
"TN-010047","Sexually Transmitted Disease Clinics"
"TN-010047","Tuberculosis Clinics"
"TN-010048","Rural Health Clinics"
"TN-010049","Family Planning Providers"
"TN-010050","Other ECP Providers"
"TN-010051","Rural Health Clinics"
"TN-010052","Family Planning Providers"
"TN-010052","Rural Health Clinics"
"TN-010052","Ryan White Providers"
"TN-010052","Sexually Transmitted Disease Clinics"
"TN-010052","Tuberculosis Clinics"
"TN-010053","Family Planning Providers"
"TN-010053","Rural Health Clinics"
"TN-010054","Community Mental Health Centers"
"TN-010054","Dental Providers"
"TN-010054","Ryan White Providers"
"TN-010054","Sexually Transmitted Disease Clinics"
"TN-010054","Tuberculosis Clinics"
"TN-010055","Community Mental Health Centers"
"TN-010055","Federally Qualified Health Centers - Medical Services"
"TN-010055","Ryan White Providers"
"TN-010056","Inpatient Hospitals (other than children's hospitals)"
"TN-010057","Family Planning Providers"
"TN-010057","Rural Health Clinics"
"TN-010057","Ryan White Providers"
"TN-010057","Sexually Transmitted Disease Clinics"
"TN-010057","Tuberculosis Clinics"
"TN-010058","Federally Qualified Health Centers - Medical Services"
"TN-010059","Inpatient Hospitals (other than children's hospitals)"
"TN-010060","Dental Providers"
"TN-010060","Family Planning Providers"
"TN-010060","Rural Health Clinics"
"TN-010060","Ryan White Providers"
"TN-010060","Sexually Transmitted Disease Clinics"
"TN-010060","Tuberculosis Clinics"
"TN-010061","Community Mental Health Centers"
"TN-010061","Federally Qualified Health Centers - Medical Services"
"TN-010062","Outpatient Hospital Clinics"
"TN-010063","Outpatient Hospital Clinics"
"TN-010064","Outpatient Hospital Clinics"
"TN-010065","Outpatient Hospital Clinics"
"TN-010066","Rural Health Clinics"
"TN-010067","Dental Providers"
"TN-010067","Family Planning Providers"
"TN-010067","Federally Qualified Health Centers - Medical Services"
"TN-010067","Sexually Transmitted Disease Clinics"
"TN-010067","Tuberculosis Clinics"
"TN-010068","Family Planning Providers"
"TN-010068","Rural Health Clinics"
"TN-010068","Ryan White Providers"
"TN-010068","Sexually Transmitted Disease Clinics"
"TN-010068","Tuberculosis Clinics"
"TN-010069","Inpatient Hospitals (other than children's hospitals)"
"TN-010070","Inpatient Hospitals (other than children's hospitals)"
"TN-010071","Federally Qualified Health Centers - Medical Services"
"TN-010072","Dental Providers"
"TN-010072","Family Planning Providers"
"TN-010072","Federally Qualified Health Centers - Medical Services"
"TN-010072","Ryan White Providers"
"TN-010072","Sexually Transmitted Disease Clinics"
"TN-010072","Tuberculosis Clinics"
"TN-010073","Other ECP Providers"
"TN-010074","Rural Health Clinics"
"TN-010075","Federally Qualified Health Centers - Medical Services"
"TN-010076","Federally Qualified Health Centers - Medical Services"
"TN-010077","Federally Qualified Health Centers - Medical Services"
"TN-010078","Rural Health Clinics"
"TN-010079","Family Planning Providers"
"TN-010079","Rural Health Clinics"
"TN-010079","Ryan White Providers"
"TN-010079","Sexually Transmitted Disease Clinics"
"TN-010079","Tuberculosis Clinics"
"TN-010080","Other ECP Providers"
"TN-010080","Rural Health Clinics"
"TN-010081","Rural Health Clinics"
"TN-010082","Rural Health Clinics"
"TN-010083","Black Lung Clinics"
"TN-010083","Federally Qualified Health Centers - Medical Services"
"TN-010084","Rural Health Clinics"
"TN-010085","Dental Providers"
"TN-010085","Family Planning Providers"
"TN-010085","Rural Health Clinics"
"TN-010085","Ryan White Providers"
"TN-010085","Sexually Transmitted Disease Clinics"
"TN-010085","Tuberculosis Clinics"
"TN-010086","Federally Qualified Health Centers - Medical Services"
"TN-010087","Family Planning Providers"
"TN-010087","Ryan White Providers"
"TN-010087","Sexually Transmitted Disease Clinics"
"TN-010087","Tuberculosis Clinics"
"TN-010088","Federally Qualified Health Centers - Medical Services"
"TN-010089","Dental Providers"
"TN-010089","Family Planning Providers"
"TN-010089","Ryan White Providers"
"TN-010089","Sexually Transmitted Disease Clinics"
"TN-010089","Tuberculosis Clinics"
"TN-010090","Inpatient Hospitals (other than children's hospitals)"
"TN-010091","Other ECP Providers"
"TN-010092","Rural Health Clinics"
"TN-010093","Family Planning Providers"
"TN-010093","Federally Qualified Health Centers - Medical Services"
"TN-010093","Sexually Transmitted Disease Clinics"
"TN-010093","Tuberculosis Clinics"
"TN-010094","Rural Health Clinics"
"TN-010095","Rural Health Clinics"
"TN-010096","Federally Qualified Health Centers - Medical Services"
"TN-010097","Dental Providers"
"TN-010097","Family Planning Providers"
"TN-010097","Federally Qualified Health Centers - Medical Services"
"TN-010097","Ryan White Providers"
"TN-010097","Sexually Transmitted Disease Clinics"
"TN-010097","Tuberculosis Clinics"
"TN-010098","Rural Health Clinics"
"TN-010099","Federally Qualified Health Centers - Medical Services"
"TN-010100","Rural Health Clinics"
"TN-010101","Community Mental Health Centers"
"TN-010101","Federally Qualified Health Centers - Medical Services"
"TN-010101","Ryan White Providers"
"TN-010102","Inpatient Hospitals (other than children's hospitals)"
"TN-010103","Inpatient Hospitals (other than children's hospitals)"
"TN-010104","Children's Hospitals (inpatient only)"
"TN-010105","Community Mental Health Centers"
"TN-010105","Federally Qualified Health Centers - Medical Services"
"TN-010105","Ryan White Providers"
"TN-010106","Community Mental Health Centers"
"TN-010106","Federally Qualified Health Centers - Medical Services"
"TN-010106","Ryan White Providers"
"TN-010107","Community Mental Health Centers"
"TN-010107","Federally Qualified Health Centers - Medical Services"
"TN-010107","Ryan White Providers"
"TN-010108","Family Planning Providers"
"TN-010108","Sexually Transmitted Disease Clinics"
"TN-010109","Black Lung Clinics"
"TN-010109","Federally Qualified Health Centers - Medical Services"
"TN-010110","Family Planning Providers"
"TN-010110","Federally Qualified Health Centers - Medical Services"
"TN-010110","Sexually Transmitted Disease Clinics"
"TN-010110","Tuberculosis Clinics"
"TN-010111","Inpatient Hospitals (other than children's hospitals)"
"TN-010112","Rural Health Clinics"
"TN-010113","Dental Providers"
"TN-010113","Family Planning Providers"
"TN-010113","Rural Health Clinics"
"TN-010113","Ryan White Providers"
"TN-010113","Sexually Transmitted Disease Clinics"
"TN-010113","Tuberculosis Clinics"
"TN-010114","Community Mental Health Centers"
"TN-010114","Federally Qualified Health Centers - Medical Services"
"TN-010114","Ryan White Providers"
"TN-010115","Rural Health Clinics"
"TN-010116","Rural Health Clinics"
"TN-010117","Rural Health Clinics"
"TN-010118","Rural Health Clinics"
"TN-010119","Rural Health Clinics"
"TN-010120","Rural Health Clinics"
"TN-010121","Family Planning Providers"
"TN-010121","Rural Health Clinics"
"TN-010121","Ryan White Providers"
"TN-010121","Sexually Transmitted Disease Clinics"
"TN-010121","Tuberculosis Clinics"
"TN-010122","Federally Qualified Health Centers - Medical Services"
"TN-010123","Federally Qualified Health Centers - Medical Services"
"TN-010124","Rural Health Clinics"
"TN-010125","Dental Providers"
"TN-010125","Family Planning Providers"
"TN-010125","Federally Qualified Health Centers - Medical Services"
"TN-010125","Sexually Transmitted Disease Clinics"
"TN-010125","Tuberculosis Clinics"
"TN-010126","Dental Providers"
"TN-010126","Family Planning Providers"
"TN-010126","Ryan White Providers"
"TN-010126","Sexually Transmitted Disease Clinics"
"TN-010126","Tuberculosis Clinics"
"TN-010127","Dental Providers"
"TN-010127","Federally Qualified Health Centers - Medical Services"
"TN-010128","Federally Qualified Health Centers - Medical Services"
"TN-010129","Federally Qualified Health Centers - Medical Services"
"TN-010130","Federally Qualified Health Centers - Medical Services"
"TN-010131","Federally Qualified Health Centers - Medical Services"
"TN-010132","Federally Qualified Health Centers - Medical Services"
"TN-010133","Federally Qualified Health Centers - Medical Services"
"TN-010134","Family Planning Providers"
"TN-010134","Ryan White Providers"
"TN-010134","Sexually Transmitted Disease Clinics"
"TN-010134","Tuberculosis Clinics"
"TN-010135","Federally Qualified Health Centers - Medical Services"
"TN-010136","Rural Health Clinics"
"TN-010137","Rural Health Clinics"
"TN-010138","Rural Health Clinics"
"TN-010139","Dental Providers"
"TN-010139","Family Planning Providers"
"TN-010139","Ryan White Providers"
"TN-010139","Sexually Transmitted Disease Clinics"
"TN-010139","Tuberculosis Clinics"
"TN-010140","Rural Health Clinics"
"TN-010141","Community Mental Health Centers"
"TN-010141","Dental Providers"
"TN-010141","Federally Qualified Health Centers - Dental Services"
"TN-010141","Federally Qualified Health Centers - Medical Services"
"TN-010141","Ryan White Providers"
"TN-010142","Family Planning Providers"
"TN-010142","Ryan White Providers"
"TN-010142","Sexually Transmitted Disease Clinics"
"TN-010142","Tuberculosis Clinics"
"TN-010143","Dental Providers"
"TN-010143","Family Planning Providers"
"TN-010143","Federally Qualified Health Centers - Medical Services"
"TN-010143","Sexually Transmitted Disease Clinics"
"TN-010143","Tuberculosis Clinics"
"TN-010145","Rural Health Clinics"
"TN-010144","Rural Health Clinics"
"TN-010146","Rural Health Clinics"
"TN-010147","Dental Providers"
"TN-010147","Family Planning Providers"
"TN-010147","Sexually Transmitted Disease Clinics"
"TN-010147","Tuberculosis Clinics"
"TN-010148","Inpatient Hospitals (other than children's hospitals)"
"TN-010149","Family Planning Providers"
"TN-010149","Sexually Transmitted Disease Clinics"
"TN-010149","Tuberculosis Clinics"
"TN-010150","Hemophilia Treatment Centers"
"TN-010150","Rural Health Clinics"
"TN-010151","Family Planning Providers"
"TN-010151","Sexually Transmitted Disease Clinics"
"TN-010151","Tuberculosis Clinics"
"TN-010152","Family Planning Providers"
"TN-010152","Federally Qualified Health Centers - Medical Services"
"TN-010152","Ryan White Providers"
"TN-010152","Sexually Transmitted Disease Clinics"
"TN-010153","Family Planning Providers"
"TN-010153","Other ECP Providers"
"TN-010154","Federally Qualified Health Centers - Medical Services"
"TN-010154","Ryan White Providers"
"TN-010155","Community Mental Health Centers"
"TN-010155","Federally Qualified Health Centers - Medical Services"
"TN-010155","Ryan White Providers"
"TN-010156","Children's Hospitals (inpatient only)"
"TN-010157","Hemophilia Treatment Centers"
"TN-010157","Ryan White Providers"
"TN-010158","Family Planning Providers"
"TN-010158","Federally Qualified Health Centers - Medical Services"
"TN-010158","Ryan White Providers"
"TN-010159","Dental Providers"
"TN-010160","Dental Providers"
"TN-010160","Family Planning Providers"
"TN-010160","Federally Qualified Health Centers - Medical Services"
"TN-010160","Ryan White Providers"
"TN-010161","Federally Qualified Health Centers - Medical Services"
"TN-010161","Ryan White Providers"
"TN-010162","Dental Providers"
"TN-010162","Federally Qualified Health Centers - Medical Services"
"TN-010162","Rural Health Clinics"
"TN-010163","Federally Qualified Health Centers - Medical Services"
"TN-010164","Other ECP Providers"
"TN-010166","Dental Providers"
"TN-010166","Federally Qualified Health Centers - Medical Services"
"TN-010166","Ryan White Providers"
"TN-010167","Family Planning Providers"
"TN-010167","Sexually Transmitted Disease Clinics"
"TN-010167","Tuberculosis Clinics"
"TN-010168","Family Planning Providers"
"TN-010168","Sexually Transmitted Disease Clinics"
"TN-010168","Tuberculosis Clinics"
"TN-010169","Family Planning Providers"
"TN-010169","Sexually Transmitted Disease Clinics"
"TN-010169","Tuberculosis Clinics"
"TN-010170","Family Planning Providers"
"TN-010171","Dental Providers"
"TN-010172","Children's Hospitals (inpatient only)"
"TN-010173","Outpatient Hospital Clinics"
"TN-010174","Other ECP Providers"
"TN-010174","Ryan White Providers"
"TN-010175","Inpatient Hospitals (other than children's hospitals)"
"TN-010176","Ryan White Providers"
"TN-010177","Ryan White Providers"
"TN-010178","Hemophilia Treatment Centers"
"TN-010179","Dental Providers"
"TN-010179","Federally Qualified Health Centers - Medical Services"
"TN-010179","Ryan White Providers"
"TN-010180","Rural Health Clinics"
"TN-010181","Other ECP Providers"
"TN-010181","Rural Health Clinics"
"TN-010182","Inpatient Hospitals (other than children's hospitals)"
"TN-010183","Family Planning Providers"
"TN-010183","Rural Health Clinics"
"TN-010183","Ryan White Providers"
"TN-010183","Sexually Transmitted Disease Clinics"
"TN-010183","Tuberculosis Clinics"
"TN-010184","Family Planning Providers"
"TN-010184","Sexually Transmitted Disease Clinics"
"TN-010184","Tuberculosis Clinics"
"TN-010185","Rural Health Clinics"
"TN-010186","Dental Providers"
"TN-010186","Family Planning Providers"
"TN-010186","Ryan White Providers"
"TN-010186","Sexually Transmitted Disease Clinics"
"TN-010186","Tuberculosis Clinics"
"TN-010187","Community Mental Health Centers"
"TN-010187","Federally Qualified Health Centers - Medical Services"
"TN-010187","Ryan White Providers"
"TN-010188","Inpatient Hospitals (other than children's hospitals)"
"TN-010189","Rural Health Clinics"
"TN-010190","Dental Providers"
"TN-010190","Federally Qualified Health Centers - Medical Services"
"TN-010191","Dental Providers"
"TN-010191","Family Planning Providers"
"TN-010191","Rural Health Clinics"
"TN-010191","Ryan White Providers"
"TN-010191","Sexually Transmitted Disease Clinics"
"TN-010191","Tuberculosis Clinics"
"TN-010192","Federally Qualified Health Centers - Medical Services"
"TN-010193","Federally Qualified Health Centers - Medical Services"
"TN-010194","Other ECP Providers"
"TN-010194","Ryan White Providers"
"TN-010195","Dental Providers"
"TN-010195","Federally Qualified Health Centers - Medical Services"
"TN-010196","Dental Providers"
"TN-010196","Federally Qualified Health Centers - Medical Services"
"TN-010197","Outpatient Hospital Clinics"
"TN-010198","Inpatient Hospitals (other than children's hospitals)"
"TN-010199","Inpatient Hospitals (other than children's hospitals)"
"TN-010200","Federally Qualified Health Centers - Medical Services"
