"state","report_years","years_max","base_population","category","subcategory","geo_unit","geography","measure_group","measure_value","indicator","estimate","confidence_level","confidence_value","order"
"Florida","2016-2017",2017,"grade 3","race / ethnicity","Non-Hispanic Asian","state","Florida","treatment need","urgent","treatment need: urgent",3.9,"lower_CI",0,13315
"Florida","2016-2017",2017,"grade 3","race / ethnicity","Non-Hispanic Asian","state","Florida","treatment need","urgent","treatment need: urgent",3.9,"upper_CI",8.1,9986684
"Vermont","2016-2017",2017,"grade K + 3","caregiver education","college graduate","state","Vermont","caries","untreated","untreated caries",5.8,"lower_CI",3.7,13317
"Vermont","2016-2017",2017,"grade K + 3","caregiver education","college graduate","state","Vermont","caries","untreated","untreated caries",5.8,"upper_CI",7.9,9986682
"Colorado","2016-2017",2017,"grade 3","school percent participation in school lunch program","25 - 49%","state","Colorado","treatment need","urgent","treatment need: urgent",4.7,"lower_CI",1.5,13319
"Colorado","2016-2017",2017,"grade 3","school percent participation in school lunch program","25 - 49%","state","Colorado","treatment need","urgent","treatment need: urgent",4.7,"upper_CI",7.9,9986680
"Colorado","2016-2017",2017,"grade 3","school percent participation in school lunch program","50 - 74%","state","Colorado","treatment need","urgent","treatment need: urgent",4.7,"lower_CI",1.5,13321
"Colorado","2016-2017",2017,"grade 3","school percent participation in school lunch program","50 - 74%","state","Colorado","treatment need","urgent","treatment need: urgent",4.7,"upper_CI",7.9,9986678
"Connecticut","2017",2017,"grade K + 3","race / ethnicity","other / uknown","state","Connecticut","treatment need","urgent","treatment need: urgent",2.6,"lower_CI",0,13323
"Connecticut","2017",2017,"grade K + 3","race / ethnicity","other / uknown","state","Connecticut","treatment need","urgent","treatment need: urgent",2.6,"upper_CI",7.9,9986676
"Connecticut","2017",2017,"grade K + 3","race / ethnicity","White","state","Connecticut","caries","rampant","rampant caries",6,"lower_CI",4.4,13325
"Connecticut","2017",2017,"grade K + 3","race / ethnicity","White","state","Connecticut","caries","rampant","rampant caries",6,"upper_CI",7.7,9986674
"Florida","2016-2017",2017,"grade 3","school percent participation in school lunch program","> 75%","state","Florida","treatment need","urgent","treatment need: urgent",4.4,"lower_CI",1.2,13327
"Florida","2016-2017",2017,"grade 3","school percent participation in school lunch program","> 75%","state","Florida","treatment need","urgent","treatment need: urgent",4.4,"upper_CI",7.6,9986672
"Florida","2016-2017",2017,"grade 3","race / ethnicity","other","state","Florida","treatment need","urgent","treatment need: urgent",3.7,"lower_CI",0,13329
"Florida","2016-2017",2017,"grade 3","race / ethnicity","other","state","Florida","treatment need","urgent","treatment need: urgent",3.7,"upper_CI",7.5,9986670
"Connecticut","2017",2017,"Kindergarten","school percent participation in school lunch program","< 25%","state","Connecticut","caries","rampant","rampant caries",4.9,"lower_CI",2.5,13331
"Connecticut","2017",2017,"Kindergarten","school percent participation in school lunch program","< 25%","state","Connecticut","caries","rampant","rampant caries",4.9,"upper_CI",7.2,9986668
"Connecticut","2017",2017,"Kindergarten","school percent participation in school lunch program","> 75%","state","Connecticut","treatment need","urgent","treatment need: urgent",3.9,"lower_CI",0.7,13333
"Connecticut","2017",2017,"Kindergarten","school percent participation in school lunch program","> 75%","state","Connecticut","treatment need","urgent","treatment need: urgent",3.9,"upper_CI",7.2,9986666
"Colorado","2016-2017",2017,"Kindergarten","school percent participation in school lunch program","25 - 49%","state","Colorado","treatment need","urgent","treatment need: urgent",2.7,"lower_CI",0.4,13335
"Colorado","2016-2017",2017,"Kindergarten","school percent participation in school lunch program","25 - 49%","state","Colorado","treatment need","urgent","treatment need: urgent",2.7,"upper_CI",7.1,9986664
"Connecticut","2017",2017,"grade K + 3","school percent participation in school lunch program","< 25%","state","Connecticut","caries","rampant","rampant caries",5.2,"lower_CI",3.4,13337
"Connecticut","2017",2017,"grade K + 3","school percent participation in school lunch program","< 25%","state","Connecticut","caries","rampant","rampant caries",5.2,"upper_CI",7,9986662
"Florida","2016-2017",2017,"grade 3","race / ethnicity","Non-Hispanic Black","state","Florida","treatment need","urgent","treatment need: urgent",4.4,"lower_CI",2.1,13339
"Florida","2016-2017",2017,"grade 3","race / ethnicity","Non-Hispanic Black","state","Florida","treatment need","urgent","treatment need: urgent",4.4,"upper_CI",6.7,9986660
"Colorado","2016-2017",2017,"Kindergarten","school percent participation in school lunch program","75% +","state","Colorado","treatment need","urgent","treatment need: urgent",3.9,"lower_CI",1.2,13341
"Colorado","2016-2017",2017,"Kindergarten","school percent participation in school lunch program","75% +","state","Colorado","treatment need","urgent","treatment need: urgent",3.9,"upper_CI",6.6,9986658
"Connecticut","2017",2017,"Kindergarten","race / ethnicity","Hispanic","state","Connecticut","treatment need","urgent","treatment need: urgent",4.1,"lower_CI",1.6,13343
"Connecticut","2017",2017,"Kindergarten","race / ethnicity","Hispanic","state","Connecticut","treatment need","urgent","treatment need: urgent",4.1,"upper_CI",6.5,9986656
"Florida","2016-2017",2017,"grade 3","school percent participation in school lunch program","< 25%","state","Florida","treatment need","early","treatment need: early",2.4,"lower_CI",0,13345
"Florida","2016-2017",2017,"grade 3","school percent participation in school lunch program","< 25%","state","Florida","treatment need","early","treatment need: early",2.4,"upper_CI",6.5,9986654
"Florida","2016-2017",2017,"grade 3","age","age 10 - 11","state","Florida","treatment need","urgent","treatment need: urgent",2.9,"lower_CI",0,13347
"Florida","2016-2017",2017,"grade 3","age","age 10 - 11","state","Florida","treatment need","urgent","treatment need: urgent",2.9,"upper_CI",6.4,9986652
"Florida","2016-2017",2017,"grade 3","race / ethnicity","Hispanic","state","Florida","treatment need","urgent","treatment need: urgent",3.3,"lower_CI",0.6,13349
"Florida","2016-2017",2017,"grade 3","race / ethnicity","Hispanic","state","Florida","treatment need","urgent","treatment need: urgent",3.3,"upper_CI",6,9986650
"Florida","2016-2017",2017,"grade 3","age","age 9","state","Florida","caries","untreated","untreated caries",3.6,"lower_CI",1.3,13351
"Florida","2016-2017",2017,"grade 3","age","age 9","state","Florida","caries","untreated","untreated caries",3.6,"upper_CI",5.9,9986648
"Connecticut","2017",2017,"grade 3","school percent participation in school lunch program","50 - 74%","state","Connecticut","treatment need","urgent","treatment need: urgent",3.2,"lower_CI",0.8,13353
"Connecticut","2017",2017,"grade 3","school percent participation in school lunch program","50 - 74%","state","Connecticut","treatment need","urgent","treatment need: urgent",3.2,"upper_CI",5.6,9986646
"Colorado","2016-2017",2017,"grade 3","school percent participation in school lunch program","50% +","state","Colorado","treatment need","urgent","treatment need: urgent",3.6,"lower_CI",1.9,13355
"Colorado","2016-2017",2017,"grade 3","school percent participation in school lunch program","50% +","state","Colorado","treatment need","urgent","treatment need: urgent",3.6,"upper_CI",5.4,9986644
"Colorado","2016-2017",2017,"grade 3","school percent participation in school lunch program","< 50%","state","Colorado","treatment need","urgent","treatment need: urgent",3,"lower_CI",0.6,13357
"Colorado","2016-2017",2017,"grade 3","school percent participation in school lunch program","< 50%","state","Colorado","treatment need","urgent","treatment need: urgent",3,"upper_CI",5.4,9986642
"Colorado","2016-2017",2017,"Kindergarten","school percent participation in school lunch program","50% +","state","Colorado","treatment need","urgent","treatment need: urgent",3.6,"lower_CI",2,13359
"Colorado","2016-2017",2017,"Kindergarten","school percent participation in school lunch program","50% +","state","Colorado","treatment need","urgent","treatment need: urgent",3.6,"upper_CI",5.2,9986640
"Connecticut","2017",2017,"grade K + 3","race / ethnicity","Hispanic","state","Connecticut","treatment need","urgent","treatment need: urgent",3,"lower_CI",1.1,13361
"Connecticut","2017",2017,"grade K + 3","race / ethnicity","Hispanic","state","Connecticut","treatment need","urgent","treatment need: urgent",3,"upper_CI",5,9986638
"Colorado","2016-2017",2017,"Kindergarten","school percent participation in school lunch program","< 50%","state","Colorado","treatment need","urgent","treatment need: urgent",2.6,"lower_CI",0.2,13363
"Colorado","2016-2017",2017,"Kindergarten","school percent participation in school lunch program","< 50%","state","Colorado","treatment need","urgent","treatment need: urgent",2.6,"upper_CI",5,9986636
"Colorado","2016-2017",2017,"Kindergarten","school percent participation in school lunch program","50 - 74%","state","Colorado","treatment need","urgent","treatment need: urgent",3.3,"lower_CI",1.7,13365
"Colorado","2016-2017",2017,"Kindergarten","school percent participation in school lunch program","50 - 74%","state","Colorado","treatment need","urgent","treatment need: urgent",3.3,"upper_CI",4.9,9986634
"Colorado","2016-2017",2017,"grade 3","all","total","state","Colorado","treatment need","urgent","treatment need: urgent",3.3,"lower_CI",1.7,13367
"Colorado","2016-2017",2017,"grade 3","all","total","state","Colorado","treatment need","urgent","treatment need: urgent",3.3,"upper_CI",4.9,9986632
"Colorado","2016-2017",2017,"grade 3","school percent participation in school lunch program","75% +","state","Colorado","treatment need","urgent","treatment need: urgent",2.8,"lower_CI",0.8,13369
"Colorado","2016-2017",2017,"grade 3","school percent participation in school lunch program","75% +","state","Colorado","treatment need","urgent","treatment need: urgent",2.8,"upper_CI",4.9,9986630
"Colorado","2016-2017",2017,"Kindergarten","school percent participation in school lunch program","< 25%","state","Colorado","treatment need","urgent","treatment need: urgent",1.8,"lower_CI",0,13371
"Colorado","2016-2017",2017,"Kindergarten","school percent participation in school lunch program","< 25%","state","Colorado","treatment need","urgent","treatment need: urgent",1.8,"upper_CI",4.9,9986628
"Colorado","2016-2017",2017,"Kindergarten","race / ethnicity","Hispanic","state","Colorado","treatment need","urgent","treatment need: urgent",3.3,"lower_CI",1.8,13373
"Colorado","2016-2017",2017,"Kindergarten","race / ethnicity","Hispanic","state","Colorado","treatment need","urgent","treatment need: urgent",3.3,"upper_CI",4.8,9986626
"Connecticut","2017",2017,"grade 3","all","total","state","Connecticut","treatment need","urgent","treatment need: urgent",2.8,"lower_CI",0.9,13375
"Connecticut","2017",2017,"grade 3","all","total","state","Connecticut","treatment need","urgent","treatment need: urgent",2.8,"upper_CI",4.8,9986624
"Colorado","2016-2017",2017,"grade 3","race / ethnicity","White","state","Colorado","treatment need","urgent","treatment need: urgent",2.8,"lower_CI",0.7,13377
"Colorado","2016-2017",2017,"grade 3","race / ethnicity","White","state","Colorado","treatment need","urgent","treatment need: urgent",2.8,"upper_CI",4.8,9986622
"Colorado","2016-2017",2017,"grade 3","school percent participation in school lunch program","< 25%","state","Colorado","treatment need","urgent","treatment need: urgent",1.9,"lower_CI",0,13379
"Colorado","2016-2017",2017,"grade 3","school percent participation in school lunch program","< 25%","state","Colorado","treatment need","urgent","treatment need: urgent",1.9,"upper_CI",4.8,9986620
"Colorado","2016-2017",2017,"Kindergarten","all","total","state","Colorado","treatment need","urgent","treatment need: urgent",3,"lower_CI",1.5,13381
"Colorado","2016-2017",2017,"Kindergarten","all","total","state","Colorado","treatment need","urgent","treatment need: urgent",3,"upper_CI",4.6,9986618
"Colorado","2016-2017",2017,"grade 3","race / ethnicity","Hispanic","state","Colorado","treatment need","urgent","treatment need: urgent",2.8,"lower_CI",0.9,13383
"Colorado","2016-2017",2017,"grade 3","race / ethnicity","Hispanic","state","Colorado","treatment need","urgent","treatment need: urgent",2.8,"upper_CI",4.6,9986616
"Connecticut","2017",2017,"Kindergarten","race / ethnicity","Black","state","Connecticut","treatment need","urgent","treatment need: urgent",2.2,"lower_CI",0,13385
"Connecticut","2017",2017,"Kindergarten","race / ethnicity","Black","state","Connecticut","treatment need","urgent","treatment need: urgent",2.2,"upper_CI",4.6,9986614
"Florida","2016-2017",2017,"grade 3","all","total","state","Florida","treatment need","urgent","treatment need: urgent",3,"lower_CI",1.6,13387
"Florida","2016-2017",2017,"grade 3","all","total","state","Florida","treatment need","urgent","treatment need: urgent",3,"upper_CI",4.4,9986612
"Connecticut","2017",2017,"Kindergarten","school percent participation in school lunch program","25 - 49%","state","Connecticut","treatment need","urgent","treatment need: urgent",2.4,"lower_CI",0.4,13389
"Connecticut","2017",2017,"Kindergarten","school percent participation in school lunch program","25 - 49%","state","Connecticut","treatment need","urgent","treatment need: urgent",2.4,"upper_CI",4.3,9986610
"Florida","2016-2017",2017,"grade 3","school percent participation in school lunch program","50 - 74%","state","Florida","treatment need","urgent","treatment need: urgent",2.8,"lower_CI",1.4,13391
"Florida","2016-2017",2017,"grade 3","school percent participation in school lunch program","50 - 74%","state","Florida","treatment need","urgent","treatment need: urgent",2.8,"upper_CI",4.2,9986608
"Florida","2016-2017",2017,"grade 3","age","age 7 - 8","state","Florida","treatment need","early","treatment need: early",2.7,"lower_CI",1.2,13393
"Florida","2016-2017",2017,"grade 3","age","age 7 - 8","state","Florida","treatment need","early","treatment need: early",2.7,"upper_CI",4.1,9986606
"Connecticut","2017",2017,"grade 3","race / ethnicity","Hispanic","state","Connecticut","treatment need","urgent","treatment need: urgent",2.1,"lower_CI",0,13395
"Connecticut","2017",2017,"grade 3","race / ethnicity","Hispanic","state","Connecticut","treatment need","urgent","treatment need: urgent",2.1,"upper_CI",4.1,9986604
"Connecticut","2017",2017,"grade K + 3","school percent participation in school lunch program","25 - 49%","state","Connecticut","treatment need","urgent","treatment need: urgent",2.6,"lower_CI",1.2,13397
"Connecticut","2017",2017,"grade K + 3","school percent participation in school lunch program","25 - 49%","state","Connecticut","treatment need","urgent","treatment need: urgent",2.6,"upper_CI",4,9986602
"Florida","2016-2017",2017,"grade 3","insurance","private insurance","state","Florida","treatment need","urgent","treatment need: urgent",2.4,"lower_CI",0.8,13399
"Florida","2016-2017",2017,"grade 3","insurance","private insurance","state","Florida","treatment need","urgent","treatment need: urgent",2.4,"upper_CI",4,9986600
"Connecticut","2017",2017,"grade 3","school percent participation in school lunch program","25 - 49%","state","Connecticut","treatment need","urgent","treatment need: urgent",2.7,"lower_CI",1.7,13401
"Connecticut","2017",2017,"grade 3","school percent participation in school lunch program","25 - 49%","state","Connecticut","treatment need","urgent","treatment need: urgent",2.7,"upper_CI",3.8,9986598
"Florida","2016-2017",2017,"grade 3","insurance","medicaid","state","Florida","treatment need","urgent","treatment need: urgent",2.2,"lower_CI",0.6,13403
"Florida","2016-2017",2017,"grade 3","insurance","medicaid","state","Florida","treatment need","urgent","treatment need: urgent",2.2,"upper_CI",3.8,9986596
"Connecticut","2017",2017,"grade K + 3","school percent participation in school lunch program","50 - 74%","state","Connecticut","treatment need","urgent","treatment need: urgent",2.5,"lower_CI",1.3,13405
"Connecticut","2017",2017,"grade K + 3","school percent participation in school lunch program","50 - 74%","state","Connecticut","treatment need","urgent","treatment need: urgent",2.5,"upper_CI",3.7,9986594
"Connecticut","2017",2017,"grade K + 3","all","total","state","Connecticut","treatment need","urgent","treatment need: urgent",2.4,"lower_CI",1.4,13407
"Connecticut","2017",2017,"grade K + 3","all","total","state","Connecticut","treatment need","urgent","treatment need: urgent",2.4,"upper_CI",3.5,9986592
"Florida","2016-2017",2017,"grade 3","toothache status","no toothache","state","Florida","treatment need","urgent","treatment need: urgent",21,"lower_CI",0.7,13409
"Florida","2016-2017",2017,"grade 3","toothache status","no toothache","state","Florida","treatment need","urgent","treatment need: urgent",21,"upper_CI",3.4,9986590
"Colorado","2016-2017",2017,"Kindergarten","race / ethnicity","White","state","Colorado","treatment need","urgent","treatment need: urgent",1.8,"lower_CI",0.3,13411
"Colorado","2016-2017",2017,"Kindergarten","race / ethnicity","White","state","Colorado","treatment need","urgent","treatment need: urgent",1.8,"upper_CI",3.3,9986588
"Florida","2016-2017",2017,"grade 3","race / ethnicity","Non-Hispanic White","state","Florida","treatment need","urgent","treatment need: urgent",1.5,"lower_CI",0,13413
"Florida","2016-2017",2017,"grade 3","race / ethnicity","Non-Hispanic White","state","Florida","treatment need","urgent","treatment need: urgent",1.5,"upper_CI",3.1,9986586
"Connecticut","2017",2017,"Kindergarten","school percent participation in school lunch program","50 - 74%","state","Connecticut","treatment need","urgent","treatment need: urgent",1.8,"lower_CI",0.7,13415
"Connecticut","2017",2017,"Kindergarten","school percent participation in school lunch program","50 - 74%","state","Connecticut","treatment need","urgent","treatment need: urgent",1.8,"upper_CI",3,9986584
"Connecticut","2017",2017,"Kindergarten","all","total","state","Connecticut","treatment need","urgent","treatment need: urgent",2,"lower_CI",1.1,13417
"Connecticut","2017",2017,"Kindergarten","all","total","state","Connecticut","treatment need","urgent","treatment need: urgent",2,"upper_CI",2.9,9986582
"Vermont","2016-2017",2017,"grade K + 3","race / ethnicity","minority","state","Vermont","treatment need","urgent","treatment need: urgent",1.2,"lower_CI",0,13419
"Vermont","2016-2017",2017,"grade K + 3","race / ethnicity","minority","state","Vermont","treatment need","urgent","treatment need: urgent",1.2,"upper_CI",2.8,9986580
"Florida","2016-2017",2017,"grade 3","school percent participation in school lunch program","25 - 49%","state","Florida","treatment need","urgent","treatment need: urgent",1.3,"lower_CI",0.2,13421
"Florida","2016-2017",2017,"grade 3","school percent participation in school lunch program","25 - 49%","state","Florida","treatment need","urgent","treatment need: urgent",1.3,"upper_CI",2.4,9986578
"Vermont","2016-2017",2017,"grade K + 3","gender","female","state","Vermont","treatment need","urgent","treatment need: urgent",1.4,"lower_CI",0.6,13423
"Vermont","2016-2017",2017,"grade K + 3","gender","female","state","Vermont","treatment need","urgent","treatment need: urgent",1.4,"upper_CI",2.2,9986576
"Vermont","2016-2017",2017,"grade K + 3","child school lunch program enrollment or eligibility","enrolled","state","Vermont","treatment need","urgent","treatment need: urgent",1.3,"lower_CI",0.6,13425
"Vermont","2016-2017",2017,"grade K + 3","child school lunch program enrollment or eligibility","enrolled","state","Vermont","treatment need","urgent","treatment need: urgent",1.3,"upper_CI",2,9986574
"Vermont","2016-2017",2017,"grade K + 3","school percent participation in school lunch program","> 50%","state","Vermont","treatment need","urgent","treatment need: urgent",1.2,"lower_CI",0.4,13427
"Vermont","2016-2017",2017,"grade K + 3","school percent participation in school lunch program","> 50%","state","Vermont","treatment need","urgent","treatment need: urgent",1.2,"upper_CI",2,9986572
"Connecticut","2017",2017,"grade 3","race / ethnicity","White","state","Connecticut","treatment need","urgent","treatment need: urgent",1.2,"lower_CI",0.6,13429
"Connecticut","2017",2017,"grade 3","race / ethnicity","White","state","Connecticut","treatment need","urgent","treatment need: urgent",1.2,"upper_CI",1.9,9986570
"Vermont","2016-2017",2017,"grade K + 3","school percent participation in school lunch program","25 - 49%","state","Vermont","treatment need","urgent","treatment need: urgent",1.1,"lower_CI",0.3,13431
"Vermont","2016-2017",2017,"grade K + 3","school percent participation in school lunch program","25 - 49%","state","Vermont","treatment need","urgent","treatment need: urgent",1.1,"upper_CI",1.9,9986568
"Connecticut","2017",2017,"Kindergarten","race / ethnicity","White","state","Connecticut","treatment need","urgent","treatment need: urgent",1,"lower_CI",0.2,13433
"Connecticut","2017",2017,"Kindergarten","race / ethnicity","White","state","Connecticut","treatment need","urgent","treatment need: urgent",1,"upper_CI",1.9,9986566
"Vermont","2016-2017",2017,"Kindergarten","all","total","state","Vermont","treatment need","urgent","treatment need: urgent",1,"lower_CI",0.2,13435
"Vermont","2016-2017",2017,"Kindergarten","all","total","state","Vermont","treatment need","urgent","treatment need: urgent",1,"upper_CI",1.8,9986564
"Connecticut","2017",2017,"grade K + 3","race / ethnicity","White","state","Connecticut","treatment need","urgent","treatment need: urgent",1.1,"lower_CI",0.5,13437
"Connecticut","2017",2017,"grade K + 3","race / ethnicity","White","state","Connecticut","treatment need","urgent","treatment need: urgent",1.1,"upper_CI",1.7,9986562
"Vermont","2016-2017",2017,"grade K + 3","race / ethnicity","White","state","Vermont","treatment need","urgent","treatment need: urgent",1,"lower_CI",0.4,13439
"Vermont","2016-2017",2017,"grade K + 3","race / ethnicity","White","state","Vermont","treatment need","urgent","treatment need: urgent",1,"upper_CI",1.5,9986560
"Vermont","2016-2017",2017,"grade 3","all","total","state","Vermont","treatment need","urgent","treatment need: urgent",0.9,"lower_CI",0.4,13441
"Vermont","2016-2017",2017,"grade 3","all","total","state","Vermont","treatment need","urgent","treatment need: urgent",0.9,"upper_CI",1.5,9986558
"Vermont","2016-2017",2017,"grade K + 3","child school lunch program enrollment or eligibility","not enrolled","state","Vermont","treatment need","urgent","treatment need: urgent",0.7,"lower_CI",0,13443
"Vermont","2016-2017",2017,"grade K + 3","child school lunch program enrollment or eligibility","not enrolled","state","Vermont","treatment need","urgent","treatment need: urgent",0.7,"upper_CI",1.5,9986556
"Vermont","2016-2017",2017,"grade K + 3","all","total","state","Vermont","treatment need","urgent","treatment need: urgent",1,"lower_CI",0.6,13445
"Vermont","2016-2017",2017,"grade K + 3","all","total","state","Vermont","treatment need","urgent","treatment need: urgent",1,"upper_CI",1.4,9986554
"Connecticut","2017",2017,"Kindergarten","school percent participation in school lunch program","< 25%","state","Connecticut","treatment need","urgent","treatment need: urgent",0.7,"lower_CI",0.1,13447
"Connecticut","2017",2017,"Kindergarten","school percent participation in school lunch program","< 25%","state","Connecticut","treatment need","urgent","treatment need: urgent",0.7,"upper_CI",1.4,9986552
"Connecticut","2017",2017,"grade K + 3","school percent participation in school lunch program","< 25%","state","Connecticut","treatment need","urgent","treatment need: urgent",0.7,"lower_CI",0.1,13449
"Connecticut","2017",2017,"grade K + 3","school percent participation in school lunch program","< 25%","state","Connecticut","treatment need","urgent","treatment need: urgent",0.7,"upper_CI",1.2,9986550
"Connecticut","2017",2017,"grade 3","school percent participation in school lunch program","< 25%","state","Connecticut","treatment need","urgent","treatment need: urgent",0.6,"lower_CI",0,13451
"Connecticut","2017",2017,"grade 3","school percent participation in school lunch program","< 25%","state","Connecticut","treatment need","urgent","treatment need: urgent",0.6,"upper_CI",1.2,9986548
"Vermont","2016-2017",2017,"grade K + 3","school percent participation in school lunch program","< 25%","state","Vermont","treatment need","urgent","treatment need: urgent",0.6,"lower_CI",0.1,13453
"Vermont","2016-2017",2017,"grade K + 3","school percent participation in school lunch program","< 25%","state","Vermont","treatment need","urgent","treatment need: urgent",0.6,"upper_CI",1.1,9986546
"Vermont","2016-2017",2017,"grade K + 3","gender","male","state","Vermont","treatment need","urgent","treatment need: urgent",0.6,"lower_CI",0.2,13455
"Vermont","2016-2017",2017,"grade K + 3","gender","male","state","Vermont","treatment need","urgent","treatment need: urgent",0.6,"upper_CI",1,9986544
"Connecticut","2017",2017,"Kindergarten","race / ethnicity","Asian","state","Connecticut","treatment need","urgent","treatment need: urgent",0.3,"lower_CI",0.2,13457
"Connecticut","2017",2017,"Kindergarten","race / ethnicity","Asian","state","Connecticut","treatment need","urgent","treatment need: urgent",0.3,"upper_CI",0.5,9986542
"Maine","2017",2017,"grade K + 3","race","Native Hawaiian or Pacific Islanders","state","Maine","treatment need","early or urgent","treatment need: early or urgent",0,"lower_CI",0,13459
"Maine","2017",2017,"grade K + 3","race","Native Hawaiian or Pacific Islanders","state","Maine","treatment need","early or urgent","treatment need: early or urgent",0,"upper_CI",0,9986540
"Maine","2017",2017,"grade K + 3","race","Native Hawaiian or Pacific Islanders","state","Maine","caries","untreated","untreated caries",0,"lower_CI",0,13461
"Maine","2017",2017,"grade K + 3","race","Native Hawaiian or Pacific Islanders","state","Maine","caries","untreated","untreated caries",0,"upper_CI",0,9986538
"Ohio","2016-2017",2017,"age 3 - 5","all","total","state","Ohio","caries","any history","caries experience",22.1,"lower_CI",NA,13463
"Ohio","2016-2017",2017,"age 3 - 5","all","total","state","Ohio","caries","any history","caries experience",22.1,"upper_CI",NA,9986536
"North Carolina","2016-2017",2017,"Kindergarten","all","total","state","North Carolina","caries","untreated","untreated caries",14.3,"lower_CI",NA,13465
"North Carolina","2016-2017",2017,"Kindergarten","all","total","state","North Carolina","caries","untreated","untreated caries",14.3,"upper_CI",NA,9986534
"Ohio","2016-2017",2017,"age 3 - 5","all","total","state","Ohio","caries","untreated","untreated caries",14.1,"lower_CI",NA,13467
"Ohio","2016-2017",2017,"age 3 - 5","all","total","state","Ohio","caries","untreated","untreated caries",14.1,"upper_CI",NA,9986532
"North Carolina","2016-2017",2017,"Kindergarten","all","total","state","North Carolina","dental sealants","present","dental sealants",5.4,"lower_CI",NA,13469
"North Carolina","2016-2017",2017,"Kindergarten","all","total","state","North Carolina","dental sealants","present","dental sealants",5.4,"upper_CI",NA,9986530
"North Carolina","2016-2017",2017,"Kindergarten","all","total","state","North Carolina","treatment need","urgent","treatment need: urgent",2.1,"lower_CI",NA,13471
"North Carolina","2016-2017",2017,"Kindergarten","all","total","state","North Carolina","treatment need","urgent","treatment need: urgent",2.1,"upper_CI",NA,9986528
"Colorado","2016-2017",2017,"grade 3","all","total","urbanicity","urban","dental sealants","present","dental sealants",58,"lower_CI",46.6,13473
"Colorado","2016-2017",2017,"grade 3","all","total","urbanicity","urban","dental sealants","present","dental sealants",58,"upper_CI",69.4,9986526
"Colorado","2016-2017",2017,"grade 3","all","total","urbanicity","urban","caries","any history","caries experience",52.3,"lower_CI",42,13475
"Colorado","2016-2017",2017,"grade 3","all","total","urbanicity","urban","caries","any history","caries experience",52.3,"upper_CI",62.5,9986524
"Colorado","2016-2017",2017,"Kindergarten","all","total","urbanicity","urban","caries","any history","caries experience",32.4,"lower_CI",21.1,13477
"Colorado","2016-2017",2017,"Kindergarten","all","total","urbanicity","urban","caries","any history","caries experience",32.4,"upper_CI",43.8,9986522
"Colorado","2016-2017",2017,"Kindergarten","all","total","urbanicity","urban","caries","untreated","untreated caries",16.8,"lower_CI",13.6,13479
"Colorado","2016-2017",2017,"Kindergarten","all","total","urbanicity","urban","caries","untreated","untreated caries",16.8,"upper_CI",20,9986520
"Colorado","2016-2017",2017,"grade 3","all","total","urbanicity","urban","caries","untreated","untreated caries",14.5,"lower_CI",8.9,13481
"Colorado","2016-2017",2017,"grade 3","all","total","urbanicity","urban","caries","untreated","untreated caries",14.5,"upper_CI",20,9986518
"Colorado","2016-2017",2017,"Kindergarten","all","total","urbanicity","urban","treatment need","early","treatment need: early",13.9,"lower_CI",10.5,13483
"Colorado","2016-2017",2017,"Kindergarten","all","total","urbanicity","urban","treatment need","early","treatment need: early",13.9,"upper_CI",17.3,9986516
"Colorado","2016-2017",2017,"grade 3","all","total","urbanicity","urban","treatment need","early","treatment need: early",11.1,"lower_CI",6,13485
"Colorado","2016-2017",2017,"grade 3","all","total","urbanicity","urban","treatment need","early","treatment need: early",11.1,"upper_CI",16.3,9986514
"Colorado","2016-2017",2017,"Kindergarten","all","total","urbanicity","urban","treatment need","urgent","treatment need: urgent",3.2,"lower_CI",1.4,13487
"Colorado","2016-2017",2017,"Kindergarten","all","total","urbanicity","urban","treatment need","urgent","treatment need: urgent",3.2,"upper_CI",4.9,9986512
"Colorado","2016-2017",2017,"grade 3","all","total","urbanicity","urban","treatment need","urgent","treatment need: urgent",3.1,"lower_CI",1.4,13489
"Colorado","2016-2017",2017,"grade 3","all","total","urbanicity","urban","treatment need","urgent","treatment need: urgent",3.1,"upper_CI",4.8,9986510
"Florida","2016-2017",2017,"grade 3","all","total","region","West Coast","caries","any history","caries experience",58.3,"lower_CI",50.1,13491
"Florida","2016-2017",2017,"grade 3","all","total","region","West Coast","caries","any history","caries experience",58.3,"upper_CI",66.5,9986508
"Florida","2016-2017",2017,"grade 3","all","total","region","West Coast","dental sealants","present","dental sealants",43.2,"lower_CI",30.8,13493
"Florida","2016-2017",2017,"grade 3","all","total","region","West Coast","dental sealants","present","dental sealants",43.2,"upper_CI",55.6,9986506
"Florida","2016-2017",2017,"grade 3","all","total","region","West Coast","caries","untreated","untreated caries",26.2,"lower_CI",19.4,13495
"Florida","2016-2017",2017,"grade 3","all","total","region","West Coast","caries","untreated","untreated caries",26.2,"upper_CI",32.9,9986504
"Florida","2016-2017",2017,"grade 3","all","total","region","West Coast","treatment need","early","treatment need: early",25,"lower_CI",20.3,13497
"Florida","2016-2017",2017,"grade 3","all","total","region","West Coast","treatment need","early","treatment need: early",25,"upper_CI",29.7,9986502
"Florida","2016-2017",2017,"grade 3","all","total","region","West Coast","treatment need","urgent","treatment need: urgent",2,"lower_CI",0,13499
"Florida","2016-2017",2017,"grade 3","all","total","region","West Coast","treatment need","urgent","treatment need: urgent",2,"upper_CI",4.1,9986500
