state,report_years,years_max,base_population,geo_unit,geography,category,subcategory,measure_group,measure_value,indicator,estimate,lower_CI,upper_CI
Washington,2015-2016,2016,grade 2,state,Washington,race / ethnicity,Non-Hispanic White,treatment need,early,treatment need: early,9,7,11
Washington,2015-2016,2016,Kindergarten,state,Washington,language spoken at home,other language,dental sealants,present,dental sealants,8,6,11
Connecticut,2017,2017,Kindergarten,state,Connecticut,race / ethnicity,Hispanic,caries,rampant,rampant caries,7.5,4,11
Kentucky,2016,2016,grade 3 + 6,state,Kentucky,race / ethnicity,Black,treatment need,urgent,treatment need: urgent,7,2,11
Connecticut,2017,2017,grade K + 3,state,Connecticut,race / ethnicity,Asian,treatment need,urgent,treatment need: urgent,4.6,0,11
Montana,2015-2016,2016,Kindergarten,state,Montana,school percent participation in school lunch program,< 25%,caries,untreated,untreated caries,9,7.1,10.9
Wyoming,2008-2009,2009,grade 3,state,Wyoming,all,total,caries,untreated,untreated caries,8.4,6,10.9
Mississippi,2007-2008,2008,Head Start,state,Mississippi,race / ethnicity,Non-Hispanic White,treatment need,urgent,treatment need: urgent,7.5,4,10.9
Vermont,2016-2017,2017,grade K + 3,state,Vermont,school percent participation in school lunch program,< 25%,treatment need,early or urgent,treatment need: early or urgent,7.4,4,10.9
Montana,2005-2006,2006,Head Start,state,Montana,race / ethnicity,other / uknown,treatment need,urgent,treatment need: urgent,6.5,2.1,10.9
Hawaii,2014-2015,2015,grade 3,state,Hawaii,race / ethnicity,Native Hawaiian,treatment need,urgent,treatment need: urgent,6.5,2.1,10.9
Iowa,2019,2019,WIC,state,Iowa,gender,male,caries,any history,caries experience,9.5,8.3,10.8
Iowa,2019,2019,WIC,state,Iowa,gender,female,caries,any history,caries experience,9.5,8.2,10.8
Michigan,2015-2016,2016,grade 3,state,Michigan,dental insurance,private ,treatment need,urgent,treatment need: urgent,7.2,3.6,10.8
Montana,2005-2006,2006,grade 3,state,Montana,race / ethnicity,Native American,treatment need,urgent,treatment need: urgent,5.6,0.3,10.8
Connecticut,2007,2007,Kindergarten,state,Connecticut,all,total,caries,rampant,rampant caries,9.1,7.6,10.7
New Hampshire,2014,2014,grade 3,state,New Hampshire,school percent participation in school lunch program,25 - 49%,caries,untreated,untreated caries,9,7.2,10.7
North Dakota,2009-2010,2010,grade 3,state,North Dakota,daily servings of sugary beverage ,0-1 cans,caries,rampant,rampant caries,8.3,5.8,10.7
Montana,2005-2006,2006,grade 3,state,Montana,race / ethnicity,other / uknown,caries,untreated,untreated caries,7.6,4.5,10.7
Connecticut,2017,2017,Kindergarten,state,Connecticut,school percent participation in school lunch program,25 - 49%,caries,rampant,rampant caries,6.9,3,10.7
Connecticut,2007,2007,grade K + 3,state,Connecticut,race / ethnicity,White,treatment need,early or urgent,treatment need: early or urgent,9.1,7.5,10.6
New Hampshire,2014,2014,grade 3,state,New Hampshire,school percent participation in school lunch program,25 - 49%,treatment need,early or urgent,treatment need: early or urgent,8.8,7,10.6
Iowa,2019,2019,WIC,state,Iowa,race / ethnicity,Hispanic,caries,untreated,untreated caries,8.6,6.5,10.6
Wyoming,2008-2009,2009,grade 3,state,Wyoming,race,White,caries,untreated,untreated caries,6.8,5.7,10.6
Connecticut,2017,2017,grade 3,state,Connecticut,all,total,caries,rampant,rampant caries,7.5,4.4,10.6
South Dakota,2014,2014,grade 3,state,South Dakota,dental insurance,medicaid,treatment need,urgent,treatment need: urgent,5.4,0.3,10.6
Connecticut,2006-2007,2007,Head Start,state,Connecticut,race / ethnicity,Non-Hispanic White,caries,rampant,rampant caries,6.1,1.6,10.5
Colorado,2011-2012,2012,Kindergarten,state,Colorado,race / ethnicity,Asian,treatment need,early,treatment need: early,5.6,0.8,10.5
Maine,2015,2015,Kindergarten,state,Maine,all,total,caries,untreated,untreated caries,6.7,2.9,10.4
Hawaii,2014-2015,2015,grade 3,state,Hawaii,race / ethnicity,Filipino,treatment need,urgent,treatment need: urgent,8.4,6.5,10.3
Florida,2013-2014,2014,grade 3,state,Florida,race / ethnicity,Non-Hispanic Black,treatment need,urgent,treatment need: urgent,6.6,3,10.3
Illinois,2018-2019,2019,grade 3,state,Illinois,frequency of sugary beverage consumption,2 times per day,caries,rampant,rampant caries,5.2,0.1,10.3
Connecticut,2012,2012,grade K + 3,state,Connecticut,race / ethnicity,White,caries,untreated,untreated caries,8.9,7.6,10.2
North Dakota,2009-2010,2010,grade 3,state,North Dakota,race / ethnicity,White non-Hispanic,caries,rampant,rampant caries,8.6,6.9,10.2
Kansas,2015-2016,2016,Head Start,state,Kansas,time since last dental visit,< 1 year,treatment need,early or urgent,treatment need: early or urgent,8,5.9,10.2
Vermont,2016-2017,2017,grade K + 3,state,Vermont,Parent's number of teeth removed,0,caries,untreated,untreated caries,7.9,5.7,10.2
Florida,2016-2017,2017,grade 3,state,Florida,toothache status,toothache,treatment need,urgent,treatment need: urgent,6.7,3.2,10.2
Nebraska,2005,2005,grade 3,state,Nebraska,school percent participation in school lunch program,< 25%,caries,rampant,rampant caries,7.7,5.2,10.1
Mississippi,2009-2010,2010,grade 3,state,Mississippi,last dental visit,no visit in last year,treatment need,urgent,treatment need: urgent,7.7,5.2,10.1
Mississippi,2015-2016,2016,grade 3,state,Mississippi,time since last dental visit,more than 1 year ago or never been,treatment need,urgent,treatment need: urgent,7.7,5.2,10.1
Connecticut,2010-2011,2011,Head Start,state,Connecticut,all,total,caries,any history,caries experience,19.3,10.9,27.6
Rhode Island,2013-2014,2014,grade 3,state,Rhode Island,school percent participation in school lunch program,high proportion,caries,rampant,rampant caries,8,5.8,10
Mississippi,2015-2016,2016,grade 3,state,Mississippi,race / ethnicity + school lunch status,Black yes frl,treatment need,urgent,treatment need: urgent,7.8,5.7,10
Washington,2010,2010,Kindergarten,state,Washington,child school lunch program enrollment or eligibility,not eligible,caries,rampant,rampant caries,7,5,10
Nevada,2006,2006,grade 3,state,Nevada,time since last dental visit,more than 1 year,treatment need,urgent,treatment need: urgent,7.1,4.3,10
Nevada,2007,2007,Head Start,state,Nevada,time since last dental visit,"more than 1 year ago, but not more than three years ago",treatment need,urgent,treatment need: urgent,5.3,0.67,9.93
Mississippi,2009-2010,2010,grade 3,state,Mississippi,race / ethnicity + school lunch status,Non-Hispanic Black yes frl,treatment need,urgent,treatment need: urgent,8,6.1,9.9
Wyoming,2008-2009,2009,grade 3,state,Wyoming,dental insurance,covered,caries,untreated,untreated caries,7.4,5,9.9
Mississippi,2007-2008,2008,Head Start,state,Mississippi,age,age 5,treatment need,urgent,treatment need: urgent,7.4,4.9,9.9
Nevada,2003,2003,grade 3,state,Nevada,all,total,treatment need,urgent,treatment need: urgent,7,4.1,9.9
Vermont,2016-2017,2017,grade K + 3,state,Vermont,daily servings of sugary beverage ,0,caries,untreated,untreated caries,6.9,3.9,9.9
Washington,2005,2005,grade 2 + 3,state,Washington,language spoken at home,other language,treatment need,urgent,treatment need: urgent,6.9,3.9,9.9
South Dakota,2010,2010,grade 3,state,South Dakota,race / ethnicity,White non-Hispanic,treatment need,urgent,treatment need: urgent,6.5,3.2,9.9
Florida,2014-2015,2015,Early Head Start,state,Florida,race / ethnicity,Hispanic,treatment need,early,treatment need: early,5.5,1.1,9.9
Florida,2016-2017,2017,grade 3,state,Florida,school percent participation in school lunch program,< 25%,caries,untreated,untreated caries,5.3,0.8,9.9
Mississippi,2007-2008,2008,Head Start,state,Mississippi,age,age 4,treatment need,urgent,treatment need: urgent,8.1,6.5,9.8
Michigan,2015-2016,2016,grade 3,state,Michigan,child school lunch program enrollment or eligibility,not enrolled,treatment need,urgent,treatment need: urgent,6.6,3.4,9.8
Montana,2016,2016,Head Start,state,Montana,race / ethnicity,White,dental sealants,present,dental sealants,5.6,1.4,9.8
South Dakota,2014,2014,grade 3,state,South Dakota,dental insurance,does not participate,treatment need,urgent,treatment need: urgent,5.1,0.4,9.8
New Hampshire,2014,2014,grade 3,state,New Hampshire,all,total,caries,untreated,untreated caries,8.2,6.7,9.7
Mississippi,2009-2010,2010,grade 3,state,Mississippi,race / ethnicity,Non-Hispanic Black,treatment need,urgent,treatment need: urgent,7.9,6.1,9.7
Maine,2017,2017,Kindergarten,state,Maine,gender,female,dental sealants,present,dental sealants,5.7,1.7,9.7
Delaware,2012-2013,2013,grade 3,state,Delaware,time since last dental visit,more than 1 year ago,treatment need,urgent,treatment need: urgent,4.6,0,9.7
Mississippi,2015-2016,2016,grade 3,state,Mississippi,race,Black,treatment need,urgent,treatment need: urgent,7.6,5.5,9.6
Utah,2010-2011,2011,age 6 - 9,state,Utah,ethnicity,Hispanic,treatment need,urgent,treatment need: urgent,6.8,3.9,9.6
Rhode Island,2012,2012,Head Start,state,Rhode Island,age,age 5,treatment need,urgent,treatment need: urgent,6.6,3.5,9.6
Florida,2014-2015,2015,Early Head Start,state,Florida,all,total,caries,early childhood caries,early childhood caries,6.1,2.6,9.6
Nevada,2006,2006,grade 3,state,Nevada,child school lunch program enrollment or eligibility,eligible,treatment need,urgent,treatment need: urgent,6.9,4.2,9.51
Hawaii,2014-2015,2015,grade 3,state,Hawaii,all,total,treatment need,urgent,treatment need: urgent,7.2,4.9,9.5
Wyoming,2008-2009,2009,grade 3,state,Wyoming,child school lunch program enrollment or eligibility,not enrolled,caries,untreated,untreated caries,7.1,4.7,9.5
Nevada,2006,2006,grade 3,state,Nevada,insurance,no dental insurance,treatment need,urgent,treatment need: urgent,7,4.4,9.5
Florida,2014-2015,2015,Early Head Start,state,Florida,race / ethnicity,Hispanic,caries,any history,caries experience,7.2,2,9.5
Maine,2015,2015,grade 3,state,Maine,gender,female,treatment need,early or urgent,treatment need: early or urgent,5.6,1.7,9.5
Florida,2014-2015,2015,Early Head Start,state,Florida,race / ethnicity,Non-Hispanic Black,caries,any history,caries experience,5.8,2.1,9.4
Connecticut,2010-2011,2011,Head Start,state,Connecticut,all,total,caries,untreated,untreated caries,9.6,4.6,14.5
Connecticut,2012,2012,grade K + 3,state,Connecticut,race / ethnicity,White,caries,rampant,rampant caries,8,6.7,9.3
Mississippi,2007-2008,2008,Head Start,state,Mississippi,gender,male,treatment need,urgent,treatment need: urgent,7.7,6.1,9.3
Connecticut,2017,2017,grade K + 3,state,Connecticut,race / ethnicity,Hispanic,caries,rampant,rampant caries,6.3,3.3,9.3
Michigan,2017-2018,2018,Head Start,state,Michigan,race / ethnicity,Hispanic,treatment need,urgent,treatment need: urgent,5.7,2.1,9.3
Illinois,2018-2019,2019,grade 3,state,Illinois,frequency of sugary beverage consumption,4 or more times per day,treatment need,early or urgent,treatment need: early or urgent,44.3,22.7,65.9
Montana,2005-2006,2006,grade 3,state,Montana,all,total,treatment need,urgent,treatment need: urgent,7.5,5.9,9.2
Rhode Island,2013-2014,2014,grade 3,state,Rhode Island,race / ethnicity,minority,caries,rampant,rampant caries,7.3,5.3,9.2
Connecticut,2017,2017,grade K + 3,state,Connecticut,all,total,caries,rampant,rampant caries,7.2,5.2,9.2
Michigan,2017-2018,2018,Head Start,state,Michigan,age,age 5,treatment need,urgent,treatment need: urgent,6.7,4.2,9.2
Florida,2014-2015,2015,Early Head Start,state,Florida,all,total,caries,any history,caries experience,6,2.7,9.2
Florida,2014-2015,2015,Early Head Start,state,Florida,all,total,treatment need,early,treatment need: early,5.3,1.4,9.2
Connecticut,2017,2017,grade K + 3,state,Connecticut,school percent participation in school lunch program,> 75%,treatment need,urgent,treatment need: urgent,5.1,1,9.2
Maine,2017,2017,Kindergarten,state,Maine,gender,male,dental sealants,present,dental sealants,4.9,0.6,9.2
Connecticut,2007,2007,grade K + 3,state,Connecticut,race / ethnicity,White,caries,rampant,rampant caries,7.9,6.6,9.1
Vermont,2016-2017,2017,grade K + 3,state,Vermont,dental insurance,"private, tricare, private/cash or tricare/cash",caries,untreated,untreated caries,6.6,4.1,9.1
Montana,2005-2006,2006,grade 3,state,Montana,race / ethnicity,other / uknown,treatment need,early,treatment need: early,5.8,2.7,9.1
Florida,2014-2015,2015,Early Head Start,state,Florida,race / ethnicity,Non-Hispanic Black,caries,untreated,untreated caries,5.6,2,9.1
Connecticut,2017,2017,grade 3,state,Connecticut,school percent participation in school lunch program,< 25%,caries,rampant,rampant caries,5.5,1.8,9.1
Colorado,2016-2017,2017,Kindergarten,state,Colorado,race / ethnicity,Black,treatment need,urgent,treatment need: urgent,4.6,0.2,9.1
Colorado,2016-2017,2017,grade 3,state,Colorado,race / ethnicity,Black,treatment need,urgent,treatment need: urgent,4.4,0,9.1
Colorado,2011-2012,2012,Kindergarten,state,Colorado,school percent participation in school lunch program,< 25%,caries,untreated,untreated caries,6.8,4.7,9
Colorado,2011-2012,2012,Kindergarten,state,Colorado,school percent participation in school lunch program,< 25%,caries,untreated,untreated caries,6.8,4.6,9
Wyoming,2008-2009,2009,grade 3,state,Wyoming,age,age 8,caries,untreated,untreated caries,6.75,4.5,9
Kentucky,2016,2016,grade 6,state,Kentucky,all,total,treatment need,urgent,treatment need: urgent,7,4,9
Connecticut,2010-2011,2011,Head Start,state,Connecticut,all,total,treatment need,early,treatment need: early,6.5,1.6,11.3
Florida,2016-2017,2017,grade 3,state,Florida,insurance,no insurance,treatment need,urgent,treatment need: urgent,5.6,2.1,9
Nevada,2007,2007,Head Start,state,Nevada,race / ethnicity,American Indian,treatment need,urgent,treatment need: urgent,5.4,1.8,9
Nevada,2003,2003,grade 3,state,Nevada,time since last dental visit,never been to the dentist,dental sealants,present,dental sealants,5.1,1.1,9
Iowa,2019,2019,WIC,state,Iowa,ever had a dental visit,no,caries,untreated,untreated caries,7.7,6.5,8.9
Connecticut,2017,2017,Kindergarten,state,Connecticut,all,total,caries,rampant,rampant caries,6.9,4.9,8.9
Wyoming,2008-2009,2009,grade 3,state,Wyoming,age,age 10,caries,untreated,untreated caries,6.67,4.5,8.9
Vermont,2013-2014,2014,grade K + 3,state,Vermont,child school lunch program enrollment or eligibility,not enrolled,caries,untreated,untreated caries,6.6,4.4,8.9
Iowa,2019,2019,WIC,state,Iowa,race / ethnicity,Non-Hispanic White,caries,any history,caries experience,7.7,6.6,8.8
New Hampshire,2014,2014,grade 3,state,New Hampshire,gender,female,caries,untreated,untreated caries,7.1,5.5,8.8
New Hampshire,2014,2014,grade 3,state,New Hampshire,gender,female,treatment need,early or urgent,treatment need: early or urgent,7.1,5.4,8.8
Mississippi,2015-2016,2016,grade 3,state,Mississippi,beverage consumed with most meals,water,treatment need,urgent,treatment need: urgent,6.2,3.5,8.8
Nevada,2007,2007,Head Start,state,Nevada,time since last dental visit,never been to the dentist,treatment need,urgent,treatment need: urgent,4.7,0.68,8.72
New Hampshire,2014,2014,grade 3,state,New Hampshire,all,total,treatment need,early or urgent,treatment need: early or urgent,8.1,6.6,8.7
North Dakota,2009-2010,2010,grade 3,state,North Dakota,race / ethnicity,other minorities,treatment need,urgent,treatment need: urgent,4.4,0.1,8.7
Mississippi,2015-2016,2016,grade 3,state,Mississippi,child school lunch program enrollment or eligibility,eligible,treatment need,urgent,treatment need: urgent,7.1,5.7,8.6
Nevada,2004,2004,Head Start,state,Nevada,dental insurance,no,treatment need,urgent,treatment need: urgent,6.9,5.2,8.6
Montana,2005-2006,2006,grade 3,state,Montana,race / ethnicity,other / uknown,caries,any history,caries experience,6.7,4.7,8.6
Colorado,2011-2012,2012,Kindergarten,state,Colorado,school percent participation in school lunch program,< 25%,treatment need,early,treatment need: early,6.4,4.1,8.6
Vermont,2013-2014,2014,grade K + 3,state,Vermont,child school lunch program enrollment or eligibility,not enrolled,treatment need,early or urgent,treatment need: early or urgent,6.2,3.9,8.5
Illinois,2018-2019,2019,grade 3,state,Illinois,race / ethnicity,Hispanic,caries,rampant,rampant caries,5.5,2.5,8.5
Florida,2014-2015,2015,Early Head Start,state,Florida,all,total,caries,untreated,untreated caries,5.4,2.3,8.5
Wisconsin,2018,2018,grade 3,state,Wisconsin,all,total,treatment need,urgent,treatment need: urgent,5.1,1.6,8.5
Maine,2015,2015,grade 3,state,Maine,gender,male,treatment need,early or urgent,treatment need: early or urgent,4.4,0.3,8.5
Connecticut,2017,2017,grade 3,state,Connecticut,race / ethnicity,White,caries,rampant,rampant caries,5.9,3.3,8.4
Colorado,2016-2017,2017,grade 3,state,Colorado,school percent participation in school lunch program,< 25%,treatment need,early,treatment need: early,4.8,1.2,8.4
Mississippi,2007-2008,2008,Head Start,state,Mississippi,all,total,treatment need,urgent,treatment need: urgent,7.2,6.1,8.3
Connecticut,2017,2017,Kindergarten,state,Connecticut,race / ethnicity,White,caries,rampant,rampant caries,6.2,4.1,8.3
Nevada,2004,2004,Head Start,state,Nevada,age,age 3,treatment need,urgent,treatment need: urgent,6,3.7,8.3
Vermont,2016-2017,2017,grade K + 3,state,Vermont,child school lunch program enrollment or eligibility,not enrolled,treatment need,early or urgent,treatment need: early or urgent,6,3.6,8.3
Maine,2017,2017,Kindergarten,state,Maine,all,total,dental sealants,present,dental sealants,5.2,2.2,8.3
Connecticut,2017,2017,grade 3,state,Connecticut,race / ethnicity,Hispanic,caries,rampant,rampant caries,5.1,1.9,8.3
Iowa,2019,2019,WIC,state,Iowa,gender,male,caries,untreated,untreated caries,7.1,6,8.2
Mississippi,2007-2008,2008,Head Start,state,Mississippi,gender,female,treatment need,urgent,treatment need: urgent,6.6,5.1,8.2
Maine,2015,2015,grade K + 3,state,Maine,gender,female,treatment need,early or urgent,treatment need: early or urgent,4.1,0.1,8.2
South Dakota,2014,2014,grade 3,state,South Dakota,dental insurance,other minority,treatment need,urgent,treatment need: urgent,3.5,0,8.2
Washington,2005,2005,grade 3,state,Washington,race / ethnicity,Hispanic,treatment need,urgent,treatment need: urgent,6.2,4.3,8.1
Wyoming,2008-2009,2009,grade 3,state,Wyoming,gender,female,caries,untreated,untreated caries,6,3.9,8.1
Wisconsin,2015,2015,grade 9,state,Wisconsin,child school lunch program enrollment or eligibility,not enrolled,caries,rampant,rampant caries,4.8,1.5,8.1
Florida,2016-2017,2017,grade 3,state,Florida,race / ethnicity,Non-Hispanic Asian,treatment need,urgent,treatment need: urgent,3.9,0,8.1
Mississippi,2007-2008,2008,Head Start,state,Mississippi,race / ethnicity,Non-Hispanic Black,treatment need,urgent,treatment need: urgent,6.8,5.6,8
Mississippi,2015-2016,2016,grade 3,state,Mississippi,race / ethnicity + school lunch status,White yes frl,treatment need,urgent,treatment need: urgent,6.1,4.2,8
Washington,2005,2005,grade 3,state,Washington,race / ethnicity,Asian,treatment need,urgent,treatment need: urgent,5.3,2.5,8
Colorado,2011-2012,2012,Kindergarten,state,Colorado,race / ethnicity,Black,treatment need,urgent,treatment need: urgent,3.2,0,8
Vermont,2016-2017,2017,grade K + 3,state,Vermont,caregiver education,college graduate,caries,untreated,untreated caries,5.8,3.7,7.9
Colorado,2016-2017,2017,grade 3,state,Colorado,school percent participation in school lunch program,25 - 49%,treatment need,urgent,treatment need: urgent,4.7,1.5,7.9
Colorado,2016-2017,2017,grade 3,state,Colorado,school percent participation in school lunch program,50 - 74%,treatment need,urgent,treatment need: urgent,4.7,1.5,7.9
Florida,2014-2015,2015,Head Start,state,Florida,all,total,treatment need,urgent,treatment need: urgent,4.6,1.4,7.9
Delaware,2012-2013,2013,grade 3,state,Delaware,dental insurance,no insurance,treatment need,urgent,treatment need: urgent,3.7,0,7.9
Connecticut,2017,2017,grade K + 3,state,Connecticut,race / ethnicity,other / uknown,treatment need,urgent,treatment need: urgent,2.6,0,7.9
Montana,2017-2018,2018,grade 3,state,Montana,school percent participation in school lunch program,< 25%,caries,any history,caries experience,42.4,28.3,7.8
North Dakota,2009-2010,2010,grade 3,state,North Dakota,school percent participation in school lunch program,< 25%,caries,rampant,rampant caries,5.8,3.8,7.8
Wyoming,2008-2009,2009,grade 3,state,Wyoming,ethnicity,Non-Hispanic,caries,untreated,untreated caries,5.7,3.6,7.8
Illinois,2013-2014,2014,grade 3,state,Illinois,race / ethnicity,Black,caries,rampant,rampant caries,4.6,2.6,7.8
Maine,2015,2015,grade 3,state,Maine,all,total,treatment need,early or urgent,treatment need: early or urgent,5,2.2,7.8
Montana,2017-2018,2018,grade 3,state,Montana,school percent participation in school lunch program,< 25%,caries,untreated,untreated caries,4.6,1.4,7.8
Illinois,2018-2019,2019,grade 3,state,Illinois,frequency of sugary beverage consumption,4 or more times per day,treatment need,urgent,treatment need: urgent,30,7,52.9
Connecticut,2017,2017,grade K + 3,state,Connecticut,race / ethnicity,White,caries,rampant,rampant caries,6,4.4,7.7
Montana,2005-2006,2006,grade 3,state,Montana,race / ethnicity,other / uknown,treatment need,early,treatment need: early,5.9,4.1,7.7
Mississippi,2015-2016,2016,grade 3,state,Mississippi,beverage consumed with most meals,juice or juice drinks,treatment need,urgent,treatment need: urgent,5.9,4,7.7
Nevada,2006,2006,grade 3,state,Nevada,all,total,treatment need,urgent,treatment need: urgent,5.6,3.5,7.7
Nevada,2003,2003,grade 3,state,Nevada,insurance,dental insurance,treatment need,urgent,treatment need: urgent,5,2.3,7.7
Iowa,2019,2019,WIC,state,Iowa,gender,female,caries,untreated,untreated caries,6.5,5.4,7.6
Mississippi,2015-2016,2016,grade 3,state,Mississippi,all,total,treatment need,urgent,treatment need: urgent,6.4,5.2,7.6
Mississippi,2009-2010,2010,grade 3,state,Mississippi,child school lunch program enrollment or eligibility,eligible,treatment need,urgent,treatment need: urgent,6.3,5,7.6
Iowa,2019,2019,WIC,state,Iowa,age,age 2,caries,any history,caries experience,6.2,4.7,7.6
Florida,2016-2017,2017,grade 3,state,Florida,school percent participation in school lunch program,> 75%,treatment need,urgent,treatment need: urgent,4.4,1.2,7.6
Vermont,2013-2014,2014,grade K + 3,state,Vermont,school percent participation in school lunch program,< 31%,caries,untreated,untreated caries,6.2,4.9,7.5
Vermont,2013-2014,2014,grade K + 3,state,Vermont,school percent participation in school lunch program,< 31%,treatment need,early or urgent,treatment need: early or urgent,5.9,4.2,7.5
Florida,2016-2017,2017,grade 3,state,Florida,race / ethnicity,other,treatment need,urgent,treatment need: urgent,3.7,0,7.5
Maine,2015,2015,Kindergarten,state,Maine,gender,female,treatment need,early or urgent,treatment need: early or urgent,2.5,0,7.5
South Dakota,2010,2010,grade 3,state,South Dakota,school percent participation in school lunch program,< 20% ,treatment need,urgent,treatment need: urgent,4.5,1.7,7.4
Illinois,2018-2019,2019,grade 3,state,Illinois,frequency of water consumption,no water in 7 days,treatment need,early,treatment need: early,4.6,0,11.5
Michigan,2017-2018,2018,Head Start,state,Michigan,language spoken at home,spanish,treatment need,urgent,treatment need: urgent,3.6,0,7.4
Nevada,2004,2004,Head Start,state,Nevada,race / ethnicity,Hispanic,treatment need,urgent,treatment need: urgent,6,4.7,7.3
Mississippi,2009-2010,2010,grade 3,state,Mississippi,insurance,medicaid/chip,treatment need,urgent,treatment need: urgent,5.9,4.4,7.3
Mississippi,2015-2016,2016,grade 3,state,Mississippi,dental insurance,medicaid/chip,treatment need,urgent,treatment need: urgent,5.9,4.4,7.3
Montana,2005-2006,2006,grade 3,state,Montana,race / ethnicity,other / uknown,dental sealants,present,dental sealants,5.2,3.1,7.3
New Hampshire,2001,2001,grade 3,state,New Hampshire,all,total,treatment need,urgent,treatment need: urgent,5.1,3,7.3
Florida,2014-2015,2015,Early Head Start,state,Florida,race / ethnicity,Non-Hispanic White,caries,early childhood caries,early childhood caries,3.4,0,7.3
Illinois,2018-2019,2019,grade 3,state,Illinois,race / ethnicity,other,treatment need,early or urgent,treatment need: early or urgent,22.1,16.9,27.3
Connecticut,2017,2017,Kindergarten,state,Connecticut,school percent participation in school lunch program,< 25%,caries,rampant,rampant caries,4.9,2.5,7.2
Florida,2013-2014,2014,grade 3,state,Florida,race / ethnicity,multiple,treatment need,urgent,treatment need: urgent,4.5,1.7,7.2
Illinois,2018-2019,2019,grade 3,state,Illinois,race / ethnicity,other,treatment need,urgent,treatment need: urgent,2.7,1.2,4.3
Illinois,2018-2019,2019,grade 3,state,Illinois,frequency of water consumption,1 time per day,caries,rampant,rampant caries,4.1,1,7.2
Connecticut,2017,2017,Kindergarten,state,Connecticut,school percent participation in school lunch program,> 75%,treatment need,urgent,treatment need: urgent,3.9,0.7,7.2
Colorado,2011-2012,2012,grade 3,state,Colorado,school percent participation in school lunch program,25 - 49%,treatment need,urgent,treatment need: urgent,3.7,0.2,7.2
Illinois,2013-2014,2014,grade 3,state,Illinois,child school lunch program enrollment or eligibility,eligible,caries,rampant,rampant caries,5.5,4.3,7.1
Mississippi,2007-2008,2008,Head Start,state,Mississippi,age,age 3,treatment need,urgent,treatment need: urgent,5.2,3.4,7.1
Illinois,2013-2014,2014,grade 3,state,Illinois,race / ethnicity,Hispanic,caries,rampant,rampant caries,4.7,3.1,7.1
Illinois,2018-2019,2019,grade 3,state,Illinois,frequency of water consumption,2 times per day,caries,rampant,rampant caries,4.6,2.1,7.1
South Dakota,2014,2014,grade 3,state,South Dakota,dental insurance,male,treatment need,urgent,treatment need: urgent,4.4,1.8,7.1
Colorado,2016-2017,2017,Kindergarten,state,Colorado,school percent participation in school lunch program,25 - 49%,treatment need,urgent,treatment need: urgent,2.7,0.4,7.1
Illinois,2018-2019,2019,grade 3,state,Illinois,frequency of water consumption,4 + times per day,treatment need,early or urgent,treatment need: early or urgent,18.2,14.2,22.1
Washington,2010,2010,Kindergarten,state,Washington,all,total,dental sealants,present,dental sealants,5,4,7
Iowa,2019,2019,WIC,state,Iowa,race / ethnicity,Hispanic,caries,untreated,untreated caries,5.4,3.7,7
Connecticut,2017,2017,grade K + 3,state,Connecticut,school percent participation in school lunch program,< 25%,caries,rampant,rampant caries,5.2,3.4,7
Hawaii,2014-2015,2015,grade 3,state,Hawaii,race / ethnicity,other Asian,treatment need,urgent,treatment need: urgent,3.6,0.2,7
Iowa,2019,2019,WIC,state,Iowa,ever had a dental visit,no,caries,any history,caries experience,5.9,4.8,6.9
Iowa,2019,2019,WIC,state,Iowa,ever had a dental visit,yes,caries,untreated,untreated caries,5.9,4.8,6.9
Washington,2005,2005,grade 2 + 3,state,Washington,race / ethnicity,minority,treatment need,urgent,treatment need: urgent,5.3,3.7,6.9
Washington,2005,2005,2nd + 3rd grade,state,Washington,child school lunch program enrollment or eligibility,eligible,treatment need,urgent,treatment need: urgent,5.3,3.6,6.9
Mississippi,2015-2016,2016,grade 3,state,Mississippi,beverage consumed with most meals,soda or sugary drinks,treatment need,urgent,treatment need: urgent,5,3.1,6.9
Rhode Island,2012,2012,Head Start,state,Rhode Island,race / ethnicity,minority,treatment need,urgent,treatment need: urgent,5.7,4.6,6.8
Mississippi,2015-2016,2016,grade 3,state,Mississippi,main beverage consumed during meals,"sugar: juice, juice drinks, soda, sweet tea",treatment need,urgent,treatment need: urgent,5.5,4.1,6.8
South Dakota,2014,2014,grade 3,state,South Dakota,dental insurance,overall,treatment need,urgent,treatment need: urgent,4.3,1.8,6.8
Hawaii,2014-2015,2015,grade 3,state,Hawaii,race / ethnicity,other / uknown,treatment need,urgent,treatment need: urgent,3.9,1.1,6.8
Nevada,2007,2007,Head Start,state,Nevada,time since last dental visit,within the last 12 months,treatment need,urgent,treatment need: urgent,2.7,0,6.77
Hawaii,2014-2015,2015,grade 3,state,Hawaii,gender,female,treatment need,urgent,treatment need: urgent,5.4,4,6.7
Nevada,2004,2004,Head Start,state,Nevada,race / ethnicity,minority non-Hispanic,treatment need,urgent,treatment need: urgent,5.2,3.7,6.7
Florida,2013-2014,2014,grade 3,state,Florida,all,total,treatment need,urgent,treatment need: urgent,4.9,3.1,6.7
New Hampshire,2014,2014,grade 3,state,New Hampshire,school percent participation in school lunch program,< 25%,treatment need,early or urgent,treatment need: early or urgent,4.8,2.9,6.7
New Hampshire,2014,2014,grade 3,state,New Hampshire,school percent participation in school lunch program,< 25%,caries,untreated,untreated caries,4.8,2.9,6.7
