PWS_ID,state,water_system_id,PWS_name,county,population,fluorided_status,fluoride_conc
TX-1090003,TX,1090003,ITASCA,Hill ,1548,Yes,0.87
TX-1090004,TX,1090004,MALONE WATER SUPPLY CORPORATION,Hill ,260,Yes,1.3
TX-1090005,TX,1090005,MOUNT CALM,Hill ,432,Yes,2.4
TX-1090006,TX,1090006,WHITNEY CITY OF,Hill ,2019,No,0.5
TX-1090007,TX,1090007,BLUM,Hill ,430,Yes,2.3
TX-1090008,TX,1090008,LAKESHORE SYSTEM,Hill ,1109,No,0.5
TX-1090012,TX,1090012,CEDAR CREEK WATER SYSTEM,Hill ,3485,No,0.41
TX-1090014,TX,1090014,MURRAY HILL WATER SYSTEM,Hill ,1143,No,0.5
TX-1090015,TX,1090015,ABBOTT,Hill ,344,Yes,0.7
TX-1090016,TX,1090016,AQUILLA WATER SUPPLY CORPORATION,Hill ,242,No,0.4
TX-1090017,TX,1090017,BIROME WSC,Hill ,1538,Yes,2.2
TX-1090018,TX,1090018,BRANDON IRENE WSC,Hill ,2014,No,0.3
TX-1090020,TX,1090020,CHATT WSC,Hill ,897,No,0.3
TX-1090021,TX,1090021,COVINGTON WW,Hill ,547,Yes,0.6
TX-1090023,TX,1090023,MENLOW WATER SUPPLY CORPORATION,Hill ,484,No,0.5
TX-1090024,TX,1090024,MERTENS,Hill ,174,Yes,2.2
TX-1090025,TX,1090025,WOODROW-OSCEOLA WSC - BLANTON,Hill ,2148,Yes,0.7
TX-1090026,TX,1090026,PENELOPE WATER SUPPLY CORP,Hill ,273,Yes,1.2
TX-1090030,TX,1090030,POST OAK SUD,Hill ,2278,Yes,0.7
TX-1090033,TX,1090033,48 WATER SUPPLY CORPORATION,Hill ,139,Yes,0.7
TX-1090035,TX,1090035,FILES VALLEY WSC,Hill ,3001,No,0.3
TX-1090036,TX,1090036,CEDAR CREST COLONY WATER CORP,Hill ,171,Yes,1
TX-1090037,TX,1090037,LIVE OAK WATER SYSTEM,Hill ,618,No,0.4
TX-1090038,TX,1090038,ARROWHEAD WATER SYSTEM,Hill ,360,Yes,1.8
TX-1090041,TX,1090041,HILL COUNTY WATER SUPPLY CORP,Hill ,3622,No,0.3
TX-1090042,TX,1090042,CHISOLM TRAIL RETREAT,Hill ,140,No,0.3
TX-1090043,TX,1090043,OAK HILL WATER SYSTEM,Hill ,78,No,0.5
TX-1090045,TX,1090045,BEACHVIEW ACRES WATER ASSOCIATION,Hill ,139,Yes,1.1
TX-1090048,TX,1090048,BYNUM CITY OF - BLACKLAND SYSTEM,Hill ,273,No,0.3
TX-1090059,TX,1090059,LATHAM SPRINGS BAPTIST ENCAMPMENT,Hill ,822,Yes,0.6
TX-1090061,TX,1090061,M & H WATER SUPPLY,Hill ,125,Yes,1
TX-1090064,TX,1090064,WOODROW-OSCEOLA WSC - OSCEOLA,Hill ,548,Yes,0.7
TX-1090066,TX,1090066,PRAIRIE VALLEY PRESBYTERIAN CAMP,Hill ,68,No,0.5
TX-1090067,TX,1090067,WOODROW-OSCEOLA WSC - PLEASANT VW,Hill ,1201,No,0.5
TX-1090068,TX,1090068,AQUILLA WATER SUPPLY DISTRICT,Hill ,0,No,0.3
TX-1090069,TX,1090069,TRES VIDAS SUBDIVISION,Hill ,139,Yes,1.1
TX-1090070,TX,1090070,CARL'S CORNER,Hill ,139,Yes,0.9
TX-1090073,TX,1090073,WHITE BLUFF COMMUNITY WATER SYSTEM,Hill ,1238,No,0.38
TX-1090075,TX,1090075,LAKE WHITNEY RV & GOLF,Hill ,604,No,0.41
TX-1100001,TX,1100001,ANTON,Hockley ,1089,Yes,1.4
TX-1100002,TX,1100002,LEVELLAND,Hockley ,13812,Yes,0.9
TX-1100003,TX,1100003,SUNDOWN,Hockley ,1351,Yes,2.8
TX-1100004,TX,1100004,CITY OF ROPESVILLE,Hockley ,467,Yes,5
TX-1100005,TX,1100005,PEP SCHOOL,Hockley ,145,Yes,2.4
TX-1100010,TX,1100010,SMYER,Hockley ,459,Yes,2.88
TX-1100011,TX,1100011,WHITHARRAL WATER SUPPLY CORP,Hockley ,193,Yes,3.95
TX-1100017,TX,1100017,OCCIDENTAL PERMIAN LTD E SLAUGHTER,Hockley ,24,No,5.43
TX-1100019,TX,1100019,OCCIDENTAL PERMIAN LTD SUNLAND RMT,Hockley ,297,Yes,3.3
TX-1100022,TX,1100022,OXY PERMIAN SLAUGHTER GASOLINE PLA,Hockley ,11,Yes,3.9
TX-1100030,TX,1100030,CITY OF OPDYKE WEST,Hockley ,264,Yes,6.56
TX-1100034,TX,1100034,WAYNEBOS STORE,Hockley ,48,Yes,8.48
TX-1100039,TX,1100039,OXY PERMIAN MALLET PLANT,Hockley ,63,Yes,3.11
TX-1100040,TX,1100040,WORLEY WELDING WORKS,Hockley ,121,No,0.2
TX-1110001,TX,1110001,GRANBURY CITY OF,Hood ,10931,No,0.33
TX-1110002,TX,1110002,HIDEAWAY BAY ESTATES,Hood ,240,No,0.5
TX-1110003,TX,1110003,377 SUNSET STRIP,Hood ,116,No,0
TX-1110004,TX,1110004,OAK TRAIL SHORES,Hood ,4185,No,0.1
TX-1110005,TX,1110005,WESTERN HILLS HARBOR,Hood ,1109,No,0.33
TX-1110006,TX,1110006,MOORELAND WATER COMPANY,Hood ,380,No,0.3
TX-1110007,TX,1110007,ACTON MUNICIPAL UTILITY DISTRICT,Hood ,18501,No,0.1
TX-1110011,TX,1110011,CITY OF LIPAN,Hood ,421,No,0.5
TX-1110012,TX,1110012,TOLAR CITY OF,Hood ,774,No,0.38
TX-1110016,TX,1110016,SKY HARBOUR WSC,Hood ,1048,Yes,0.68
TX-1110017,TX,1110017,LONG CREEK WATER COMPANY,Hood ,316,Yes,0.98
TX-1110018,TX,1110018,MESA GRANDE WATER SUPPLY CORP,Hood ,409,Yes,0.6
TX-1110019,TX,1110019,LAGUNA TRES SUBDIVISION,Hood ,644,No,0.5
TX-1110022,TX,1110022,COMANCHE HARBOR & PORT O'CALL,Hood ,1355,No,0.1
TX-1110024,TX,1110024,ROCK HARBOR ESTATES,Hood ,432,No,0.3
TX-1110026,TX,1110026,SANDY BEACH SUBDIVISION,Hood ,389,No,0.5
TX-1110027,TX,1110027,WHIPPORWILL BAY SUBDIVISION,Hood ,670,No,0.4
TX-1110028,TX,1110028,BRAZOS RIVER ACRES,Hood ,325,No,0.5
TX-1110032,TX,1110032,ROLLING HILLS SHORES WATER SYSTEM,Hood ,168,No,0.4
TX-1110035,TX,1110035,MOUNTAIN VIEW SUBDIVISION,Hood ,929,No,0.45
TX-1110036,TX,1110036,RANCHO BRAZOS SUBDIVISION,Hood ,284,No,0.1
TX-1110037,TX,1110037,RAIN WATER SUPPLY CORP,Hood ,125,No,0.4
TX-1110039,TX,1110039,SCENIC VIEW ESTATES,Hood ,125,No,0
TX-1110042,TX,1110042,BOYNTON WATER SUPPLY,Hood ,189,No,0.48
TX-1110044,TX,1110044,MONTEGO BAY ESTATES,Hood ,348,No,0.1
TX-1110045,TX,1110045,RIVER COUNTRY ACRES,Hood ,238,No,0.48
TX-1110050,TX,1110050,COMANCHE PEAK NORTH,Hood ,273,No,0.3
TX-1110052,TX,1110052,EASTWOOD VILLAGE,Hood ,400,Yes,0.6
TX-1110055,TX,1110055,ACTON WATER COMPANY - ROYAL OAKS,Hood ,197,No,0.1
TX-1110056,TX,1110056,SOUTH HARBOR SUBDIVISION,Hood ,221,No,0.2
TX-1110057,TX,1110057,CAMP CRUCIS,Hood ,242,No,0.3
TX-1110059,TX,1110059,LAKE COUNTRY ACRES-HOOD CNTY WTR C,Hood ,447,Yes,0.6
TX-1110060,TX,1110060,COMANCHE COVE,Hood ,1239,No,0.38
TX-1110065,TX,1110065,COUNTRYSIDE TRAILER PARK,Hood ,87,No,0.4
TX-1110068,TX,1110068,CAMP ELTESORO,Hood ,290,No,0.4
TX-1110070,TX,1110070,CANYON CREEK ADDITION,Hood ,1068,No,0.5
TX-1110071,TX,1110071,EL BRAZO APARTMENTS,Hood ,78,No,0
TX-1110074,TX,1110074,NORTH FORK CREEK,Hood ,165,Yes,0.6
TX-1110076,TX,1110076,RIVER RUN SUBDIVISION,Hood ,267,No,0.5
TX-1110077,TX,1110077,SUNSET ACRES MOBILE HOME PARK,Hood ,128,No,0.3
TX-1110078,TX,1110078,LAKESIDE HILLS,Hood ,125,No,0.5
TX-1110079,TX,1110079,BLUE WATER SHORES,Hood ,1082,Yes,0.6
TX-1110080,TX,1110080,NOLAN CREEK ESTATES,Hood ,154,Yes,0.6
TX-1110082,TX,1110082,PLAZA EAST,Hood ,84,Yes,0.6
TX-1110083,TX,1110083,HUNTERWOOD SUBDIVISION WATER SYS,Hood ,447,No,0.4
TX-1110084,TX,1110084,RIDGE UTILITIES INC,Hood ,345,No,0.5
TX-1110085,TX,1110085,SHADY GROVE SUBDIVISION,Hood ,377,No,0.5
TX-1110086,TX,1110086,LAKE TRAILS RV & MOBILE HOME PARK,Hood ,104,No,0
TX-1110087,TX,1110087,SUNCHASE MEADOWS,Hood ,362,Yes,0.8
TX-1110088,TX,1110088,NORTH FORK CREEK NO II,Hood ,371,Yes,1
TX-1110089,TX,1110089,COUNTRY MEADOWS SUBDIVISION,Hood ,342,Yes,0.7
TX-1110092,TX,1110092,TUGCO DECORDOVA POWER PLANT,Hood ,24,No,0.5
TX-1110094,TX,1110094,MIDHAVEN ESTATES,Hood ,131,No,0.3
TX-1110095,TX,1110095,LAGUNA VISTA SUBDIVISION,Hood ,650,No,0.4
TX-1110098,TX,1110098,SCENIC RIDGE ADDITION,Hood ,90,No,0.2
TX-1110099,TX,1110099,DON AYALAS MEXICAN RESTAURANT,Hood ,290,No,0.5
TX-1110100,TX,1110100,BRAZOS REGIONAL PUA SURFACE WATER ADVANC,Hood ,0,No,0.1
TX-1110102,TX,1110102,SUNSET CANYON WATER-MOORE ESTATES,Hood ,96,No,0.1
TX-1110103,TX,1110103,COMANCHE PEAK STEAM ELECTRIC STATI,Hood ,145,No,0.3
TX-1110104,TX,1110104,NUBBIN RIDGE GROCERY & RV PARK,Hood ,48,No,0.3
TX-1110109,TX,1110109,GRANBURY ACRES WATER SYSTEM,Hood ,296,No,0.33
TX-1110112,TX,1110112,MALLARD POINTE SUBDIVISION,Hood ,461,Yes,0.6
TX-1110113,TX,1110113,SUMMERLIN ADDITION,Hood ,78,No,0.3
TX-1110114,TX,1110114,FALL CREEK UTILITY COMPANY,Hood ,209,No,0.5
TX-1110115,TX,1110115,PENINSULA ADDITION,Hood ,273,No,0.3
TX-1110116,TX,1110116,BENTWATER ON LAKE GRANBURY,Hood ,1106,Yes,0.6
TX-1110120,TX,1110120,BROADWAY EXPRESS,Hood ,193,No,0.3
TX-1110126,TX,1110126,LINE CAMP STEAKHOUSE,Hood ,24,No,0.4
TX-1110127,TX,1110127,GRANBURY INDUSTRIAL PARK,Hood ,192,No,0.2
TX-1120001,TX,1120001,CUMBY,Hopkins ,752,Yes,0.7
TX-1120002,TX,1120002,CITY OF SULPHUR SPRINGS,Hopkins ,14945,Yes,0.7
TX-1120003,TX,1120003,PLEASANT HILL WATER SUPPLY CORP,Hopkins ,242,Yes,0.7
TX-1120010,TX,1120010,BRASHER WSC,Hopkins ,662,Yes,0.7
TX-1120011,TX,1120011,BRINKER,Hopkins ,2525,Yes,0.7
TX-1120012,TX,1120012,COMO CITY OF,Hopkins ,888,No,0.48
TX-1120013,TX,1120013,CORNERSVILLE WATER SUPPLY CORP,Hopkins ,1053,No,0.28
TX-1120014,TX,1120014,GAFFORD CHAPEL WSC,Hopkins ,1381,Yes,0
TX-1120015,TX,1120015,MARTIN SPRINGS WSC,Hopkins ,3558,No,0.19
TX-1120016,TX,1120016,MILLER GROVE WSC,Hopkins ,1904,Yes,2.32
TX-1120017,TX,1120017,NORTH HOPKINS WSC,Hopkins ,6922,Yes,0.7
TX-1120018,TX,1120018,PICKTON WATER SUPPLY CORPORATION,Hopkins ,667,No,0.3
TX-1120020,TX,1120020,SHADY GROVE 2 WSC,Hopkins ,798,Yes,0.7
TX-1120021,TX,1120021,SHIRLEY WATER SUPPLY CORP,Hopkins ,2502,No,0.25
TX-1130001,TX,1130001,CITY OF CROCKETT,Houston ,7502,Yes,0.7
TX-1130002,TX,1130002,CITY OF GRAPELAND,Houston ,1995,Yes,0.7
TX-1130003,TX,1130003,LOVELADY,Houston ,902,Yes,0.7
TX-1130004,TX,1130004,TDCJ ID EASTHAM UNIT,Houston ,2957,No,0.3
TX-1130010,TX,1130010,HOUSTON COUNTY WCID NO 1,Houston ,46,Yes,0.7
TX-1130011,TX,1130011,KENNARD WSC,Houston ,453,No,0.2
TX-1130012,TX,1130012,CONSOLIDATED WSC LATEXO CITY PLANT Y A,Houston ,1557,Yes,0.7
TX-1130020,TX,1130020,RATCLIFF WATER SUPPLY CORP,Houston ,256,No,0.2
TX-1130021,TX,1130021,RATCLIFF RECREATION AREA USFS,Houston ,242,No,0.2
TX-1130022,TX,1130022,RATCLIFF RECREATIONAL DOGWOOD LOOP,Houston ,580,No,0.1
TX-1130026,TX,1130026,CONSOLIDATED WSC PLANT D SYSTEM,Houston ,720,No,0.4
TX-1130027,TX,1130027,CONSOLIDATED WSC PLANT F SYSTEM,Houston ,1199,No,0.3
TX-1130028,TX,1130028,CONSOLIDATED WSC FM 228 SYSTEM,Houston ,1581,Yes,0.7
TX-1130029,TX,1130029,CONSOLIDATED WSC ROUTE 2 SYSTEM,Houston ,1033,No,0.2
TX-1130030,TX,1130030,THE CONSOLIDATED WSC  GRAPELAND CITY,Houston ,227,Yes,0.7
TX-1130031,TX,1130031,THE CONSOLIDATED WSC LOOP 304 SYSTEM,Houston ,1466,Yes,0.7
TX-1130032,TX,1130032,CONSOLIDATED WSC SPRING CREEK COUNTRY,Houston ,475,Yes,0.7
TX-1130033,TX,1130033,CONSOLIDATED WSC ROCKHILL ROAD SYS,Houston ,1355,No,0.2
TX-1130034,TX,1130034,CONSOLIDATED WSC BERIA SYSTEM,Houston ,222,No,0.1
TX-1130035,TX,1130035,CONSOLIDATED WSC GOLDEN ACRES SYST,Houston ,1422,No,0.1
TX-1130036,TX,1130036,CONSOLIDATED WSC PERCILLA SYSTEM,Houston ,251,No,0.4
TX-1130037,TX,1130037,CONSOLIDATED WSC WELDON SYSTEM,Houston ,865,No,0.3
TX-1130038,TX,1130038,CONSOLIDATED WSC 287 SOUTH,Houston ,443,Yes,0.7
TX-1130039,TX,1130039,THE CONSOLIDATED WSC FM 2712,Houston ,149,Yes,0.7
TX-1140001,TX,1140001,CITY OF BIG SPRING,Howard ,26392,No,0.04
TX-1140002,TX,1140002,CITY OF COAHOMA,Howard ,1258,No,0.04
TX-1140011,TX,1140011,FORSAN,Howard ,232,Yes,1
TX-1140030,TX,1140030,HOWARD CO WCID NO 1,Howard ,0,No,0.04
TX-1140031,TX,1140031,HILLSIDE MOBILE HOME PARK,Howard ,19,No,0.5
TX-1140032,TX,1140032,SID RICHARDSON CARBON CO,Howard ,73,Yes,2.3
TX-1150001,TX,1150001,DELL CITY,Hudspeth ,392,Yes,0.9
TX-1150005,TX,1150005,FT HANCOCK WCID,Hudspeth ,1741,Yes,2.1
TX-1150007,TX,1150007,HUDSPETH CO WCID 1,Hudspeth ,745,Yes,2.5
TX-1150010,TX,1150010,ESPERANZA WATER SERVICE CO INC,Hudspeth ,685,Yes,2.2
TX-1150011,TX,1150011,TRAVELING TIGER CENTER,Hudspeth ,48,Yes,2.2
TX-1150014,TX,1150014,CERRO ALTO WATER SYSTEM,Hudspeth ,73,Yes,1.4
TX-1160001,TX,1160001,CITY OF CADDO MILLS,Hunt ,1428,Yes,0.7
TX-1160002,TX,1160002,CELESTE,Hunt ,844,Yes,1.7
TX-1160003,TX,1160003,COMMERCE CITY OF,Hunt ,7971,No,0.5
TX-1160004,TX,1160004,CITY OF GREENVILLE,Hunt ,25925,Yes,0.7
TX-1160005,TX,1160005,WOLFE CITY CITY OF,Hunt ,1939,No,0.3
TX-1160006,TX,1160006,LONE OAK,Hunt ,578,No,0.2
TX-1160007,TX,1160007,QUINLAN,Hunt ,2368,No,0.2
TX-1160008,TX,1160008,TEXAS A&ampM UNIVERSITY - COMMERCE,Hunt ,4208,No,0.5
TX-1160011,TX,1160011,ROCKWALL EAST MINI-RANCH,Hunt ,113,No,0.2
TX-1160012,TX,1160012,WEST TAWAKONI CITY OF,Hunt ,3065,No,0.1
TX-1160015,TX,1160015,BHP WSC,Hunt ,4302,Yes,0.7
TX-1160017,TX,1160017,CAMPBELL WATER SUPPLY CORPORATION,Hunt ,1460,No,0.37
TX-1160018,TX,1160018,CASH SPECIAL UTILITY DISTRICT,Hunt ,21177,No,0.2
TX-1160028,TX,1160028,HOLIDAY ESTATES,Hunt ,209,Yes,0.7
TX-1160029,TX,1160029,CADDO BASIN SUD,Hunt ,11310,Yes,0.7
TX-1160031,TX,1160031,JACOBIA WATER SUPPLY CORPORATION,Hunt ,940,Yes,0.7
TX-1160034,TX,1160034,MALOY WATER SUPPLY CORPORATION,Hunt ,566,No,0.5
TX-1160039,TX,1160039,NORTH HUNT WSC,Hunt ,4069,No,0.5
TX-1160042,TX,1160042,SHADY GROVE WATER SUPPLY CORP,Hunt ,1329,Yes,0.7
TX-1160052,TX,1160052,COMBINED WATER SUPPLY CORP,Hunt ,7705,No,0.18
TX-1160062,TX,1160062,HICKORY CREEK WSC,Hunt ,3755,Yes,1.19
TX-1160063,TX,1160063,QUINLAN NORTH SUBDIVISION,Hunt ,197,Yes,2.8
TX-1160064,TX,1160064,QUINLAN SOUTH SUBDIVISION,Hunt ,116,Yes,1.04
TX-1160066,TX,1160066,BARROW SUBDIVISION,Hunt ,264,Yes,1.5
TX-1160067,TX,1160067,CRAZY HORSE SUBDIVISION,Hunt ,496,No,0.1
TX-1160069,TX,1160069,LITTLE CREEK ACRES,Hunt ,75,Yes,0.7
TX-1160079,TX,1160079,OAK RIDGE ESTATES,Hunt ,55,Yes,0.8
TX-1160081,TX,1160081,WHISPERING OAKS CO-OP,Hunt ,102,No,0.1
TX-1160084,TX,1160084,COASTAL ACRES,Hunt ,35,No,0
TX-1160087,TX,1160087,M G M ESTATES,Hunt ,116,No,0
TX-1160089,TX,1160089,CADDO MESA WSC,Hunt ,81,Yes,1.7
TX-1160091,TX,1160091,4-R RANCH WATER NO 2,Hunt ,207,Yes,0.88
TX-1160093,TX,1160093,COUNTRY WOOD ESTATES,Hunt ,371,No,0.4
TX-1160097,TX,1160097,WEST OAK PHOENIX CORPORATION,Hunt ,26,No,0.1
TX-1170001,TX,1170001,BORGER MWS,Hutchinson ,12445,Yes,1.7
TX-1170002,TX,1170002,HI TEXAS WATER CORPORATION,Hutchinson ,3337,No,0.4
TX-1170003,TX,1170003,STINNETT MWS,Hutchinson ,1820,Yes,1.7
TX-1170004,TX,1170004,FRITCH MUNICIPAL WATER SUPPLY,Hutchinson ,6385,No,0.4
TX-1170005,TX,1170005,PHILLIPS PET-PANTEX WS,Hutchinson ,1451,Yes,1.5
TX-1170007,TX,1170007,PANHANDLE UTILITY COMPANY,Hutchinson ,97,Yes,1.2
TX-1170012,TX,1170012,TRI CITY WC,Hutchinson ,2031,Yes,1.7
TX-1170018,TX,1170018,SANFORD MUNICIPAL WATER SYSTEM,Hutchinson ,158,Yes,1.7
TX-1170020,TX,1170020,SPRING CREEK SCHOOL,Hutchinson ,116,Yes,0.7
TX-1170022,TX,1170022,CAL FARLEY'S FAMILY PROGRAM,Hutchinson ,77,Yes,0.7
TX-1180001,TX,1180001,BARNHART WSC,Irion ,145,Yes,1.3
TX-1180002,TX,1180002,MERTZON,Irion ,677,Yes,0.9
TX-1180004,TX,1180004,TOM THORP MOBILE HOME PARK,Irion ,32,No,0.5
TX-1190001,TX,1190001,CITY OF BRYSON,Jack ,522,No,0.2
TX-1190002,TX,1190002,JACKSBORO CITY OF,Jack ,4305,No,0.3
TX-1190005,TX,1190005,PERRIN WW,Jack ,348,Yes,0.7
TX-1190007,TX,1190007,PERRIN WHITT ISD,Jack ,377,Yes,0.6
TX-1190008,TX,1190008,MITCHELL RV PARK,Jack ,48,No,0.38
TX-1190009,TX,1190009,JACK COUNTY GENERATING FACILITY,Jack ,29,No,0.3
TX-1200001,TX,1200001,EDNA,Jackson ,5707,Yes,0.9
TX-1200002,TX,1200002,GANADO,Jackson ,1935,Yes,0.58
TX-1200003,TX,1200003,JACKSON COUNTY WCID NO 1,Jackson ,677,Yes,0.7
TX-1200004,TX,1200004,JACKSON COUNTY WCID NO 2,Jackson ,339,Yes,1.9
TX-1200008,TX,1200008,LA SALLE LANDING WATER SYSTEM,Jackson ,107,Yes,1.2
TX-1200013,TX,1200013,LA WARD CITY OF,Jackson ,145,No,0.4
TX-1200022,TX,1200022,CAPE CARANCAHUA WATER SUPPLY CORP,Jackson ,1172,Yes,1.5
TX-1200023,TX,1200023,BRECKENRIDGE PLANTATION CAMPGROUND,Jackson ,34,No,0.78
TX-1200026,TX,1200026,TPWD LAKE TEXANA STATE PARK,Jackson ,409,Yes,0.7
TX-1200031,TX,1200031,INTEPLAST GROUP,Jackson ,1451,Yes,0.6
TX-1200032,TX,1200032,LNRA O & M COMPLEX,Jackson ,45,Yes,0.7
TX-1200034,TX,1200034,JAMES FOOD MART,Jackson ,290,Yes,1.4
TX-1210001,TX,1210001,CITY OF JASPER,Jasper ,11439,Yes,0.7
TX-1210002,TX,1210002,KIRBYVILLE,Jasper ,2646,No,0.2
TX-1210003,TX,1210003,JASPER COUNTY WCID #1,Jasper ,2981,Yes,0.7
TX-1210004,TX,1210004,HOLLY HUFF WATER SUPPLY CORP,Jasper ,626,No,0.2
TX-1210007,TX,1210007,WESTWOOD WATER SUPPLY CORPORATION,Jasper ,416,No,0.1
TX-1210011,TX,1210011,EVADALE WATER SYSTEM,Jasper ,732,No,0.2
TX-1210012,TX,1210012,FOREST HILLS WATER SYSTEM,Jasper ,509,No,0.32
TX-1210013,TX,1210013,HARRISBURG WATER SUPPLY CORP,Jasper ,93,No,0.2
TX-1210014,TX,1210014,RAYBURN VILLAGE UTIL CO,Jasper ,2584,Yes,0.58
TX-1210015,TX,1210015,RURAL WATER SUPPLY CORPORATION,Jasper ,1301,No,0.2
TX-1210016,TX,1210016,SOUTH KIRBYVILLE WATER SUPPLY CORP,Jasper ,1117,No,0.1
TX-1210017,TX,1210017,LAKELAN WATER SUPPLY,Jasper ,496,No,0
TX-1210019,TX,1210019,COUGAR COUNTRY WATER SYSTEM,Jasper ,320,No,0.1
TX-1210020,TX,1210020,HOLMWOOD ANGELINA NECHES RVR AUTH,Jasper ,519,No,0.1
TX-1210040,TX,1210040,USCOE SANDY CREEK PARK 1,Jasper ,226,No,0.1
TX-1210048,TX,1210048,BROWNDELL CITY OF,Jasper ,287,No,0.3
TX-1210049,TX,1210049,MULBERRY WATER SYSTEM,Jasper ,98,No,0.1
TX-1210050,TX,1210050,WESTVACO TEXAS EVADALE MILL,Jasper ,811,No,0.3
TX-1210054,TX,1210054,TPWD MARTIN DIES STATE PARK HEN HO,Jasper ,547,No,0.2
TX-1210055,TX,1210055,TPWD MARTIN DIES STATE PARK WALNUT,Jasper ,322,No,0.4
TX-1210056,TX,1210056,EVADALE ISD,Jasper ,0,No,0.25
TX-1210059,TX,1210059,PINE TERRACE WATER SYSTEM,Jasper ,75,No,0
TX-1210060,TX,1210060,UPPER JASPER COUNTY WTR AUTH #1,Jasper ,3120,No,0.28
TX-1210061,TX,1210061,BUCK SPRINGS BOTTLED WATER CO,Jasper ,24,No,0.1
TX-1210062,TX,1210062,LEOFFLER SPRINGS,Jasper ,24,No,0.1
TX-1210063,TX,1210063,SOUTH JASPER WSC,Jasper ,2202,No,0.5
TX-1210064,TX,1210064,UPPER JASPER COUNTY WTR AUTH #2,Jasper ,1087,No,0.1
TX-1220001,TX,1220001,FORT DAVIS WSC,Jeff Davis ,1619,Yes,2.4
TX-1220002,TX,1220002,VALENTINE,Jeff Davis ,184,Yes,1.1
TX-1220003,TX,1220003,UT MCDONALD OBSERVATORY,Jeff Davis ,158,Yes,1.7
TX-1220004,TX,1220004,TPWD DAVIS MOUNTAIN STATE PARK - C,Jeff Davis ,48,Yes,2.2
TX-1220005,TX,1220005,PRUDE RANCH,Jeff Davis ,97,Yes,1.7
TX-1220009,TX,1220009,HIGH FRONTIER INCORPORATED,Jeff Davis ,135,Yes,1.2
TX-1220010,TX,1220010,TPWD SKYLINE DRIVE,Jeff Davis ,48,Yes,2.2
TX-1220011,TX,1220011,CHIHUAHUAN DESERT RESEARCH INST,Jeff Davis ,37,Yes,2.4
TX-1220014,TX,1220014,CAMP MITRE PEAK,Jeff Davis ,48,Yes,2.3
TX-1220015,TX,1220015,FORT DAVIS ESTATES,Jeff Davis ,97,Yes,3.2
TX-1230001,TX,1230001,CITY OF BEAUMONT,Jefferson ,114274,Yes,0.7
TX-1230003,TX,1230003,JEFFERSON COUNTY WCID NO 10,Jefferson ,5389,No,0.1
TX-1230004,TX,1230004,MEEKER MUNICIPAL WATER DISTRICT,Jefferson ,2771,Yes,0.73
TX-1230006,TX,1230006,NEDERLAND,Jefferson ,16972,No,0.1
TX-1230009,TX,1230009,CITY OF PORT ARTHUR,Jefferson ,41400,Yes,0.7
TX-1230010,TX,1230010,CITY OF PORT NECHES,Jefferson ,12614,No,0.1
TX-1230012,TX,1230012,GROVES,Jefferson ,15446,No,0.1
TX-1230020,TX,1230020,CARDINAL MEADOWS IMPROVEMENT DIST,Jefferson ,149,Yes,0.7
TX-1230021,TX,1230021,WEST JEFFERSON COUNTY MWD,Jefferson ,9450,No,0.1
TX-1230025,TX,1230025,HAMPSHIRE COMMUNITY WSC,Jefferson ,200,No,0.5
TX-1230037,TX,1230037,COUNTRY SIDE ESTATES,Jefferson ,1138,No,0.1
TX-1230038,TX,1230038,CHINA,Jefferson ,1437,Yes,0.6
TX-1230039,TX,1230039,NOME CITY OF,Jefferson ,728,No,0.1
TX-1230048,TX,1230048,TOTAL PETRO CHEMICALS USA PORT ART,Jefferson ,435,Yes,1.5
TX-1230049,TX,1230049,BEVIL OAKS MUNICIPAL UTILITY DIST,Jefferson ,1592,Yes,0.8
TX-1230066,TX,1230066,LUCITE BEAUMONT SITE,Jefferson ,1451,No,0.1
TX-1230072,TX,1230072,HAMSHIRE FANNETT ISD,Jefferson ,658,No,0.38
TX-1230074,TX,1230074,MOORE WATER SYSTEM,Jefferson ,107,No,0
TX-1230082,TX,1230082,VEOLIA PORT ARTHUR FACILITY,Jefferson ,193,No,0.1
TX-1230083,TX,1230083,SUNCHASE SUBDIVISION,Jefferson ,101,No,0.4
TX-1230086,TX,1230086,NORTHWEST MUD,Jefferson ,595,Yes,0.7
TX-1240001,TX,1240001,JIM HOGG CO WCID 2,Jim Hogg ,5127,Yes,1.89
TX-1250001,TX,1250001,CITY OF ALICE,Jim Wells ,18331,Yes,0.7
TX-1250002,TX,1250002,ORANGE GROVE,Jim Wells ,1994,Yes,0.8
TX-1250003,TX,1250003,PREMONT,Jim Wells ,2841,Yes,0.8
TX-1250005,TX,1250005,PALITO BLANCO ELEMENTARY SCHOOL,Jim Wells ,133,Yes,1.2
TX-1250007,TX,1250007,DEL NORTE TRAILER PARK,Jim Wells ,31,No,0
TX-1250013,TX,1250013,LA GLORIA ISD,Jim Wells ,135,Yes,0.8
TX-1250017,TX,1250017,PAISANO MOBILE HOME PARK,Jim Wells ,197,No,0.5
TX-1250019,TX,1250019,ALICE COUNTRY CLUB,Jim Wells ,145,Yes,1.3
TX-1250029,TX,1250029,ORANGE GROVE NAVY AUX LANDING FLD,Jim Wells ,35,Yes,1.3
TX-1250030,TX,1250030,JIM WELLS COUNTY FWSD NO 1,Jim Wells ,1997,Yes,0.7
