data_id,table_2019_benchmark,table_actual,base_population,ages,ages_min,indicator_specific,indicator_abbr,indicator_short,tooth_location,dentition_set,category,subcategory,years,statistic,estimate_value,estimate_SE,lower_CI,upper_CI
10095,t24,t24,ages 12-19,12-19,12,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,1.6,0.06,1.4824,1.7176
10096,t23,t23,ages 12-19,12-19,12,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,5.1,0.22,4.6688,5.5312
10097,t14,t14,ages 12-19,12-19,12,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,percent,65.2,0.96,63.3184,67.0816
10098,t22,t22,ages 12-19,12-19,12,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,percent,29.8,1.86,26.1544,33.4456
10099,t15,t15,ages 12-19,12-19,12,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,percent,26.9,1.52,23.9208,29.8792
10100,t17,t17,ages 12-19,12-19,12,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,28.6,1.68,25.3072,31.8928
10101,t17,t17,ages 12-19,12-19,12,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,1999 - 2004,mean,68.5,1.76,65.0504,71.9496
10102,t16,t16,ages 12-19,12-19,12,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,0.5,0.07,0.3628,0.6372
10103,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth",DMFT,# DMFT anteriors of those with DMFT,anteriors,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,0.2,0.02,0.1608,0.2392
10104,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth",DMFT,# DMFT first molars of those with DMFT,first molars,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,2.1,0.06,1.9824,2.2176
10105,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth",DMFT,# DMFT any molars of those with DMFT,any molars,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,3.3,0.1,3.104,3.496
10106,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth",DMFT,# DMFT premolars of those with DMFT ,premolars,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,0.5,0.04,0.4216,0.5784
10107,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled secondary molars of those with decayed, filled, or missing teeth",DMFT,# DMFT secondary molars of those with DMFT,secondary molars,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,1.2,0.05,1.102,1.298
10108,t16,t16,ages 12-19,12-19,12,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,4,0.13,3.7452,4.2548
10109,t16,t16,ages 12-19,12-19,12,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,3.4,0.12,3.1648,3.6352
10110,t16,t16,ages 12-19,12-19,12,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,0.1,0.01,0.0804,0.1196
10111,t24,t24,ages 12-19,12-19,12,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,2.6,0.06,2.4824,2.7176
10112,t24,t24,ages 12-19,12-19,12,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,0.7,0.07,0.5628,0.8372
10113,t24,t24,ages 12-19,12-19,12,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,1.7,0.07,1.5628,1.8372
10114,t23,t23,ages 12-19,12-19,12,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,5.1,0.15,4.806,5.394
10115,t14,t14,ages 12-19,12-19,12,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,percent,54.2,1.49,51.2796,57.1204
10116,t22,t22,ages 12-19,12-19,12,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,percent,45.4,1.84,41.7936,49.0064
10117,t17,t17,ages 12-19,12-19,12,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,15.1,1.54,12.0816,18.1184
10118,t17,t17,ages 12-19,12-19,12,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,mean,83.5,1.66,80.2464,86.7536
10119,t15,t15,ages 12-19,12-19,12,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,1999 - 2004,percent,12.9,1.33,10.2932,15.5068
10120,t16,t16,ages 12-19,12-19,12,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,0.9,0.05,0.802,0.998
10121,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth",DMFT,# DMFT anteriors of those with DMFT,anteriors,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,0.2,0.04,0.1216,0.2784
10139,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth",DMFT,# DMFT anteriors of those with DMFT,anteriors,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,0.1,0.04,0.0216,0.1784
10127,t16,t16,ages 12-19,12-19,12,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,3.6,0.11,3.3844,3.8156
10128,t16,t16,ages 12-19,12-19,12,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,0.1,0.02,0.0608,0.1392
10129,t24,t24,ages 12-19,12-19,12,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,2.5,0.09,2.3236,2.6764
10130,t24,t24,ages 12-19,12-19,12,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,1.7,0.14,1.4256,1.9744
10131,t24,t24,ages 12-19,12-19,12,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,2.1,0.1,1.904,2.296
10132,t23,t23,ages 12-19,12-19,12,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,6.2,0.23,5.7492,6.6508
10133,t14,t14,ages 12-19,12-19,12,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,percent,65,1.38,62.2952,67.7048
10134,t22,t22,ages 12-19,12-19,12,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,percent,45.6,1.8,42.072,49.128
10135,t15,t15,ages 12-19,12-19,12,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,percent,21.6,1.19,19.2676,23.9324
10136,t17,t17,ages 12-19,12-19,12,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,22.1,1.24,19.6696,24.5304
10137,t17,t17,ages 12-19,12-19,12,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,75.4,1.22,73.0088,77.7912
10138,t16,t16,ages 12-19,12-19,12,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,0.5,0.08,0.3432,0.6568
10123,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth",DMFT,# DMFT any molars of those with DMFT,any molars,permanent teeth,poverty status (2 levels),< 200% FPL,2011 - 2016,mean,3.6,0.08,3.4432,3.7568
10141,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth",DMFT,# DMFT any molars of those with DMFT,any molars,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,3.3,0.16,2.9864,3.6136
10145,t16,t16,ages 12-19,12-19,12,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,3.4,0.18,3.0472,3.7528
10146,t16,t16,ages 12-19,12-19,12,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,0.1,0.02,0.0608,0.1392
10147,t24,t24,ages 12-19,12-19,12,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,2.9,0.07,2.7628,3.0372
10148,t24,t24,ages 12-19,12-19,12,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,1,0.16,0.6864,1.3136
10149,t24,t24,ages 12-19,12-19,12,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,2.1,0.11,1.8844,2.3156
10150,t23,t23,ages 12-19,12-19,12,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,5.9,0.26,5.3904,6.4096
10151,t14,t14,ages 12-19,12-19,12,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,percent,48.7,1.72,45.3288,52.0712
10152,t22,t22,ages 12-19,12-19,12,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,percent,51.1,2.35,46.494,55.706
10153,t17,t17,ages 12-19,12-19,12,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,14.9,1.87,11.2348,18.5652
10154,t17,t17,ages 12-19,12-19,12,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,mean,82.3,1.99,78.3996,86.2004
10155,t15,t15,ages 12-19,12-19,12,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,poverty status (2 levels),≥ 200% FPL,2011 - 2016,percent,11.1,1.3,8.552,13.648
10156,t24,t32,ages 12-19,12-19,12,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,poverty status (3 levels),< 100% FPL,1988 - 1994,mean,1.83,0.18,1.4772,2.1828
10157,t24,t32,ages 12-19,12-19,12,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,poverty status (3 levels),< 100% FPL,1988 - 1994,mean,,,,
10158,t24,t32,ages 12-19,12-19,12,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,poverty status (3 levels),< 100% FPL,1988 - 1994,mean,1.72,0.2,1.328,2.112
10159,t23,t31,ages 12-19,12-19,12,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,poverty status (3 levels),< 100% FPL,1988 - 1994,mean,4.65,0.67,3.3368,5.9632
10160,t22,t30,ages 12-19,12-19,12,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,poverty status (3 levels),< 100% FPL,1988 - 1994,percent,11.5,1.59,8.3836,14.6164
10161,t15,t26,ages 12-19,12-19,12,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,poverty status (3 levels),< 100% FPL,1988 - 1994,percent,33.9,2.61,28.7844,39.0156
10162,t24,t32,ages 12-19,12-19,12,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,poverty status (3 levels),≥ 200% FPL,1988 - 1994,mean,2.22,0.13,1.9652,2.4748
10163,t24,t32,ages 12-19,12-19,12,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,poverty status (3 levels),≥ 200% FPL,1988 - 1994,mean,1.47,0.31,0.8624,2.0776
10164,t24,t32,ages 12-19,12-19,12,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,poverty status (3 levels),≥ 200% FPL,1988 - 1994,mean,2.02,0.14,1.7456,2.2944
10165,t23,t31,ages 12-19,12-19,12,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,1988 - 1994,mean,5.66,0.38,4.9152,6.4048
10166,t22,t30,ages 12-19,12-19,12,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,1988 - 1994,percent,25.74,2.4,21.036,30.444
10167,t15,t26,ages 12-19,12-19,12,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,1988 - 1994,percent,12.48,1.32,9.8928,15.0672
10168,t24,t32,ages 12-19,12-19,12,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1988 - 1994,mean,2.52,0.11,2.3044,2.7356
10169,t24,t32,ages 12-19,12-19,12,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1988 - 1994,mean,,,,
10170,t24,t32,ages 12-19,12-19,12,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1988 - 1994,mean,1.69,0.13,1.4352,1.9448
10171,t23,t31,ages 12-19,12-19,12,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1988 - 1994,mean,4.89,0.32,4.2628,5.5172
10172,t22,t30,ages 12-19,12-19,12,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1988 - 1994,percent,8.03,1.76,4.5804,11.4796
10173,t15,t26,ages 12-19,12-19,12,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1988 - 1994,percent,26.46,3.43,19.7372,33.1828
10174,t16,t16,ages 12-19,12-19,12,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,mean,1,0.1,0.804,1.196
10175,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth",DMFT,# DMFT anteriors of those with DMFT,anteriors,permanent teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,mean,0.2,0.03,0.1412,0.2588
10176,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth",DMFT,# DMFT first molars of those with DMFT,first molars,permanent teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,mean,2.3,0.06,2.1824,2.4176
10177,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth",DMFT,# DMFT any molars of those with DMFT,any molars,permanent teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,mean,3.5,0.08,3.3432,3.6568
10178,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth",DMFT,# DMFT premolars of those with DMFT ,premolars,permanent teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,mean,0.6,0.1,0.404,0.796
10179,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled secondary molars of those with decayed, filled, or missing teeth",DMFT,# DMFT secondary molars of those with DMFT,secondary molars,permanent teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,mean,1.1,0.04,1.0216,1.1784
10180,t16,t16,ages 12-19,12-19,12,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,mean,4.3,0.17,3.9668,4.6332
10181,t16,t16,ages 12-19,12-19,12,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,mean,3.2,0.21,2.7884,3.6116
10182,t16,t16,ages 12-19,12-19,12,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,mean,0.1,0.02,0.0608,0.1392
10183,t24,t24,ages 12-19,12-19,12,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,mean,2.3,0.12,2.0648,2.5352
10184,t24,t24,ages 12-19,12-19,12,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,mean,1.2,0.16,0.8864,1.5136
10185,t24,t24,ages 12-19,12-19,12,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,mean,1.5,0.1,1.304,1.696
10186,t23,t23,ages 12-19,12-19,12,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,mean,5,0.23,4.5492,5.4508
10187,t14,t14,ages 12-19,12-19,12,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,percent,65.8,1.38,63.0952,68.5048
10188,t22,t22,ages 12-19,12-19,12,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,percent,28.8,2.37,24.1548,33.4452
10189,t15,t15,ages 12-19,12-19,12,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,percent,27.2,1.99,23.2996,31.1004
10190,t17,t17,ages 12-19,12-19,12,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,mean,29.8,2.18,25.5272,34.0728
10191,t17,t17,ages 12-19,12-19,12,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),< 100% FPL,1999 - 2004,mean,67.4,2.18,63.1272,71.6728
10192,t16,t16,ages 12-19,12-19,12,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,mean,0.5,0.07,0.3628,0.6372
10193,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth",DMFT,# DMFT anteriors of those with DMFT,anteriors,permanent teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,mean,0.2,0.02,0.1608,0.2392
10194,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth",DMFT,# DMFT first molars of those with DMFT,first molars,permanent teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,mean,2.1,0.06,1.9824,2.2176
10195,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth",DMFT,# DMFT any molars of those with DMFT,any molars,permanent teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,mean,3.3,0.1,3.104,3.496
10196,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth",DMFT,# DMFT premolars of those with DMFT ,premolars,permanent teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,mean,0.5,0.04,0.4216,0.5784
10197,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled secondary molars of those with decayed, filled, or missing teeth",DMFT,# DMFT secondary molars of those with DMFT,secondary molars,permanent teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,mean,1.2,0.05,1.102,1.298
10198,t16,t16,ages 12-19,12-19,12,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,mean,4,0.13,3.7452,4.2548
10199,t16,t16,ages 12-19,12-19,12,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,mean,3.4,0.12,3.1648,3.6352
10200,t16,t16,ages 12-19,12-19,12,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,mean,0.1,0.01,0.0804,0.1196
10201,t24,t24,ages 12-19,12-19,12,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,mean,2.6,0.06,2.4824,2.7176
10202,t24,t24,ages 12-19,12-19,12,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,mean,0.7,0.07,0.5628,0.8372
10203,t24,t24,ages 12-19,12-19,12,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,mean,1.7,0.07,1.5628,1.8372
10204,t23,t23,ages 12-19,12-19,12,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,mean,5.1,0.15,4.806,5.394
10205,t14,t14,ages 12-19,12-19,12,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,percent,54.2,1.49,51.2796,57.1204
10206,t22,t22,ages 12-19,12-19,12,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,percent,45.4,1.84,41.7936,49.0064
10207,t17,t17,ages 12-19,12-19,12,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,mean,15.1,1.54,12.0816,18.1184
10208,t17,t17,ages 12-19,12-19,12,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,mean,83.5,1.66,80.2464,86.7536
10209,t15,t15,ages 12-19,12-19,12,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,1999 - 2004,percent,12.9,1.33,10.2932,15.5068
10210,t16,t16,ages 12-19,12-19,12,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,mean,1.1,0.13,0.8452,1.3548
10211,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth",DMFT,# DMFT anteriors of those with DMFT,anteriors,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,mean,0.3,0.05,0.202,0.398
10212,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth",DMFT,# DMFT first molars of those with DMFT,first molars,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,mean,2.4,0.05,2.302,2.498
10213,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth",DMFT,# DMFT any molars of those with DMFT,any molars,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,mean,3.5,0.1,3.304,3.696
10214,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth",DMFT,# DMFT premolars of those with DMFT ,premolars,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,mean,0.5,0.05,0.402,0.598
10215,t18,t18,ages 12-19,12-19,12,"mean number of decayed, missing, or filled secondary molars of those with decayed, filled, or missing teeth",DMFT,# DMFT secondary molars of those with DMFT,secondary molars,permanent teeth,poverty status (3 levels),100% -- 199% FPL,1999 - 2004,mean,1.1,0.07,0.9628,1.2372
