"data_id","table_2019_benchmark","table_actual","base_population","ages","ages_min","indicator_specific","indicator_abbr","indicator_short","tooth_location","dentition_set","category","subcategory","years","statistic","confidence_level","confidence_value","order"
11720,"t32","t32","ages 65+","65+",65,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth","DT","% DT/DMFT if have DMFT","any teeth","permanent teeth","cigarette smoking history","current smoker","2011 - 2016","mean","upper_CI",85.4796,95382
11721,"t32","t32","ages 65+","65+",65,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth","FT","% FT/DMFT if have DMFT","any teeth","permanent teeth","cigarette smoking history","current smoker","2011 - 2016","mean","lower_CI",14.5204,4619
11721,"t32","t32","ages 65+","65+",65,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth","FT","% FT/DMFT if have DMFT","any teeth","permanent teeth","cigarette smoking history","current smoker","2011 - 2016","mean","upper_CI",28.2796,95380
11722,"t35","t35","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","cigarette smoking history","current smoker","2011 - 2016","percent","lower_CI",36.6848,4621
11722,"t35","t35","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","cigarette smoking history","current smoker","2011 - 2016","percent","upper_CI",48.9152,95378
11723,"t36","t36","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","cigarette smoking history","current smoker","2011 - 2016","mean","lower_CI",14.33,4623
11723,"t36","t36","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","cigarette smoking history","current smoker","2011 - 2016","mean","upper_CI",17.27,95376
11724,"t29","t29","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","cigarette smoking history","current smoker","2011 - 2016","percent","lower_CI",84.5864,4625
11724,"t29","t29","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","cigarette smoking history","current smoker","2011 - 2016","percent","upper_CI",95.0136,95374
11725,"t30","t30","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","cigarette smoking history","current smoker","2011 - 2016","percent","lower_CI",23.904,4627
11725,"t30","t30","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","cigarette smoking history","current smoker","2011 - 2016","percent","upper_CI",43.896,95372
11726,"t31","t31","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","cigarette smoking history","former smoker","2011 - 2016","mean","lower_CI",9.4904,4629
11726,"t31","t31","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","cigarette smoking history","former smoker","2011 - 2016","mean","upper_CI",10.5096,95370
11727,"t31","t31","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","cigarette smoking history","former smoker","2011 - 2016","mean","lower_CI",0.2216,4631
11727,"t31","t31","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","cigarette smoking history","former smoker","2011 - 2016","mean","upper_CI",0.3784,95368
11728,"t31","t31","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","cigarette smoking history","former smoker","2011 - 2016","mean","lower_CI",16.7296,4633
11728,"t31","t31","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","cigarette smoking history","former smoker","2011 - 2016","mean","upper_CI",17.6704,95366
11729,"t31","t31","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","cigarette smoking history","former smoker","2011 - 2016","mean","lower_CI",9.1708,4635
11729,"t31","t31","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","cigarette smoking history","former smoker","2011 - 2016","mean","upper_CI",10.2292,95364
11730,"t31","t31","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","cigarette smoking history","former smoker","2011 - 2016","mean","lower_CI",6.612,4637
11730,"t31","t31","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","cigarette smoking history","former smoker","2011 - 2016","mean","upper_CI",7.788,95362
11731,"t32","t32","ages 65+","65+",65,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth","DT","% DT/DMFT if have DMFT","any teeth","permanent teeth","cigarette smoking history","former smoker","2011 - 2016","mean","lower_CI",91.9124,4639
11731,"t32","t32","ages 65+","65+",65,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth","DT","% DT/DMFT if have DMFT","any teeth","permanent teeth","cigarette smoking history","former smoker","2011 - 2016","mean","upper_CI",95.0876,95360
11732,"t32","t32","ages 65+","65+",65,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth","FT","% FT/DMFT if have DMFT","any teeth","permanent teeth","cigarette smoking history","former smoker","2011 - 2016","mean","lower_CI",4.9124,4641
11732,"t32","t32","ages 65+","65+",65,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth","FT","% FT/DMFT if have DMFT","any teeth","permanent teeth","cigarette smoking history","former smoker","2011 - 2016","mean","upper_CI",8.0876,95358
11733,"t35","t35","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","cigarette smoking history","former smoker","2011 - 2016","percent","lower_CI",15.9324,4643
11733,"t35","t35","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","cigarette smoking history","former smoker","2011 - 2016","percent","upper_CI",21.0676,95356
11734,"t36","t36","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","cigarette smoking history","former smoker","2011 - 2016","mean","lower_CI",19.5728,4645
11734,"t36","t36","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","cigarette smoking history","former smoker","2011 - 2016","mean","upper_CI",20.8272,95354
11735,"t29","t29","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","cigarette smoking history","former smoker","2011 - 2016","percent","lower_CI",94.6516,4647
11735,"t29","t29","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","cigarette smoking history","former smoker","2011 - 2016","percent","upper_CI",97.7484,95352
11736,"t30","t30","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","cigarette smoking history","former smoker","2011 - 2016","percent","lower_CI",12.0268,4649
11736,"t30","t30","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","cigarette smoking history","former smoker","2011 - 2016","percent","upper_CI",18.5732,95350
11737,"t31","t31","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","cigarette smoking history","never smoked","2011 - 2016","mean","lower_CI",9.8904,4651
11737,"t31","t31","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","cigarette smoking history","never smoked","2011 - 2016","mean","upper_CI",10.9096,95348
11738,"t31","t31","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","cigarette smoking history","never smoked","2011 - 2016","mean","lower_CI",0.2412,4653
11738,"t31","t31","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","cigarette smoking history","never smoked","2011 - 2016","mean","upper_CI",0.3588,95346
11739,"t31","t31","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","cigarette smoking history","never smoked","2011 - 2016","mean","lower_CI",15.7276,4655
11739,"t31","t31","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","cigarette smoking history","never smoked","2011 - 2016","mean","upper_CI",16.4724,95344
11740,"t31","t31","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","cigarette smoking history","never smoked","2011 - 2016","mean","lower_CI",9.5708,4657
11740,"t31","t31","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","cigarette smoking history","never smoked","2011 - 2016","mean","upper_CI",10.6292,95342
11741,"t31","t31","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","cigarette smoking history","never smoked","2011 - 2016","mean","lower_CI",5.1904,4659
11741,"t31","t31","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","cigarette smoking history","never smoked","2011 - 2016","mean","upper_CI",6.2096,95340
11742,"t32","t32","ages 65+","65+",65,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth","DT","% DT/DMFT if have DMFT","any teeth","permanent teeth","cigarette smoking history","never smoked","2011 - 2016","mean","lower_CI",93.422,4661
11742,"t32","t32","ages 65+","65+",65,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth","DT","% DT/DMFT if have DMFT","any teeth","permanent teeth","cigarette smoking history","never smoked","2011 - 2016","mean","upper_CI",95.578,95338
11743,"t32","t32","ages 65+","65+",65,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth","FT","% FT/DMFT if have DMFT","any teeth","permanent teeth","cigarette smoking history","never smoked","2011 - 2016","mean","lower_CI",4.422,4663
11743,"t32","t32","ages 65+","65+",65,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth","FT","% FT/DMFT if have DMFT","any teeth","permanent teeth","cigarette smoking history","never smoked","2011 - 2016","mean","upper_CI",6.578,95336
11744,"t35","t35","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","cigarette smoking history","never smoked","2011 - 2016","percent","lower_CI",9.8656,4665
11744,"t35","t35","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","cigarette smoking history","never smoked","2011 - 2016","percent","upper_CI",14.3344,95334
11745,"t36","t36","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","cigarette smoking history","never smoked","2011 - 2016","mean","lower_CI",21.0904,4667
11745,"t36","t36","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","cigarette smoking history","never smoked","2011 - 2016","mean","upper_CI",22.1096,95332
11746,"t29","t29","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","cigarette smoking history","never smoked","2011 - 2016","percent","lower_CI",95.6828,4669
11746,"t29","t29","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","cigarette smoking history","never smoked","2011 - 2016","percent","upper_CI",97.9172,95330
11747,"t30","t30","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","cigarette smoking history","never smoked","2011 - 2016","percent","lower_CI",11.5148,4671
11747,"t30","t30","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","cigarette smoking history","never smoked","2011 - 2016","percent","upper_CI",16.8852,95328
11808,"t31","t31","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","education","< high school","2011 - 2016","mean","lower_CI",5.5708,4673
11808,"t31","t31","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","education","< high school","2011 - 2016","mean","upper_CI",6.6292,95326
11809,"t31","t31","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","education","< high school","2011 - 2016","mean","lower_CI",0.5432,4675
11809,"t31","t31","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","education","< high school","2011 - 2016","mean","upper_CI",0.8568,95324
11810,"t31","t31","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","education","< high school","2011 - 2016","mean","lower_CI",15.7552,4677
11810,"t31","t31","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","education","< high school","2011 - 2016","mean","upper_CI",17.2448,95322
11811,"t31","t31","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","education","< high school","2011 - 2016","mean","lower_CI",4.8512,4679
11811,"t31","t31","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","education","< high school","2011 - 2016","mean","upper_CI",5.9488,95320
11812,"t31","t31","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","education","< high school","2011 - 2016","mean","lower_CI",9.5748,4681
11812,"t31","t31","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","education","< high school","2011 - 2016","mean","upper_CI",11.0252,95318
11813,"t36","t36","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","education","< high school","2011 - 2016","mean","lower_CI",16.214,4683
11813,"t36","t36","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","education","< high school","2011 - 2016","mean","upper_CI",17.586,95316
11814,"t29","t29","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","education","< high school","2011 - 2016","percent","lower_CI",86.1208,4685
11814,"t29","t29","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","education","< high school","2011 - 2016","percent","upper_CI",92.0792,95314
11815,"t30","t30","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","education","< high school","2011 - 2016","percent","lower_CI",25.3904,4687
11815,"t30","t30","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","education","< high school","2011 - 2016","percent","upper_CI",36.2096,95312
11816,"t32","t32","ages 65+","65+",65,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth","DT","% DT/DMFT if have DMFT","any teeth","permanent teeth","education","< high school","2011 - 2016","mean","lower_CI",76.6308,4689
11816,"t32","t32","ages 65+","65+",65,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth","DT","% DT/DMFT if have DMFT","any teeth","permanent teeth","education","< high school","2011 - 2016","mean","upper_CI",83.5692,95310
11817,"t32","t32","ages 65+","65+",65,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth","FT","% FT/DMFT if have DMFT","any teeth","permanent teeth","education","< high school","2011 - 2016","mean","lower_CI",16.4308,4691
11817,"t32","t32","ages 65+","65+",65,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth","FT","% FT/DMFT if have DMFT","any teeth","permanent teeth","education","< high school","2011 - 2016","mean","upper_CI",23.3692,95308
11818,"t35","t35","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","education","< high school","2011 - 2016","percent","lower_CI",30.6448,4693
11818,"t35","t35","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","education","< high school","2011 - 2016","percent","upper_CI",38.9552,95306
11819,"t31","t31","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","education","> high school","2011 - 2016","mean","lower_CI",11.008,4695
11819,"t31","t31","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","education","> high school","2011 - 2016","mean","upper_CI",11.792,95304
11820,"t31","t31","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","education","> high school","2011 - 2016","mean","lower_CI",0.1412,4697
11820,"t31","t31","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","education","> high school","2011 - 2016","mean","upper_CI",0.2588,95302
11821,"t31","t31","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","education","> high school","2011 - 2016","mean","lower_CI",16.308,4699
11821,"t31","t31","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","education","> high school","2011 - 2016","mean","upper_CI",17.092,95300
11822,"t31","t31","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","education","> high school","2011 - 2016","mean","lower_CI",10.7884,4701
11822,"t31","t31","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","education","> high school","2011 - 2016","mean","upper_CI",11.6116,95298
11823,"t31","t31","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","education","> high school","2011 - 2016","mean","lower_CI",4.7688,4703
11823,"t31","t31","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","education","> high school","2011 - 2016","mean","upper_CI",5.6312,95296
11824,"t36","t36","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","education","> high school","2011 - 2016","mean","lower_CI",21.6492,4705
11824,"t36","t36","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","education","> high school","2011 - 2016","mean","upper_CI",22.5508,95294
11825,"t29","t29","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","education","> high school","2011 - 2016","percent","lower_CI",97.6532,4707
11825,"t29","t29","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","education","> high school","2011 - 2016","percent","upper_CI",98.9468,95292
11826,"t30","t30","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","education","> high school","2011 - 2016","percent","lower_CI",9.054,4709
11826,"t30","t30","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","education","> high school","2011 - 2016","percent","upper_CI",14.346,95290
11827,"t32","t32","ages 65+","65+",65,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth","DT","% DT/DMFT if have DMFT","any teeth","permanent teeth","education","> high school","2011 - 2016","mean","lower_CI",95.6376,4711
11827,"t32","t32","ages 65+","65+",65,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth","DT","% DT/DMFT if have DMFT","any teeth","permanent teeth","education","> high school","2011 - 2016","mean","upper_CI",97.3624,95288
11828,"t32","t32","ages 65+","65+",65,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth","FT","% FT/DMFT if have DMFT","any teeth","permanent teeth","education","> high school","2011 - 2016","mean","lower_CI",2.6376,4713
11828,"t32","t32","ages 65+","65+",65,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth","FT","% FT/DMFT if have DMFT","any teeth","permanent teeth","education","> high school","2011 - 2016","mean","upper_CI",4.3624,95286
11829,"t35","t35","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","education","> high school","2011 - 2016","percent","lower_CI",7.2224,4715
11829,"t35","t35","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","education","> high school","2011 - 2016","percent","upper_CI",11.3776,95284
11830,"t31","t31","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","education","high school","2011 - 2016","mean","lower_CI",8.116,4717
11830,"t31","t31","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","education","high school","2011 - 2016","mean","upper_CI",9.684,95282
11831,"t31","t31","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","education","high school","2011 - 2016","mean","lower_CI",0.302,4719
11831,"t31","t31","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","education","high school","2011 - 2016","mean","upper_CI",0.498,95280
11832,"t31","t31","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","education","high school","2011 - 2016","mean","lower_CI",16.4728,4721
11832,"t31","t31","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","education","high school","2011 - 2016","mean","upper_CI",17.7272,95278
11833,"t31","t31","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","education","high school","2011 - 2016","mean","lower_CI",7.6964,4723
11833,"t31","t31","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","education","high school","2011 - 2016","mean","upper_CI",9.3036,95276
11834,"t31","t31","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","education","high school","2011 - 2016","mean","lower_CI",7.4336,4725
11834,"t31","t31","ages 65+","65+",65,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","education","high school","2011 - 2016","mean","upper_CI",8.7664,95274
11835,"t32","t32","ages 65+","65+",65,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth","DT","% DT/DMFT if have DMFT","any teeth","permanent teeth","education","high school","2011 - 2016","mean","lower_CI",89.6068,4727
11835,"t32","t32","ages 65+","65+",65,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth","DT","% DT/DMFT if have DMFT","any teeth","permanent teeth","education","high school","2011 - 2016","mean","upper_CI",94.1932,95272
11836,"t32","t32","ages 65+","65+",65,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth","FT","% FT/DMFT if have DMFT","any teeth","permanent teeth","education","high school","2011 - 2016","mean","lower_CI",5.8068,4729
11836,"t32","t32","ages 65+","65+",65,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth","FT","% FT/DMFT if have DMFT","any teeth","permanent teeth","education","high school","2011 - 2016","mean","upper_CI",10.3932,95270
11837,"t35","t35","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","education","high school","2011 - 2016","percent","lower_CI",17.0076,4731
11837,"t35","t35","ages 65+","65+",65,"percentage who have lost all natural teeth","edentulism","prevalence of edentulism",NA,"permanent teeth","education","high school","2011 - 2016","percent","upper_CI",25.5924,95268
11838,"t36","t36","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","education","high school","2011 - 2016","mean","lower_CI",18.5336,4733
11838,"t36","t36","ages 65+","65+",65,"mean number of teeth among adults with teeth","teeth","# teeth if have teeth","any teeth","permanent teeth","education","high school","2011 - 2016","mean","upper_CI",19.8664,95266
11839,"t29","t29","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","education","high school","2011 - 2016","percent","lower_CI",93.1636,4735
11839,"t29","t29","ages 65+","65+",65,"prevalence of dental caries","caries","prevalance of caries","any teeth","permanent teeth","education","high school","2011 - 2016","percent","upper_CI",97.4364,95264
11840,"t30","t30","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","education","high school","2011 - 2016","percent","lower_CI",14.4488,4737
11840,"t30","t30","ages 65+","65+",65,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","permanent teeth","education","high school","2011 - 2016","percent","upper_CI",23.1512,95262
11945,"t31","t31","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","lower_CI",4.8572,4739
11945,"t31","t31","ages 65+","65+",65,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth","DFT","# DFT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","upper_CI",6.5428,95260
11946,"t31","t31","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","lower_CI",0.704,4741
11946,"t31","t31","ages 65+","65+",65,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","upper_CI",1.096,95258
11947,"t31","t31","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","lower_CI",15.6768,4743
11947,"t31","t31","ages 65+","65+",65,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","upper_CI",17.3232,95256
11948,"t31","t31","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","lower_CI",3.918,4745
11948,"t31","t31","ages 65+","65+",65,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","upper_CI",5.682,95254
