"hc_id","year","hc_type","HealthCenterName","HealthCenterState"
"'932",2008,"fqhc","CENTRO DE SALUD FAMILIAR LA FE","TX"
"'933",2008,"fqhc","AKRON COMMUNITY HEALTH RESOURCES, INC.","OH"
"'934",2008,"fqhc","COMMUNITY CLINIC, INC.","MD"
"'935",2008,"fqhc","PUEBLO COMMUNITY HEALTH CENTER, INC","CO"
"'936",2008,"fqhc","LYNN COMMUNITY HEALTH CENTER, INC.","MA"
"'937",2008,"fqhc","Brooklyn Plaza Medical Center, Inc.","NY"
"'938",2008,"fqhc","PRIMARY HEALTH CARE CENTER OF DADE, INC","GA"
"'939",2008,"fqhc","HEARTLAND HEALTH OUTREACH, INC.","IL"
"'940",2008,"fqhc","RURAL HEALTH SERVICES CONSORTIUM","TN"
"'941",2008,"fqhc","CHICAGO FAMILY HEALTH CENTER, INC.","IL"
"'942",2008,"fqhc","Community Health Centers of Pinellas, Inc.","FL"
"'943",2008,"fqhc","Squirrel Hill Health Center","PA"
"'944",2008,"fqhc","Great Salt Plains Health Center, Inc.","OK"
"'945",2008,"fqhc","Northeast Texas Public Health District","TX"
"'946",2008,"fqhc","Miami Beach Community Health Center","FL"
"'947",2008,"fqhc","TECHE ACTION BOARD INC.","LA"
"'948",2008,"fqhc","Western NC Comm Hlth Services, Inc.","NC"
"'949",2008,"fqhc","RINCON RURAL HEALTH INITIATIVE PROJECT, INC","PR"
"'950",2008,"fqhc","LA CLINICA DEL PUEBLO DE RIO ARRIBA","NM"
"'951",2008,"fqhc","NORTHWEST HUMAN SERVICES, INC","OR"
"'952",2008,"fqhc","MARANA HEALTH CENTER","AZ"
"'953",2008,"fqhc","MORGAN COUNTY HEALTH COUNCIL, INC.","TN"
"'954",2008,"fqhc","COMMUNITY HEALTH ASSOCIATION OF SPOKANE","WA"
"'955",2008,"fqhc","Wa'ab CHC/Yap State Dept of Health Services","FM"
"'956",2008,"fqhc","Hana Community Health Center, Inc.","HI"
"'957",2008,"fqhc","BALTIMORE MEDICAL SYSTEM, INC.","MD"
"'958",2008,"fqhc","BETANCES HEALTH CENTER","NY"
"'959",2008,"fqhc","Bayou La Batre Area Health Development Board, Inc.","AL"
"'960",2008,"fqhc","MARIN COMMUNITY CLINIC","CA"
"'961",2008,"fqhc","ALEXANDRIA NEIGHBORHOOD HEALTH SERVICES, INC.","VA"
"'962",2008,"fqhc","Community Health Systems, Inc.","WI"
"'963",2008,"fqhc","CHATTANOOGA-HAMILTON COUNTY HEALTH DEPARTMENT","TN"
"'964",2008,"fqhc","SOUTHEAST LANCASTER HEALTH SERVICES","PA"
"'965",2008,"fqhc","NORTH PENN COMPREHENSIVE HEALTH SERVICES, INC","PA"
"'966",2008,"fqhc","CLINICAS DEL CAMINO REAL, INC.","CA"
"'967",2008,"fqhc","VENTURA COUNTY HEALTH CARE AGENCY","CA"
"'968",2008,"fqhc","RURAL HEALTH SERVICES, INC.","SC"
"'969",2008,"fqhc","HEALTH CARE PARTNERS OF SOUTH CAROLINA, INC.","SC"
"'970",2008,"fqhc","MANILLAQ ASSOCIATION","AK"
"'971",2008,"fqhc","PATERSON COMMUNITY HEALTH CENTER, INC.","NJ"
"'972",2008,"fqhc","Colville Confederated Tribes","WA"
"'973",2008,"fqhc","Butler County Community Health Consortium, Inc","OH"
"'974",2008,"fqhc","SOUTH TEXAS RURAL HEALTH SERVICES, INC.","TX"
"'975",2008,"fqhc","Project Health, Inc.","FL"
"'976",2008,"fqhc","Health Help, Inc.","KY"
"'977",2008,"fqhc","N.E.W. HEALTH PROGRAMS","WA"
"'978",2008,"fqhc","LEE COUNTY COOPERATIVE CLINIC, INC.","AR"
"'979",2008,"fqhc","EL CENTRO DEL BARRIO, INC.","TX"
"'980",2008,"fqhc","IRONTON LAWRENCE COUNTY CAO","OH"
"'981",2008,"fqhc","ST. JOSEPH'S MERCY CARE SERVICES","GA"
"'982",2008,"fqhc","RURAL HEALTH, INC.","IL"
"'983",2008,"fqhc","NEIGHBORHOOD IMPROVEMENT PROJECT, INC.","GA"
"'984",2008,"fqhc","Project Vida Health Center","TX"
"'985",2008,"fqhc","HEART OF TEXAS COMMUNITY HEALTH CENTER, INC.","TX"
"'986",2008,"fqhc","WELSH MOUNTAIN MEDICAL & DENTAL CENTER","PA"
"'987",2008,"fqhc","Health Care Center for the Homeless, Inc.","FL"
"'988",2008,"fqhc","CENTRAL NORTH ALABAMA HEALTH","AL"
"'989",2008,"fqhc","PANHANDLE COMMUNITY SERVICES, INC.","NE"
"'990",2008,"fqhc","Project Renewal, Inc.","NY"
"'991",2008,"fqhc","New River Health Association, Inc.","WV"
"'992",2008,"fqhc","MANCHESTER COMMUNITY HEALTH CENTER","NH"
"'993",2008,"fqhc","PRIMARY CONNECTION HEALTH CARE, INC","WI"
"'994",2008,"fqhc","SAN FRANCISCO COMMUNITY CLINIC CONSORT","CA"
"'995",2008,"fqhc","SAWTOOTH MOUNTAIN CLINIC, INC","MN"
"'996",2008,"fqhc","FRIEND FAMILY  HEALTH CENTER, INC.","IL"
"'997",2008,"fqhc","Lakeland Immediate Care Center","MI"
"'998",2008,"fqhc","COLUMBIA VALLEY COMMUNITY HEALTH","WA"
"'999",2008,"fqhc","DELMARVA RURAL MINISTRIES, INC.","DE"
"'1000",2008,"fqhc","EAU CLAIRE COOPERATIVE HEALTH CENTER, INC.","SC"
"'1001",2008,"fqhc","DARIN M. CAMARENA HEALTH CENTERS, INC.","CA"
"'1002",2008,"fqhc","Bayfield County Community Health Center d/b/a The Lakes Community Health Center","WI"
"'1003",2008,"fqhc","SCENIC BLUFFS COMMUNITY HEALTH CARE CTR.","WI"
"'1004",2008,"fqhc","WAKE HEALTH SERVICES, INC.","NC"
"'1005",2008,"fqhc","FAMILY FIRST HEALTH CORPORATION","PA"
"'1006",2008,"fqhc","GULF COAST HEALTH CENTER, INC.","TX"
"'1007",2008,"fqhc","MAINLINE HEALTH SYSTEMS, INC.","AR"
"'1008",2008,"fqhc","HIGHLAND MEDICAL CENTER, INC.","VA"
"'1009",2008,"fqhc","COMMUNITY HEALTH IMPROVEMENT","IL"
"'1010",2008,"fqhc","TRI-STATE COMMUNITY HEALTH CENTER","MD"
"'1011",2008,"fqhc","Family Health Network of Central New York, Inc.","NY"
"'1012",2008,"fqhc","MARICOPA COUNTY PUBLIC HLTH SERVS DEPT","AZ"
"'1013",2008,"fqhc","GOSHEN MEDICAL CENTER, INC.","NC"
"'1014",2008,"fqhc","LIFELONG MEDICAL CARE","CA"
"'1015",2008,"fqhc","AARON E. HENRY COMMUNITY HEALTH CENTER","MS"
"'1016",2008,"fqhc","TRI-COUNTY HEALTH SYSTEM","GA"
"'1017",2008,"fqhc","Los Angeles Christian Health Centers","CA"
"'1018",2008,"fqhc","Idaho Migrant Council","ID"
"'1019",2008,"fqhc","MARY'S CENTER FOR MATERNAL & CHILD CARE INC","DC"
"'1020",2008,"fqhc","Peach Tree Clinic, Inc","CA"
"'1021",2008,"fqhc","SOUTH PLAINS RURAL HEALTH SERVICES, INC.","TX"
"'1022",2008,"fqhc","PERRY COUNTY MEDICAL CENTER, INC.","TN"
"'1023",2008,"fqhc","Pines Health Services","ME"
"'1024",2008,"fqhc","Konza Prairie Community Health Center","KS"
"'1025",2008,"fqhc","WALNUT STREET COMMUNITY HEALTH CENTER","MD"
"'1026",2008,"fqhc","Legacy Community Health Services, Inc.","TX"
"'1027",2008,"fqhc","MOUNTAIN HEALTH & COMMUNITY SERVICES","CA"
"'1028",2008,"fqhc","RURAL HEALTH CORP. OF NORTHEASTERN PA","PA"
"'1029",2008,"fqhc","Lewis County Community Health Services, Inc. d/b/a Valley View Health Center","WA"
"'1030",2008,"fqhc","Cactus Health Centers","TX"
"'1031",2008,"fqhc","Broward Community and Family Health Centers, Inc.","FL"
"'1032",2008,"fqhc","MGH FAMILY HC DBA MUSKEGON FAMILY CARE","MI"
"'1033",2008,"fqhc","BROOKSIDE COMMUNITY HEALTH CENTER","CA"
"'1034",2008,"fqhc","CHILDREN'S HOSP. & RESEARCH CTR. OF OAKLAND","CA"
"'1035",2008,"fqhc","Manatee County Rural Health Services, Inc.","FL"
"'1036",2008,"fqhc","Northland Health Partners Community Health Center","ND"
"'1037",2008,"fqhc","Coal Country Community Health Center","ND"
"'1038",2008,"fqhc","CARE ALLIANCE","OH"
"'1039",2008,"fqhc","GATEWAY COMMUNITY HEALTH CENTER, INC","TX"
"'1040",2008,"fqhc","Pendleton Community Care","WV"
"'1041",2008,"fqhc","Southside Community Health Services","MN"
"'1042",2008,"fqhc","CRUSADERS CENTRAL CLINIC ASSOCIATION","IL"
"'1043",2008,"fqhc","Lone Star Circle of Care","TX"
"'1044",2008,"fqhc","NORTHEAST MISSOURI HEALTH COUNCIL, INC.","MO"
"'1045",2008,"fqhc","CENTRAL PENINSULA HEALTH CENTERS, INC.","AK"
"'1046",2008,"fqhc","FAMILY HEALTH CENTER OF BOONE COUNTY","MO"
"'1047",2008,"fqhc","DETROIT HEALTH CARE FOR THE HOMELESS","MI"
"'1048",2008,"fqhc","Optimus Health Care, Inc.","CT"
"'1049",2008,"fqhc","CENTRO DE SALUD DE LA COMUNIDAD SAN YSIDRO","CA"
"'1050",2008,"fqhc","WEST OAKLAND HEALTH COUNCIL, INC.","CA"
"'1051",2008,"fqhc","RICHLAND MEDICAL CENTER, INC.","MO"
"'1052",2008,"fqhc","Ritchie County Primary Care Assoc., Inc.","WV"
"'1053",2008,"fqhc","Dallas County Hospital District","TX"
"'1054",2008,"fqhc","Christian Community Health Center","IL"
"'1055",2008,"fqhc","Houston Community Health Centers, Inc.","TX"
"'1056",2008,"fqhc","FAMILY HEALTH CENTERS OF SAN DIEGO, INC.","CA"
"'1058",2008,"fqhc","CLINICA SIERRA VISTA","CA"
"'1059",2008,"fqhc","ROXBURY COMPREHENSIVE COM HLTH CNTR INC","MA"
"'1060",2008,"fqhc","Womencare, Inc.","WV"
"'1061",2008,"fqhc","SANTA BARBARA COUNTY PUBLIC HEALTH DEPT","CA"
"'1062",2008,"fqhc","INNIS COMMUNITY HEALTH CENTER, INC.","LA"
"'1063",2008,"fqhc","EXCELTH INC.","LA"
"'1064",2008,"fqhc","SPECTRUM HEALTH SERVICES","PA"
"'1065",2008,"fqhc","FAMILY HEALTHCARE NETWORK","CA"
"'1066",2008,"fqhc","Grace Community Health Center, Inc.","KY"
"'1067",2008,"fqhc","SWEET MEDICAL CENTER, INC.","MT"
"'1068",2008,"fqhc","KATAHDIN VALLEY HEALTH CENTER","ME"
"'1069",2008,"fqhc","DORCHESTER HOUSE MULTI-SERVICE CENTER","MA"
"'1070",2008,"fqhc","The Board of Trustees of the University of Illinois","IL"
"'1071",2008,"fqhc","Sebasticook Family Doctors","ME"
"'1072",2008,"fqhc","CITY OF AUSTIN","TX"
"'1073",2008,"fqhc","BLACKSTONE VALLEY COMMUNITY HEALTH CARE,","RI"
"'1074",2008,"fqhc","BRISTOL BAY AREA HEALTH CORPORATION","AK"
"'1075",2008,"fqhc","LAWNDALE CHRISTIAN HEALTH CENTER","IL"
"'1076",2008,"fqhc","MONTANA MIGRANT COUNCIL, INC.","MT"
"'1077",2008,"fqhc","MOUNTAINLANDS COMMUNITY HEALTH CENTER","UT"
"'1078",2008,"fqhc","FAMILY CARE HEALTH CENTERS","MO"
"'1079",2008,"fqhc","ONE WORLD COMMUNITY HEALTH CENTERS","NE"
"'1080",2008,"fqhc","MYRTLE HILLIARD DAVIS COMPREHENSIVE HEALTH CENTERS, INC.","MO"
"'1081",2008,"fqhc","HAMILTON COMMUNITY HEALTH NETWORK","MI"
"'1082",2008,"fqhc","MORA VALLEY COMMUNITY HEALTH SERVICES, INC.","NM"
"'1083",2008,"fqhc","Suncoast Community Health Centers, Inc.","FL"
"'1084",2008,"fqhc","COLUMBUS NEIGHBORHOOD HEALTH CENTER","OH"
"'1085",2008,"fqhc","ALBANY AREA PRIMARY HEALTH CARE, INC.","GA"
"'1086",2008,"fqhc","Monroe County Health Center","WV"
"'1087",2008,"fqhc","QUALITY COMMUNITY HEALTH CARE, INC.","PA"
"'1036",2007,"fqhc","Rural Health Services Consortium, Inc.","TN"
"'1066",2007,"fqhc","Galveston County Coordinating Community Clinics","TX"
"'1067",2007,"fqhc","Morgan County Health Council, Inc.","TN"
"'1069",2007,"fqhc","Rural Medical Services, Inc.","TN"
"'1070",2007,"fqhc","Tennessee Department of Public Health","TN"
"'1150",2007,"fqhc","Redwoods Rural Health Center","CA"
"'1151",2007,"fqhc","Long Valley Health Center","CA"
"'1152",2007,"fqhc","Imperial Beach Community Clinic","CA"
"'1153",2007,"fqhc","Indian Health Center of Santa Clara","CA"
"'1154",2007,"fqhc","Northeastern Rural Health Clinics","CA"
"'1155",2007,"fqhc","Shasta Community Health Center","CA"
"'1156",2007,"fqhc","Sacramento County DOH & Human Services","CA"
"'1157",2007,"fqhc","Shingletown Medical Center","CA"
"'1158",2007,"fqhc","Mountain Valleys Health Centers","CA"
"'1159",2007,"fqhc","Children's Hospital Medical Center of Northern CA","CA"
"'1160",2007,"fqhc","El Dorado County Community Health Center","CA"
"'1161",2007,"fqhc","United Health Centers of San Joaquin","CA"
"'1162",2007,"fqhc","Coastal Health Alliance","CA"
"'1163",2007,"fqhc","Livingston Community Health Services","CA"
"'1164",2007,"fqhc","Borrego Community Health Foundation","CA"
"'1165",2007,"fqhc","Nuestra Clinica Del Valle, Inc.","TX"
"'1166",2007,"fqhc","Mountain Peoples' Health Councils, Inc.","TN"
"'1167",2007,"fqhc","Harris County Hospital District","TX"
"'1169",2007,"fqhc","Ocoee Regional Health Corporation","TN"
"'1171",2007,"fqhc","Matthew Walker Health Center","TN"
"'1175",2007,"fqhc","Christ Community Health Services, Inc.","TN"
"'1176",2007,"fqhc","Heart of Texas Community Health Center, Inc.","TX"
"'1178",2007,"fqhc","Regence Health Network, Inc.","TX"
"'1179",2007,"fqhc","Citizens of Lake County","TN"
"'1181",2007,"fqhc","H.E.A.L.T.H. dba The Shepherds CHC","TX"
"'1182",2007,"fqhc","Mountain Health And Community Services, Inc.","CA"
"'1183",2007,"fqhc","Brookside Community Health Center","CA"
"'1184",2007,"fqhc","Contra Costa County Health Services Department","CA"
"'1185",2007,"fqhc","West County Health Centers, Inc.","CA"
"'1186",2007,"fqhc","Alliance Medical Center, Inc.","CA"
"'1195",2007,"fqhc","Damian Family Care Center","NY"
"'1196",2007,"fqhc","Settlement Health & Medical Services, Inc.","NY"
"'1197",2007,"fqhc","Sonoma Valley Community Health Center","CA"
"'1198",2007,"fqhc","Santa Clara Valley Health and Hospital System","CA"
"'1199",2007,"fqhc","School Health Clinics of Santa Clara","CA"
"'1200",2007,"fqhc","ODA Primary Care Health Center","NY"
"'1201",2007,"fqhc","Morris Heights Health Center","NY"
"'1202",2007,"fqhc","Bronx Community Health Network","NY"
"'1203",2007,"fqhc","Open Door Community Health Centers","CA"
"'1204",2007,"fqhc","Unity Health System","NY"
"'1213",2007,"fqhc","United Community Health Center","IA"
"'1214",2007,"fqhc","Kansas State Department of Health and Environment","KS"
"'1215",2007,"fqhc","Heritage Health And Housing, Inc.","NY"
"'1216",2007,"fqhc","JWCH/Clinic Institute","CA"
"'1217",2007,"fqhc","Sequoia Community Health Foundation","CA"
"'1218",2007,"fqhc","Vista Community Clinic","CA"
"'1224",2007,"fqhc","Corning Area Healthcare, Inc.","AR"
"'1225",2007,"fqhc","Seattle King County Department of Public Health","WA"
"'1226",2007,"fqhc","Morehouse Community Medical Center","LA"
"'1227",2007,"fqhc","City of New Orleans Department of Health","LA"
"'1228",2007,"fqhc","Community Health Centers of Buffalo","NY"
"'1229",2007,"fqhc","Whitney M. Young, Jr. Health Center","NY"
"'1230",2007,"fqhc","Family Health Network of Central New York","NY"
"'1231",2007,"fqhc","Sunset Park Family Health Center","NY"
"'1232",2007,"fqhc","Community Healthcare Network","NY"
"'1233",2007,"fqhc","Bowery Residents' Committee, Inc.","NY"
"'1235",2007,"fqhc","Siouxland Community Health Center","IA"
"'1236",2007,"fqhc","Proteus, Inc.","IA"
"'1237",2007,"fqhc","Konza Prairie Community Health Center","KS"
"'1238",2007,"fqhc","Regional Medical Center at Lubec, Inc.","ME"
"'1239",2007,"fqhc","Fish River Rural Health Systems","ME"
"'1240",2007,"fqhc","Eastport Health Care, Inc.","ME"
"'1241",2007,"fqhc","Health Care For Portland's Homeless","ME"
"'1242",2007,"fqhc","Henry J. Austin Health Center, Inc.","NJ"
"'1243",2007,"fqhc","Big Sandy Health Care, Inc.","KY"
"'1244",2007,"fqhc","Our Lady Of Lourdes Healthcare Foundation","NJ"
"'1245",2007,"fqhc","Eastern Kentucky Univ College Of Health Sciences","KY"
"'1246",2007,"fqhc","Lexington-Fayette Urban County","KY"
"'1248",2007,"fqhc","Flint Hills Community Health Center/Lyon County Health Dept.","KS"
"'1249",2007,"fqhc","PrairieStar Health Center","KS"
"'1250",2007,"fqhc","Cross Trails Medical","MO"
"'1251",2007,"fqhc","Memphis Health Center, Inc.","TN"
"'1252",2007,"fqhc","Del Norte Clinics, Inc.","CA"
"'1253",2007,"fqhc","Syracuse Community Health Center, Inc.","NY"
"'1254",2007,"fqhc","William F. Ryan Community Health Center","NY"
"'1255",2007,"fqhc","Bedford Stuyvesant Family Health Center","NY"
"'1256",2007,"fqhc","El Proyecto Del Barrio - Arleta","CA"
"'1257",2007,"fqhc","Southwest Community Health Center","CA"
"'1291",2007,"fqhc","Capitol City Family Health Center, Inc.","LA"
"'1292",2007,"fqhc","NC Department of Health and Human Services","NC"
"'1293",2007,"fqhc","New Hanover Community Health Center, Inc.","NC"
"'1294",2007,"fqhc","Columbia Basin Health Assn","WA"
"'1295",2007,"fqhc","Iberia Comprehensive Community Health Center","LA"
"'1296",2007,"fqhc","Yakima Valley Farm Workers Clinic","WA"
"'1297",2007,"fqhc","Community Health Association of Spokane","WA"
"'1298",2007,"fqhc","Cabarrus Community Health Center","NC"
"'1299",2007,"fqhc","White River Rural Health Center, Inc.","AR"
"'1300",2007,"fqhc","City of Manchester Health Department","NH"
"'1301",2007,"fqhc","Manchester Community Health Center","NH"
"'1302",2007,"fqhc","Families First Of  The Greater Seacoast","NH"
"'1303",2007,"fqhc","Ammonoosuc Community Health Services, Inc.","NH"
"'1304",2007,"fqhc","Maricopa County Department of Public Health Services","AZ"
"'1305",2007,"fqhc","Municipality of San Juan","PR"
"'1306",2007,"fqhc","United Community Health Center","AZ"
"'1307",2007,"fqhc","Desert Senita Community Health Center","AZ"
"'1308",2007,"fqhc","Rural Health Corporation Of Northeastern Pennsylvania","PA"
"'1309",2007,"fqhc","East Georgia Healthcare Center, Inc.","GA"
"'1310",2007,"fqhc","Georgia Dept of Community Health","GA"
"'1311",2007,"fqhc","Southwest Georgia Health Care, Inc.","GA"
"'1312",2007,"fqhc","The Lakes Community Health Center","WI"
"'1313",2007,"fqhc","La Clinica De Los Campesinos","WI"
"'1314",2007,"fqhc","Peoples Community Health Clinic","IA"
"'1315",2007,"fqhc","Community Health Center of Southeast Kansas","KS"
"'1316",2007,"fqhc","We Care Project, Inc.","KS"
"'1317",2007,"fqhc","Family Health Center of Boone County","MO"
"'1318",2007,"fqhc","Community Health Care, Inc.","IA"
"'1319",2007,"fqhc","Northeast Missouri Health","MO"
"'1320",2007,"fqhc","Council Bluffs Community Health Center","IA"
"'1321",2007,"fqhc","River Hills Community Health Center","IA"
"'1322",2007,"fqhc","Rural Alliance For Better Family Health","MO"
"'1323",2007,"fqhc","United Methodist W Kansas Mex-Am Min","KS"
"'1324",2007,"fqhc","Richland Medical Center","MO"
"'1325",2007,"fqhc","Southeast Missouri Health Network","MO"
"'1326",2007,"fqhc","People's Health Center","NE"
"'1327",2007,"fqhc","Advocates For A Healthy Community","MO"
"'1328",2007,"fqhc","Crescent Community Health","IA"
"'1329",2007,"fqhc","GraceMed Health Clinic, Inc.","KS"
"'1330",2007,"fqhc","Family Care Center of Carondelet","MO"
"'1331",2007,"fqhc","Linn Community Care","IA"
"'1332",2007,"fqhc","East-Central District Health Dept.","NE"
"'1333",2007,"fqhc","Salina Health Education Foundation","KS"
"'1334",2007,"fqhc","Crider Health Center, INC.","MO"
"'1335",2007,"fqhc","Community Health Center of Fort Dodge","IA"
"'1336",2007,"fqhc","Panhandle Community Services","NE"
"'1337",2007,"fqhc","Valley Wide Health Systems, Inc.","CO"
"'1338",2007,"fqhc","Ritchie County Primary Care Association, Inc.","WV"
"'1339",2007,"fqhc","Delmarva Rural Ministries, Inc.","DE"
"'1340",2007,"fqhc","Monongahela Valley Association of Health Centers, Inc.","WV"
"'1341",2007,"fqhc","St. George Medical Clinic, Inc.","WV"
"'1342",2007,"fqhc","Greater Baden Medical Services, Inc.","MD"
"'1343",2007,"fqhc","Valley Health Care, Inc.","WV"
"'1344",2007,"fqhc","WomenCare, Inc.","WV"
"'1345",2007,"fqhc","Lincoln Primary Care Center","WV"
"'1346",2007,"fqhc","Community Health Systems, Inc.","WV"
"'1347",2007,"fqhc","Clay-Battelle Health Services Association","WV"
"'1348",2007,"fqhc","Valley Health Systems, Inc.","WV"
"'1349",2007,"fqhc","Shenandoah Valley Medical System, Inc.","WV"
"'1350",2007,"fqhc","Tug River Health Assoc., Inc.","WV"
"'1351",2007,"fqhc","Pendleton Community Care","WV"
"'1352",2007,"fqhc","Bluestone Health Association, Inc.","WV"
"'1353",2007,"fqhc","Northern Greenbrier Health Clinic, Inc.","WV"
"'1354",2007,"fqhc","E. A. Hawse Health Center, Inc.","WV"
"'1355",2007,"fqhc","New River Health Association, Inc.","WV"
"'1356",2007,"fqhc","Three Lower Counties Community Services, Inc.","MD"
"'1357",2007,"fqhc","Tri-County Health Clinic, Inc.","WV"
"'1358",2007,"fqhc","Family Health Centers Of Baltimore, Inc.","MD"
"'1359",2007,"fqhc","Camden-on-Gauley Medical Center","WV"
"'1360",2007,"fqhc","Bucksport Regional Health Center","ME"
"'1361",2007,"fqhc","Healthreach Community Health Centers","ME"
"'1362",2007,"fqhc","Atlanticare Health Services","NJ"
"'1363",2007,"fqhc","Staywell Health Care, Inc.","CT"
"'1364",2007,"fqhc","Eric B. Chandler Health Center/UMDNJ","NJ"
"'1365",2007,"fqhc","Bowling Green-Warren County Primary Care Center, Inc.","KY"
"'1366",2007,"fqhc","Health Help, Inc.","KY"
"'1367",2007,"fqhc","CHCs Of Western Kentucky, Inc.","KY"
"'1368",2007,"fqhc","Kentucky Mountain Health Alliance","KY"
"'1369",2007,"fqhc","Erlanger Health System- Southside/Dodson Ave CHC","TN"
"'1370",2007,"fqhc","Atascosa Health Clinic","TX"
"'1371",2007,"fqhc","South Texas Rural Health Services, Inc.","TX"
"'1372",2007,"fqhc","Fort Bend Family Health Center, Inc.","TX"
"'1373",2007,"fqhc","United Medical Centers, Inc.","TX"
"'1374",2007,"fqhc","Communicare Health Center","TX"
"'1375",2007,"fqhc","City Of Austin Community Care Services Department","TX"
"'1376",2007,"fqhc","Community Action Corporation of South Texas","TX"
"'1377",2007,"fqhc","Shackelford County Community Resource Center","TX"
"'1378",2007,"fqhc","Tennessee Department of Public Health","TN"
"'1379",2007,"fqhc","Chattanooga/Hamilton County Health Department","TN"
"'1380",2007,"fqhc","El Centro Del Barrio, Inc.","TX"
"'1381",2007,"fqhc","Dallas County Health Department","TX"
"'1382",2007,"fqhc","Lone Star Circle of Care","TX"
"'1383",2007,"fqhc","Centro San Vicente","TX"
"'1384",2007,"fqhc","Community Health Development, Inc.","TX"
"'1385",2007,"fqhc","University Community Health Services","TN"
"'1386",2007,"fqhc","Chota Community Health Services","TN"
"'1387",2007,"fqhc","Fourth Ward Clinic","TX"
"'1388",2007,"fqhc","Los Barrios Unidos Community Clinic, Inc.","TX"
"'1389",2007,"fqhc","National Health Services, Inc.","CA"
"'1390",2007,"fqhc","Chinatown Service Center Medical/Dental","CA"
"'1391",2007,"fqhc","Asian/Pacific Health Care Venture","CA"
"'1392",2007,"fqhc","Health Access Washoe County","NV"
"'1393",2007,"fqhc","Tanana Chiefs Conference","AK"
"'1394",2007,"fqhc","Sunshine Community Health Center","AK"
"'1395",2007,"fqhc","South Bay Family Healthcare Center","CA"
"'1396",2007,"fqhc","Santa Barbara County Public Health Department","CA"
"'1397",2007,"fqhc","Winters Healthcare Foundation","CA"
"'1398",2007,"fqhc","Seldovia Village Tribe","AK"
"'1399",2007,"fqhc","UC Irvine, Family Health Center","CA"
"'1400",2007,"fqhc","Venice Family Clinic","CA"
"'1401",2007,"fqhc","Kalihi-Palama Health Center","HI"
"'1402",2007,"fqhc","North County Health Project","CA"
"'1403",2007,"fqhc","Franciscan Clinics","CA"
"'1404",2007,"fqhc","Interior Community Health Center","AK"
"'1405",2007,"fqhc","San Diego Family Care","CA"
"'1406",2007,"fqhc","Hill Country Community Clinic, Inc.","CA"
"'1407",2007,"fqhc","Neigborhood Healthcare","CA"
"'1408",2007,"fqhc","Marin Community Clinic","CA"
"'1409",2007,"fqhc","RMI Ministry Of Health/Ebeye Community Health Center","MH"
"'1410",2007,"fqhc","Community Medical Centers, Inc.","CA"
"'1411",2007,"fqhc","Bethel Family Clinic","AK"
"'1412",2007,"fqhc","Golden Valley Health Centers","CA"
"'1413",2007,"fqhc","Tiburcio Vasquez Medical Clinic","CA"
"'1414",2007,"fqhc","Yukon-Kuskokwim Health Corporation","AK"
"'1415",2007,"fqhc","Centro De Salud De La Comunidad San Ysidro","CA"
"'1416",2007,"fqhc","Waimanalo Health Center","HI"
"'1417",2007,"fqhc","SE Alaska Regional Health Consortium","AK"
"'1418",2007,"fqhc","Kodiak Island Health Care Foundation","AK"
"'1419",2007,"fqhc","San Bernardino County","CA"
"'1420",2007,"fqhc","East Valley Community Health Center, Inc.","CA"
"'1421",2007,"fqhc","Gardner Family Health Network","CA"
"'1422",2007,"fqhc","Clinicas Del Camino Real","CA"
"'1423",2007,"fqhc","Waikiki Health Center","HI"
"'1424",2007,"fqhc","Community Health Clinic Ole","CA"
"'1426",2007,"fqhc","Northern Oswego County Health Services, Inc.","NY"
"'1427",2007,"fqhc","Charles B. Wang Community Health Center, Inc.","NY"
"'1428",2007,"fqhc","Hudson River Healthcare, Inc.","NY"
"'1429",2007,"fqhc","Open Door Family Medical Center, Inc.","NY"
"'1430",2007,"fqhc","Project Renewal, Inc.","NY"
"'1431",2007,"fqhc","Community Pediatric Programs/Montefiore Medical Center","NY"
"'1432",2007,"fqhc","Tulare Community Health Clinic","CA"
"'1433",2007,"fqhc","The Floating Hospital","NY"
"'1434",2007,"fqhc","Care for the Homeless","NY"
"'1435",2007,"fqhc","Finger Lakes Migrant Health Project","NY"
"'1436",2007,"fqhc","Brownsville Community Development Corporation","NY"
"'1437",2007,"fqhc","Greater Hudson Valley Family Health Center, Inc.","NY"
"'1438",2007,"fqhc","Institute For Urban Family Health","NY"
"'1439",2007,"fqhc","East Harlem Council for Human Services","NY"
"'1440",2007,"fqhc","Cerebral Palsy Association of the North Country","NY"
"'1441",2007,"fqhc","Covenant House-Under 21","NY"
"'1442",2007,"fqhc","Peach Tree Clinic, Inc.","CA"
"'1443",2007,"fqhc","Redwood Coast Medical Services","CA"
"'1444",2007,"fqhc","Westside Health Services, Inc.","NY"
"'1445",2007,"fqhc","Native Village of Eyak","AK"
"'1446",2007,"fqhc","Mat-Su Health Services","AK"
"'1447",2007,"fqhc","Alaska Island Community Services","AK"
"'1448",2007,"fqhc","Department of Health and Human Services","GU"
"'1449",2007,"fqhc","Mission Neighborhood Health Center","CA"
"'1450",2007,"fqhc","Hamakua Health Center","HI"
"'1451",2007,"fqhc","Illiuliuk Family and Health Service","AK"
"'1452",2007,"fqhc","West Hawaii Community Health Center","HI"
"'1453",2007,"fqhc","Family Health Centers of San Diego","CA"
