"fips","year","quarter","establishments","wages","date_approx"
"1999",2018,4,10,732581,"2018-11-15"
"2000",2018,4,296,31213425,"2018-11-15"
"2016",2018,4,1,0,"2018-11-15"
"2020",2018,4,139,15865530,"2018-11-15"
"2050",2018,4,1,0,"2018-11-15"
"2060",2018,4,1,0,"2018-11-15"
"2090",2018,4,44,3993584,"2018-11-15"
"2110",2018,4,17,1321246,"2018-11-15"
"2122",2018,4,26,2156797,"2018-11-15"
"2130",2018,4,5,321095,"2018-11-15"
"2150",2018,4,5,0,"2018-11-15"
"2170",2018,4,41,3655030,"2018-11-15"
"2180",2018,4,1,0,"2018-11-15"
"2195",2018,4,2,0,"2018-11-15"
"2198",2018,4,2,0,"2018-11-15"
"2220",2018,4,4,227856,"2018-11-15"
"2240",2018,4,3,162826,"2018-11-15"
"2261",2018,4,3,0,"2018-11-15"
"2999",2018,4,1,0,"2018-11-15"
"4000",2018,4,2466,257182606,"2018-11-15"
"4001",2018,4,3,221849,"2018-11-15"
"4003",2018,4,29,2564911,"2018-11-15"
"4005",2018,4,44,4731123,"2018-11-15"
"4007",2018,4,10,1181095,"2018-11-15"
"4009",2018,4,11,1256188,"2018-11-15"
"4011",2018,4,1,0,"2018-11-15"
"4012",2018,4,3,305760,"2018-11-15"
"4013",2018,4,1786,186359010,"2018-11-15"
"4015",2018,4,57,9321889,"2018-11-15"
"4017",2018,4,32,2505183,"2018-11-15"
"4019",2018,4,296,30618254,"2018-11-15"
"4021",2018,4,45,4321712,"2018-11-15"
"4023",2018,4,5,158223,"2018-11-15"
"4025",2018,4,87,8402577,"2018-11-15"
"4027",2018,4,46,4513632,"2018-11-15"
"4999",2018,4,11,0,"2018-11-15"
"5000",2018,4,982,100659008,"2018-11-15"
"5001",2018,4,6,656437,"2018-11-15"
"5003",2018,4,5,546818,"2018-11-15"
"5005",2018,4,15,1577123,"2018-11-15"
"5007",2018,4,104,9693514,"2018-11-15"
"5009",2018,4,16,1375815,"2018-11-15"
"5011",2018,4,3,0,"2018-11-15"
"5015",2018,4,5,263731,"2018-11-15"
"5017",2018,4,1,0,"2018-11-15"
"5019",2018,4,7,322934,"2018-11-15"
"5021",2018,4,3,192016,"2018-11-15"
"5023",2018,4,6,328443,"2018-11-15"
"5027",2018,4,7,333831,"2018-11-15"
"5029",2018,4,3,0,"2018-11-15"
"5031",2018,4,52,8299857,"2018-11-15"
"5033",2018,4,9,1220236,"2018-11-15"
"5035",2018,4,14,1140316,"2018-11-15"
"5037",2018,4,6,652723,"2018-11-15"
"5039",2018,4,2,0,"2018-11-15"
"5041",2018,4,6,263301,"2018-11-15"
"5043",2018,4,2,0,"2018-11-15"
"5045",2018,4,36,4600855,"2018-11-15"
"5047",2018,4,4,0,"2018-11-15"
"5049",2018,4,2,0,"2018-11-15"
"5051",2018,4,43,4676592,"2018-11-15"
"5053",2018,4,3,0,"2018-11-15"
"5055",2018,4,9,711028,"2018-11-15"
"5057",2018,4,5,497334,"2018-11-15"
"5059",2018,4,3,0,"2018-11-15"
"5061",2018,4,4,149943,"2018-11-15"
"5063",2018,4,13,782793,"2018-11-15"
"5065",2018,4,4,111242,"2018-11-15"
"5067",2018,4,5,509449,"2018-11-15"
"5069",2018,4,19,2561195,"2018-11-15"
"5071",2018,4,6,311275,"2018-11-15"
"5075",2018,4,4,0,"2018-11-15"
"5081",2018,4,2,0,"2018-11-15"
"5083",2018,4,4,325556,"2018-11-15"
"5085",2018,4,16,1666719,"2018-11-15"
"5087",2018,4,3,206865,"2018-11-15"
"5089",2018,4,1,0,"2018-11-15"
"5091",2018,4,11,634789,"2018-11-15"
"5093",2018,4,7,0,"2018-11-15"
"5095",2018,4,2,0,"2018-11-15"
"5097",2018,4,2,0,"2018-11-15"
"5099",2018,4,1,0,"2018-11-15"
"5103",2018,4,8,0,"2018-11-15"
"5107",2018,4,3,293883,"2018-11-15"
"5109",2018,4,2,0,"2018-11-15"
"5111",2018,4,3,211087,"2018-11-15"
"5113",2018,4,3,0,"2018-11-15"
"5115",2018,4,22,1872744,"2018-11-15"
"5117",2018,4,1,0,"2018-11-15"
"5119",2018,4,193,19304174,"2018-11-15"
"5121",2018,4,5,392924,"2018-11-15"
"5123",2018,4,4,177085,"2018-11-15"
"5125",2018,4,31,3126870,"2018-11-15"
"5127",2018,4,1,0,"2018-11-15"
"5129",2018,4,1,0,"2018-11-15"
"5131",2018,4,64,7187573,"2018-11-15"
"5133",2018,4,4,245090,"2018-11-15"
"5135",2018,4,2,0,"2018-11-15"
"5137",2018,4,2,0,"2018-11-15"
"5139",2018,4,15,1465554,"2018-11-15"
"5141",2018,4,4,276978,"2018-11-15"
"5143",2018,4,96,12929905,"2018-11-15"
"5145",2018,4,22,1975490,"2018-11-15"
"5147",2018,4,2,0,"2018-11-15"
"5149",2018,4,3,257135,"2018-11-15"
"5999",2018,4,10,1593821,"2018-11-15"
"6000",2018,4,3,0,"2018-11-15"
"6000",2018,4,21976,1886202636,"2018-11-15"
"6001",2018,4,956,94112085,"2018-11-15"
"6005",2018,4,11,1137125,"2018-11-15"
"6007",2018,4,96,9068749,"2018-11-15"
"6009",2018,4,12,1028897,"2018-11-15"
"6011",2018,4,5,0,"2018-11-15"
"6013",2018,4,696,64761166,"2018-11-15"
"6015",2018,4,5,261104,"2018-11-15"
"6017",2018,4,96,8680233,"2018-11-15"
"6019",2018,4,410,38280516,"2018-11-15"
"6021",2018,4,6,343291,"2018-11-15"
"6023",2018,4,54,4809681,"2018-11-15"
"6025",2018,4,25,2279367,"2018-11-15"
"6027",2018,4,7,587251,"2018-11-15"
"6029",2018,4,228,24505521,"2018-11-15"
"6031",2018,4,33,2818800,"2018-11-15"
"6033",2018,4,18,1515538,"2018-11-15"
"6035",2018,4,9,822251,"2018-11-15"
"6037",2018,4,6055,427850707,"2018-11-15"
"6039",2018,4,41,3161193,"2018-11-15"
"6041",2018,4,186,22880945,"2018-11-15"
"6043",2018,4,4,398591,"2018-11-15"
"6045",2018,4,29,2472413,"2018-11-15"
"6047",2018,4,70,7243146,"2018-11-15"
"6049",2018,4,1,0,"2018-11-15"
"6051",2018,4,4,163488,"2018-11-15"
"6053",2018,4,183,18512826,"2018-11-15"
"6055",2018,4,74,8068670,"2018-11-15"
"6057",2018,4,48,4362221,"2018-11-15"
"6059",2018,4,2750,210609498,"2018-11-15"
"6061",2018,4,304,30228991,"2018-11-15"
"6063",2018,4,1,0,"2018-11-15"
"6063",2018,4,10,549447,"2018-11-15"
"6065",2018,4,874,74579227,"2018-11-15"
"6067",2018,4,760,78893606,"2018-11-15"
"6069",2018,4,15,1498393,"2018-11-15"
"6071",2018,4,897,68228690,"2018-11-15"
"6073",2018,4,1890,154318100,"2018-11-15"
"6075",2018,4,657,53240650,"2018-11-15"
"6077",2018,4,277,27045494,"2018-11-15"
"6079",2018,4,144,13535925,"2018-11-15"
"6081",2018,4,507,49364299,"2018-11-15"
"6083",2018,4,248,23300845,"2018-11-15"
"6085",2018,4,1494,178512146,"2018-11-15"
"6087",2018,4,130,15017198,"2018-11-15"
"6089",2018,4,80,7618936,"2018-11-15"
"6091",2018,4,1,0,"2018-11-15"
"6093",2018,4,2,0,"2018-11-15"
"6093",2018,4,14,832571,"2018-11-15"
"6095",2018,4,198,19086062,"2018-11-15"
"6097",2018,4,278,28869441,"2018-11-15"
"6099",2018,4,217,22478753,"2018-11-15"
"6101",2018,4,53,5979173,"2018-11-15"
"6103",2018,4,15,1993624,"2018-11-15"
"6105",2018,4,2,0,"2018-11-15"
"6107",2018,4,135,12502828,"2018-11-15"
"6109",2018,4,28,2770252,"2018-11-15"
"6111",2018,4,489,40187444,"2018-11-15"
"6113",2018,4,89,8177602,"2018-11-15"
"6115",2018,4,4,231509,"2018-11-15"
"6999",2018,4,54,5953763,"2018-11-15"
"8000",2018,4,2887,280011576,"2018-11-15"
"8001",2018,4,192,19741593,"2018-11-15"
"8003",2018,4,9,873014,"2018-11-15"
"8005",2018,4,426,47731647,"2018-11-15"
"8007",2018,4,7,376462,"2018-11-15"
"8009",2018,4,2,0,"2018-11-15"
"8011",2018,4,1,0,"2018-11-15"
"8013",2018,4,230,21943836,"2018-11-15"
"8014",2018,4,38,3420059,"2018-11-15"
"8015",2018,4,6,512521,"2018-11-15"
"8019",2018,4,3,78164,"2018-11-15"
"8021",2018,4,2,0,"2018-11-15"
"8029",2018,4,10,496802,"2018-11-15"
"8031",2018,4,336,31841374,"2018-11-15"
"8035",2018,4,184,17269995,"2018-11-15"
"8037",2018,4,27,1820273,"2018-11-15"
"8039",2018,4,3,182490,"2018-11-15"
"8041",2018,4,381,34275762,"2018-11-15"
"8043",2018,4,14,924947,"2018-11-15"
"8045",2018,4,27,3134472,"2018-11-15"
"8049",2018,4,5,387660,"2018-11-15"
"8051",2018,4,8,550170,"2018-11-15"
"8055",2018,4,0,0,"2018-11-15"
"8059",2018,4,372,39365527,"2018-11-15"
"8063",2018,4,3,0,"2018-11-15"
"8065",2018,4,2,0,"2018-11-15"
"8067",2018,4,29,2947828,"2018-11-15"
"8069",2018,4,194,18191311,"2018-11-15"
"8071",2018,4,6,0,"2018-11-15"
"8073",2018,4,2,0,"2018-11-15"
"8075",2018,4,8,678432,"2018-11-15"
"8077",2018,4,79,7569350,"2018-11-15"
"8081",2018,4,4,0,"2018-11-15"
"8083",2018,4,12,805875,"2018-11-15"
"8085",2018,4,26,2474363,"2018-11-15"
"8087",2018,4,11,492883,"2018-11-15"
"8089",2018,4,4,338942,"2018-11-15"
"8091",2018,4,3,234531,"2018-11-15"
"8093",2018,4,1,0,"2018-11-15"
"8095",2018,4,1,0,"2018-11-15"
"8097",2018,4,9,729321,"2018-11-15"
"8099",2018,4,4,205488,"2018-11-15"
"8101",2018,4,60,6958856,"2018-11-15"
"8103",2018,4,3,0,"2018-11-15"
"8105",2018,4,4,301947,"2018-11-15"
"8107",2018,4,14,1318107,"2018-11-15"
"8109",2018,4,1,0,"2018-11-15"
"8113",2018,4,2,0,"2018-11-15"
"8117",2018,4,15,1435275,"2018-11-15"
"8119",2018,4,7,644985,"2018-11-15"
"8121",2018,4,1,0,"2018-11-15"
"8123",2018,4,92,7523074,"2018-11-15"
"8125",2018,4,2,0,"2018-11-15"
"8999",2018,4,5,309875,"2018-11-15"
"9000",2018,4,1679,195665176,"2018-11-15"
"9001",2018,4,539,62662764,"2018-11-15"
"9003",2018,4,444,53176972,"2018-11-15"
"9005",2018,4,67,5570517,"2018-11-15"
"9007",2018,4,76,8945519,"2018-11-15"
"9009",2018,4,371,40521793,"2018-11-15"
"9011",2018,4,100,14961551,"2018-11-15"
"9013",2018,4,46,5190932,"2018-11-15"
"9015",2018,4,30,3147032,"2018-11-15"
"9999",2018,4,6,1488096,"2018-11-15"
"10000",2018,4,249,53264833,"2018-11-15"
"10001",2018,4,39,9080078,"2018-11-15"
"10003",2018,4,179,37143292,"2018-11-15"
"10005",2018,4,31,7041463,"2018-11-15"
"11000",2018,4,333,37032322,"2018-11-15"
"11001",2018,4,333,37032322,"2018-11-15"
"12000",2018,4,8046,814007485,"2018-11-15"
"12001",2018,4,108,11958938,"2018-11-15"
"12003",2018,4,2,0,"2018-11-15"
"12005",2018,4,58,7107172,"2018-11-15"
"12007",2018,4,3,155275,"2018-11-15"
"12009",2018,4,203,24735097,"2018-11-15"
"12011",2018,4,976,74420502,"2018-11-15"
"12013",2018,4,5,1065162,"2018-11-15"
"12015",2018,4,59,7875655,"2018-11-15"
"12017",2018,4,32,3660494,"2018-11-15"
"12019",2018,4,67,7740980,"2018-11-15"
"12021",2018,4,174,19062846,"2018-11-15"
"12023",2018,4,14,1668339,"2018-11-15"
"12027",2018,4,3,258105,"2018-11-15"
"12029",2018,4,1,0,"2018-11-15"
"12031",2018,4,334,41326281,"2018-11-15"
"12033",2018,4,102,15463665,"2018-11-15"
"12035",2018,4,25,3880631,"2018-11-15"
"12037",2018,4,1,0,"2018-11-15"
"12039",2018,4,5,242328,"2018-11-15"
"12041",2018,4,1,0,"2018-11-15"
"12045",2018,4,1,0,"2018-11-15"
"12047",2018,4,2,0,"2018-11-15"
"12049",2018,4,1,0,"2018-11-15"
"12051",2018,4,5,676851,"2018-11-15"
"12053",2018,4,56,6270382,"2018-11-15"
"12055",2018,4,27,3448526,"2018-11-15"
"12057",2018,4,589,61886195,"2018-11-15"
"12059",2018,4,4,232406,"2018-11-15"
"12061",2018,4,67,6406964,"2018-11-15"
"12063",2018,4,9,0,"2018-11-15"
"12065",2018,4,1,0,"2018-11-15"
"12069",2018,4,103,12318264,"2018-11-15"
"12071",2018,4,248,29614838,"2018-11-15"
"12073",2018,4,74,10041759,"2018-11-15"
"12075",2018,4,8,460480,"2018-11-15"
"12077",2018,4,1,0,"2018-11-15"
"12079",2018,4,2,0,"2018-11-15"
"12081",2018,4,132,15511362,"2018-11-15"
"12083",2018,4,100,11068755,"2018-11-15"
"12085",2018,4,88,8535153,"2018-11-15"
"12086",2018,4,1298,83542395,"2018-11-15"
"12087",2018,4,26,1859545,"2018-11-15"
"12089",2018,4,19,2240515,"2018-11-15"
"12091",2018,4,74,7319201,"2018-11-15"
"12093",2018,4,5,864587,"2018-11-15"
"12095",2018,4,445,46768843,"2018-11-15"
"12097",2018,4,62,5374276,"2018-11-15"
"12099",2018,4,778,73957867,"2018-11-15"
"12101",2018,4,153,14112139,"2018-11-15"
"12103",2018,4,444,44048216,"2018-11-15"
"12105",2018,4,151,18299752,"2018-11-15"
"12107",2018,4,14,1864879,"2018-11-15"
"12109",2018,4,88,8969614,"2018-11-15"
"12111",2018,4,74,8337058,"2018-11-15"
"12113",2018,4,28,4244051,"2018-11-15"
"12115",2018,4,218,25606552,"2018-11-15"
"12117",2018,4,195,33291967,"2018-11-15"
"12119",2018,4,29,4526219,"2018-11-15"
"12121",2018,4,7,464342,"2018-11-15"
"12123",2018,4,2,0,"2018-11-15"
"12127",2018,4,163,14848129,"2018-11-15"
"12129",2018,4,4,776389,"2018-11-15"
"12131",2018,4,14,1456294,"2018-11-15"
"12133",2018,4,6,119491,"2018-11-15"
"12999",2018,4,58,21817120,"2018-11-15"
"13000",2018,4,1,0,"2018-11-15"
"13000",2018,4,3516,402120091,"2018-11-15"
"13001",2018,4,4,268018,"2018-11-15"
"13003",2018,4,1,0,"2018-11-15"
"13005",2018,4,2,0,"2018-11-15"
"13009",2018,4,12,976667,"2018-11-15"
"13011",2018,4,3,875648,"2018-11-15"
"13013",2018,4,12,1444854,"2018-11-15"
"13015",2018,4,24,2918760,"2018-11-15"
"13017",2018,4,3,394460,"2018-11-15"
"13019",2018,4,2,0,"2018-11-15"
"13021",2018,4,65,7759834,"2018-11-15"
"13023",2018,4,2,0,"2018-11-15"
"13025",2018,4,1,0,"2018-11-15"
"13027",2018,4,1,0,"2018-11-15"
"13029",2018,4,17,1640025,"2018-11-15"
"13031",2018,4,20,2578953,"2018-11-15"
"13033",2018,4,2,0,"2018-11-15"
"13035",2018,4,1,0,"2018-11-15"
"13037",2018,4,2,0,"2018-11-15"
"13039",2018,4,13,1183975,"2018-11-15"
"13043",2018,4,1,0,"2018-11-15"
"13045",2018,4,29,3853036,"2018-11-15"
"13047",2018,4,15,1172807,"2018-11-15"
"13049",2018,4,1,0,"2018-11-15"
"13051",2018,4,105,14075882,"2018-11-15"
"13055",2018,4,3,240758,"2018-11-15"
"13057",2018,4,91,15184831,"2018-11-15"
"13059",2018,4,46,4545063,"2018-11-15"
"13063",2018,4,40,4290323,"2018-11-15"
"13065",2018,4,1,0,"2018-11-15"
"13067",2018,4,371,50852925,"2018-11-15"
"13069",2018,4,14,3952857,"2018-11-15"
"13071",2018,4,8,823671,"2018-11-15"
"13073",2018,4,41,4873186,"2018-11-15"
"13075",2018,4,4,347273,"2018-11-15"
"13077",2018,4,36,4040992,"2018-11-15"
"13081",2018,4,4,166390,"2018-11-15"
"13083",2018,4,1,0,"2018-11-15"
"13085",2018,4,7,513406,"2018-11-15"
"13087",2018,4,6,413948,"2018-11-15"
"13089",2018,4,272,22140425,"2018-11-15"
"13091",2018,4,5,563579,"2018-11-15"
"13093",2018,4,2,0,"2018-11-15"
"13095",2018,4,29,3358874,"2018-11-15"
"13097",2018,4,40,4127967,"2018-11-15"
"13099",2018,4,2,0,"2018-11-15"
"13103",2018,4,7,586071,"2018-11-15"
"13105",2018,4,5,438712,"2018-11-15"
"13107",2018,4,5,0,"2018-11-15"
"13111",2018,4,5,712148,"2018-11-15"
"13113",2018,4,77,9506563,"2018-11-15"
"13115",2018,4,30,3722443,"2018-11-15"
"13117",2018,4,82,12481320,"2018-11-15"
"13119",2018,4,3,0,"2018-11-15"
"13121",2018,4,1,0,"2018-11-15"
"13121",2018,4,548,64428819,"2018-11-15"
"13123",2018,4,9,529483,"2018-11-15"
"13127",2018,4,35,4471202,"2018-11-15"
"13129",2018,4,10,984890,"2018-11-15"
"13131",2018,4,5,383433,"2018-11-15"
"13133",2018,4,5,833773,"2018-11-15"
"13135",2018,4,406,45567754,"2018-11-15"
"13137",2018,4,14,1377226,"2018-11-15"
"13139",2018,4,84,9397458,"2018-11-15"
"13143",2018,4,3,182748,"2018-11-15"
"13145",2018,4,1,0,"2018-11-15"
"13147",2018,4,5,675253,"2018-11-15"
"13151",2018,4,60,5466364,"2018-11-15"
"13153",2018,4,46,7026939,"2018-11-15"
"13155",2018,4,1,0,"2018-11-15"
"13157",2018,4,18,1792821,"2018-11-15"
"13159",2018,4,2,0,"2018-11-15"
"13161",2018,4,1,0,"2018-11-15"
"13163",2018,4,2,0,"2018-11-15"
"13167",2018,4,1,0,"2018-11-15"
"13169",2018,4,2,0,"2018-11-15"
"13171",2018,4,3,0,"2018-11-15"
"13173",2018,4,1,0,"2018-11-15"
"13175",2018,4,10,904722,"2018-11-15"
"13177",2018,4,8,1541952,"2018-11-15"
"13179",2018,4,11,1074905,"2018-11-15"
"13181",2018,4,2,0,"2018-11-15"
"13185",2018,4,43,4581765,"2018-11-15"
"13187",2018,4,6,263529,"2018-11-15"
"13189",2018,4,8,475357,"2018-11-15"
"13191",2018,4,1,0,"2018-11-15"
"13193",2018,4,1,0,"2018-11-15"
"13195",2018,4,1,0,"2018-11-15"
"13199",2018,4,1,0,"2018-11-15"
"13201",2018,4,3,110036,"2018-11-15"
"13205",2018,4,3,0,"2018-11-15"
"13207",2018,4,4,268237,"2018-11-15"
"13211",2018,4,9,623135,"2018-11-15"
"13213",2018,4,1,0,"2018-11-15"
"13215",2018,4,67,6997144,"2018-11-15"
"13217",2018,4,18,1658224,"2018-11-15"
"13219",2018,4,17,1965484,"2018-11-15"
"13223",2018,4,25,2939148,"2018-11-15"
"13225",2018,4,7,746324,"2018-11-15"
"13227",2018,4,6,489095,"2018-11-15"
"13229",2018,4,3,225385,"2018-11-15"
"13231",2018,4,2,0,"2018-11-15"
"13233",2018,4,5,313120,"2018-11-15"
"13235",2018,4,1,0,"2018-11-15"
"13237",2018,4,5,225340,"2018-11-15"
"13241",2018,4,5,448692,"2018-11-15"
"13243",2018,4,1,0,"2018-11-15"
"13245",2018,4,82,7559784,"2018-11-15"
"13247",2018,4,35,7372391,"2018-11-15"
"13251",2018,4,1,0,"2018-11-15"
"13253",2018,4,2,0,"2018-11-15"
"13255",2018,4,11,1258615,"2018-11-15"
"13257",2018,4,7,1103090,"2018-11-15"
"13259",2018,4,1,0,"2018-11-15"
"13261",2018,4,6,440308,"2018-11-15"
"13267",2018,4,2,0,"2018-11-15"
"13269",2018,4,1,0,"2018-11-15"
"13273",2018,4,1,0,"2018-11-15"
"13275",2018,4,13,1577265,"2018-11-15"
"13277",2018,4,9,1460865,"2018-11-15"
"13279",2018,4,9,907257,"2018-11-15"
"13281",2018,4,6,502275,"2018-11-15"
"13283",2018,4,1,0,"2018-11-15"
"13285",2018,4,26,3244127,"2018-11-15"
"13287",2018,4,2,0,"2018-11-15"
"13291",2018,4,6,658541,"2018-11-15"
"13293",2018,4,6,432259,"2018-11-15"
"13295",2018,4,5,620392,"2018-11-15"
"13297",2018,4,16,1517301,"2018-11-15"
"13299",2018,4,11,1311350,"2018-11-15"
"13303",2018,4,3,223780,"2018-11-15"
"13305",2018,4,5,334479,"2018-11-15"
"13311",2018,4,8,585002,"2018-11-15"
"13313",2018,4,28,7556952,"2018-11-15"
"13315",2018,4,1,0,"2018-11-15"
"13317",2018,4,2,0,"2018-11-15"
"13319",2018,4,1,0,"2018-11-15"
"13321",2018,4,2,0,"2018-11-15"
"13999",2018,4,96,1886299,"2018-11-15"
"15000",2018,4,646,66157149,"2018-11-15"
"15001",2018,4,72,6612324,"2018-11-15"
"15003",2018,4,474,48004325,"2018-11-15"
"15007",2018,4,32,3343704,"2018-11-15"
"15009",2018,4,68,8196796,"2018-11-15"
"16000",2018,4,775,62123957,"2018-11-15"
"16001",2018,4,236,21616244,"2018-11-15"
"16003",2018,4,1,0,"2018-11-15"
"16005",2018,4,50,3124016,"2018-11-15"
"16007",2018,4,4,171575,"2018-11-15"
"16009",2018,4,3,129072,"2018-11-15"
"16011",2018,4,16,1140000,"2018-11-15"
"16013",2018,4,15,931727,"2018-11-15"
"16015",2018,4,1,0,"2018-11-15"
"16017",2018,4,18,1035425,"2018-11-15"
"16019",2018,4,72,7145088,"2018-11-15"
"16021",2018,4,5,328753,"2018-11-15"
"16027",2018,4,63,6325482,"2018-11-15"
"16029",2018,4,2,0,"2018-11-15"
"16031",2018,4,16,916983,"2018-11-15"
"16035",2018,4,2,0,"2018-11-15"
"16037",2018,4,1,0,"2018-11-15"
"16039",2018,4,4,289262,"2018-11-15"
"16041",2018,4,8,309290,"2018-11-15"
"16043",2018,4,2,0,"2018-11-15"
"16045",2018,4,7,353842,"2018-11-15"
"16047",2018,4,3,156848,"2018-11-15"
"16049",2018,4,3,0,"2018-11-15"
"16051",2018,4,9,555702,"2018-11-15"
"16053",2018,4,7,365376,"2018-11-15"
"16055",2018,4,72,7171004,"2018-11-15"
"16057",2018,4,14,1075616,"2018-11-15"
"16059",2018,4,3,0,"2018-11-15"
"16061",2018,4,1,0,"2018-11-15"
"16065",2018,4,17,834434,"2018-11-15"
"16067",2018,4,5,0,"2018-11-15"
"16069",2018,4,21,1840685,"2018-11-15"
"16071",2018,4,2,0,"2018-11-15"
"16073",2018,4,2,0,"2018-11-15"
"16075",2018,4,11,661888,"2018-11-15"
"16077",2018,4,2,0,"2018-11-15"
"16079",2018,4,3,0,"2018-11-15"
"16081",2018,4,6,136613,"2018-11-15"
"16083",2018,4,53,3464753,"2018-11-15"
"16085",2018,4,4,221007,"2018-11-15"
"16087",2018,4,3,0,"2018-11-15"
"16999",2018,4,8,54595,"2018-11-15"
"17000",2018,4,5668,567960212,"2018-11-15"
"17001",2018,4,19,2493399,"2018-11-15"
"17005",2018,4,3,0,"2018-11-15"
"17007",2018,4,11,1144682,"2018-11-15"
"17009",2018,4,1,0,"2018-11-15"
"17011",2018,4,7,0,"2018-11-15"
"17013",2018,4,0,0,"2018-11-15"
"17015",2018,4,2,0,"2018-11-15"
"17017",2018,4,1,0,"2018-11-15"
"17019",2018,4,52,6794814,"2018-11-15"
"17021",2018,4,5,754717,"2018-11-15"
"17025",2018,4,4,0,"2018-11-15"
"17027",2018,4,7,844883,"2018-11-15"
"17029",2018,4,13,1320076,"2018-11-15"
"17031",2018,4,2787,243726071,"2018-11-15"
"17033",2018,4,4,281086,"2018-11-15"
"17035",2018,4,2,0,"2018-11-15"
"17037",2018,4,28,5971732,"2018-11-15"
"17039",2018,4,3,193886,"2018-11-15"
"17041",2018,4,2,0,"2018-11-15"
"17043",2018,4,715,62771032,"2018-11-15"
"17045",2018,4,3,0,"2018-11-15"
"17047",2018,4,1,0,"2018-11-15"
"17049",2018,4,20,19286302,"2018-11-15"
"17051",2018,4,3,692302,"2018-11-15"
"17053",2018,4,5,344872,"2018-11-15"
"17055",2018,4,9,1253943,"2018-11-15"
"17057",2018,4,0,0,"2018-11-15"
"17061",2018,4,4,187862,"2018-11-15"
"17063",2018,4,11,1057721,"2018-11-15"
"17065",2018,4,1,0,"2018-11-15"
"17067",2018,4,3,192182,"2018-11-15"
"17071",2018,4,2,0,"2018-11-15"
"17073",2018,4,10,2462756,"2018-11-15"
"17075",2018,4,5,589483,"2018-11-15"
"17077",2018,4,16,2330242,"2018-11-15"
"17079",2018,4,2,0,"2018-11-15"
"17081",2018,4,13,1019186,"2018-11-15"
"17083",2018,4,6,361692,"2018-11-15"
"17085",2018,4,8,388663,"2018-11-15"
"17087",2018,4,3,72474,"2018-11-15"
"17089",2018,4,211,23590335,"2018-11-15"
"17091",2018,4,29,3565171,"2018-11-15"
"17093",2018,4,30,3245190,"2018-11-15"
"17095",2018,4,9,607036,"2018-11-15"
"17097",2018,4,378,39929793,"2018-11-15"
"17099",2018,4,32,2828972,"2018-11-15"
"17101",2018,4,1,0,"2018-11-15"
"17103",2018,4,7,553213,"2018-11-15"
"17105",2018,4,6,0,"2018-11-15"
"17107",2018,4,5,293839,"2018-11-15"
"17109",2018,4,9,246031,"2018-11-15"
"17111",2018,4,120,12896702,"2018-11-15"
"17113",2018,4,56,7652040,"2018-11-15"
"17115",2018,4,30,3768533,"2018-11-15"
"17117",2018,4,14,879381,"2018-11-15"
"17119",2018,4,104,9746860,"2018-11-15"
"17121",2018,4,7,536362,"2018-11-15"
"17123",2018,4,3,278951,"2018-11-15"
"17125",2018,4,3,840856,"2018-11-15"
"17127",2018,4,3,188018,"2018-11-15"
"17129",2018,4,2,0,"2018-11-15"
"17133",2018,4,12,1346717,"2018-11-15"
"17135",2018,4,5,181581,"2018-11-15"
"17137",2018,4,11,544884,"2018-11-15"
"17139",2018,4,1,0,"2018-11-15"
"17141",2018,4,12,1408548,"2018-11-15"
"17143",2018,4,74,10190076,"2018-11-15"
"17145",2018,4,5,517950,"2018-11-15"
"17147",2018,4,4,199931,"2018-11-15"
"17149",2018,4,3,663543,"2018-11-15"
"17155",2018,4,2,0,"2018-11-15"
"17157",2018,4,7,406375,"2018-11-15"
"17159",2018,4,4,369367,"2018-11-15"
"17161",2018,4,48,5628187,"2018-11-15"
"17163",2018,4,75,8283937,"2018-11-15"
"17165",2018,4,4,237347,"2018-11-15"
"17167",2018,4,66,10666065,"2018-11-15"
"17171",2018,4,1,0,"2018-11-15"
"17173",2018,4,2,0,"2018-11-15"
"17177",2018,4,10,3197463,"2018-11-15"
"17179",2018,4,31,3748847,"2018-11-15"
"17181",2018,4,3,76120,"2018-11-15"
"17183",2018,4,11,841373,"2018-11-15"
"17185",2018,4,2,0,"2018-11-15"
"17187",2018,4,4,94803,"2018-11-15"
"17189",2018,4,3,235796,"2018-11-15"
"17191",2018,4,2,0,"2018-11-15"
"17193",2018,4,2,0,"2018-11-15"
"17195",2018,4,14,3664708,"2018-11-15"
"17197",2018,4,246,22975266,"2018-11-15"
"17199",2018,4,17,1176684,"2018-11-15"
"17201",2018,4,91,15280814,"2018-11-15"
"17203",2018,4,7,804526,"2018-11-15"
"17999",2018,4,39,2252774,"2018-11-15"
"18000",2018,4,2192,270623604,"2018-11-15"
"18001",2018,4,5,1649223,"2018-11-15"
"18003",2018,4,116,22060196,"2018-11-15"
"18005",2018,4,34,3831418,"2018-11-15"
"18007",2018,4,2,0,"2018-11-15"
"18009",2018,4,3,0,"2018-11-15"
"18011",2018,4,26,3051074,"2018-11-15"
"18013",2018,4,1,0,"2018-11-15"
"18015",2018,4,8,0,"2018-11-15"
"18017",2018,4,5,420930,"2018-11-15"
"18019",2018,4,29,3723108,"2018-11-15"
"18021",2018,4,5,325552,"2018-11-15"
"18023",2018,4,10,763839,"2018-11-15"
"18025",2018,4,3,0,"2018-11-15"
"18027",2018,4,6,760125,"2018-11-15"
"18029",2018,4,8,1033158,"2018-11-15"
