"dataset","NOHSS_topic","indicator_short","indicator_text","indicator_tooltip","geo_name","geo_abr","fips_code","fips_code_1","years","year_min","desired_direction","unit","value","lower_CI","upper_CI","indicator_calculation","base_population","geo_type","measure_value","measure_group","indicator","X6","geo_level","geo_abr_1","service","id"
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Carolina","SC",NA,NA,"2010","2010","lower","per 100k",3.1,2.7,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7440
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Carolina","SC",NA,NA,"2011","2011","lower","per 100k",2.6,2.2,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7441
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Carolina","SC",NA,NA,"2012","2012","lower","per 100k",2.7,2.3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7442
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Carolina","SC",NA,NA,"2013","2013","lower","per 100k",3.2,2.7,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7443
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Carolina","SC",NA,NA,"2014","2014","lower","per 100k",3.1,2.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7444
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Carolina","SC",NA,NA,"2015","2015","lower","per 100k",2.9,2.5,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7445
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Carolina","SC",NA,NA,"2016","2016","lower","per 100k",3.1,2.6,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7446
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Carolina","SC",NA,NA,"2017","2017","lower","per 100k",3,2.6,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7447
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Dakota","SD",NA,NA,"1999","1999","lower","per 100k",2.7,1.6,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7448
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Dakota","SD",NA,NA,"2000","2000","lower","per 100k",2.7,1.7,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7449
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Dakota","SD",NA,NA,"2001","2001","lower","per 100k",2.4,1.5,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7450
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Dakota","SD",NA,NA,"2002","2002","lower","per 100k",2.9,1.9,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7451
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Dakota","SD",NA,NA,"2003","2003","lower","per 100k",2.3,1.4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7452
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Dakota","SD",NA,NA,"2004","2004","lower","per 100k",1.3,0.7,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7453
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Dakota","SD",NA,NA,"2005","2005","lower","per 100k",2.3,1.4,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7454
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Dakota","SD",NA,NA,"2006","2006","lower","per 100k",2.2,1.3,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7455
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Dakota","SD",NA,NA,"2007","2007","lower","per 100k",1.7,1,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7456
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Dakota","SD",NA,NA,"2008","2008","lower","per 100k",1.7,1,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7457
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Dakota","SD",NA,NA,"2009","2009","lower","per 100k",1.8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7458
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Dakota","SD",NA,NA,"2010","2010","lower","per 100k",2.1,1.3,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7459
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Dakota","SD",NA,NA,"2011","2011","lower","per 100k",1.9,1.2,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7460
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Dakota","SD",NA,NA,"2012","2012","lower","per 100k",3,2,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7461
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Dakota","SD",NA,NA,"2013","2013","lower","per 100k",1.8,1,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7462
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Dakota","SD",NA,NA,"2014","2014","lower","per 100k",2.4,1.5,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7463
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Dakota","SD",NA,NA,"2015","2015","lower","per 100k",1.7,1,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7464
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Dakota","SD",NA,NA,"2016","2016","lower","per 100k",2.3,1.5,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7465
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","South Dakota","SD",NA,NA,"2017","2017","lower","per 100k",2.8,1.8,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7466
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Tennessee","TN",NA,NA,"1999","1999","lower","per 100k",3.1,2.6,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7467
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Tennessee","TN",NA,NA,"2000","2000","lower","per 100k",2.8,2.4,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7468
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Tennessee","TN",NA,NA,"2001","2001","lower","per 100k",3.4,2.9,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7469
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Tennessee","TN",NA,NA,"2002","2002","lower","per 100k",3.3,2.8,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7470
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Tennessee","TN",NA,NA,"2003","2003","lower","per 100k",3.3,2.8,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7471
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Tennessee","TN",NA,NA,"2004","2004","lower","per 100k",3,2.5,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7472
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Tennessee","TN",NA,NA,"2005","2005","lower","per 100k",2.9,2.5,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7473
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Tennessee","TN",NA,NA,"2006","2006","lower","per 100k",3.1,2.6,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7474
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Tennessee","TN",NA,NA,"2007","2007","lower","per 100k",3.1,2.7,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7475
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Tennessee","TN",NA,NA,"2008","2008","lower","per 100k",2.8,2.4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7476
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Tennessee","TN",NA,NA,"2009","2009","lower","per 100k",2.8,2.4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7477
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Tennessee","TN",NA,NA,"2010","2010","lower","per 100k",3.4,3,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7478
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Tennessee","TN",NA,NA,"2011","2011","lower","per 100k",3.2,2.8,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7479
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Tennessee","TN",NA,NA,"2012","2012","lower","per 100k",2.9,2.5,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7480
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Tennessee","TN",NA,NA,"2013","2013","lower","per 100k",3,2.6,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7481
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Tennessee","TN",NA,NA,"2014","2014","lower","per 100k",3.2,2.8,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7482
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Tennessee","TN",NA,NA,"2015","2015","lower","per 100k",2.8,2.4,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7483
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Tennessee","TN",NA,NA,"2016","2016","lower","per 100k",3.1,2.7,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7484
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Tennessee","TN",NA,NA,"2017","2017","lower","per 100k",2.7,2.3,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7485
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Texas","TX",NA,NA,"1999","1999","lower","per 100k",3,2.8,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7486
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Texas","TX",NA,NA,"2000","2000","lower","per 100k",2.8,2.6,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7487
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Texas","TX",NA,NA,"2001","2001","lower","per 100k",2.8,2.6,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7488
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Texas","TX",NA,NA,"2002","2002","lower","per 100k",2.8,2.6,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7489
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Texas","TX",NA,NA,"2003","2003","lower","per 100k",2.6,2.4,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7490
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Texas","TX",NA,NA,"2004","2004","lower","per 100k",2.7,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7491
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Texas","TX",NA,NA,"2005","2005","lower","per 100k",2.6,2.4,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7492
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Texas","TX",NA,NA,"2006","2006","lower","per 100k",2.6,2.4,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7493
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Texas","TX",NA,NA,"2007","2007","lower","per 100k",2.6,2.3,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7494
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Texas","TX",NA,NA,"2008","2008","lower","per 100k",2.4,2.2,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7495
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Texas","TX",NA,NA,"2009","2009","lower","per 100k",2.5,2.2,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7496
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Texas","TX",NA,NA,"2010","2010","lower","per 100k",2.6,2.4,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7497
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Texas","TX",NA,NA,"2011","2011","lower","per 100k",2.6,2.4,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7498
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Texas","TX",NA,NA,"2012","2012","lower","per 100k",2.6,2.4,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7499
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Texas","TX",NA,NA,"2013","2013","lower","per 100k",2.7,2.5,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7500
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Texas","TX",NA,NA,"2014","2014","lower","per 100k",2.6,2.4,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7501
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Texas","TX",NA,NA,"2015","2015","lower","per 100k",2.6,2.4,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7502
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Texas","TX",NA,NA,"2016","2016","lower","per 100k",2.3,2.2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7503
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Texas","TX",NA,NA,"2017","2017","lower","per 100k",2.5,2.3,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7504
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Utah","UT",NA,NA,"1999","1999","lower","per 100k",2,1.4,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7505
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Utah","UT",NA,NA,"2000","2000","lower","per 100k",1.7,1.1,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7506
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Utah","UT",NA,NA,"2001","2001","lower","per 100k",1.9,1.3,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7507
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Utah","UT",NA,NA,"2002","2002","lower","per 100k",1.9,1.3,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7508
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Utah","UT",NA,NA,"2003","2003","lower","per 100k",2,1.4,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7509
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Utah","UT",NA,NA,"2004","2004","lower","per 100k",1.5,1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7510
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Utah","UT",NA,NA,"2005","2005","lower","per 100k",1.7,1.2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7511
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Utah","UT",NA,NA,"2006","2006","lower","per 100k",1.5,1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7512
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Utah","UT",NA,NA,"2007","2007","lower","per 100k",1.5,1,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7513
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Utah","UT",NA,NA,"2008","2008","lower","per 100k",1.1,0.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7514
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Utah","UT",NA,NA,"2009","2009","lower","per 100k",1.3,0.9,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7515
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Utah","UT",NA,NA,"2010","2010","lower","per 100k",1.6,1.1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7516
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Utah","UT",NA,NA,"2011","2011","lower","per 100k",1.9,1.3,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7517
"CDC United States Cancer Statistics Registry","health outcome","incidence of oral / pharyngeal cancer","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","age-adjusted new annual cases of oral or pharyngeal cancer per 100k people","Utah","UT",NA,NA,"2012","2012","lower","per 100k",1.8,1.2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7518
