provider_specialty_id,provider_id,specialty
82930,1760494769,General Dentistry
82931,1760528384,General Dentistry
82932,1760544993,General Dentistry
82933,1760580419,General Dentistry
82934,1760604144,General Dentistry
82935,1760620660,General Dentistry
82936,1760675227,Orthodontics and Dentofacial Orthopedics
82937,1760809354,General Dentistry
82938,1760839294,General Dentistry
82939,1770003279,General Dentistry
82940,1770516114,General Dentistry
82941,1770616211,General Dentistry
82942,1770620171,General Dentistry
82943,1770624843,General Dentistry
82944,1770634446,Orthodontics and Dentofacial Orthopedics
82945,1770637563,Pediatric Dentistry
82946,1770669541,Orthodontics and Dentofacial Orthopedics
82947,1770673261,General Dentistry
82948,1770700411,General Dentistry
82949,1770701948,General Dentistry
82950,1770715799,General Dentistry
82951,1770716540,General Dentistry
82952,1770754509,General Dentistry
82953,1770762874,General Dentistry
82954,1770788069,General Dentistry
82955,1770788069,Pediatric Dentistry
82956,1770878647,General Dentistry
82957,1770964611,General Dentistry
82958,1780060756,General Dentistry
82959,1780096479,Pediatric Dentistry
82960,1780096479,General Dentistry
82961,1780098079,General Dentistry
82962,1780112797,General Dentistry
82963,1780127894,General Dentistry
82964,1780159608,Orthodontics and Dentofacial Orthopedics
82965,1780668616,General Dentistry
82966,1780724443,General Dentistry
82967,1780726927,General Dentistry
82968,1780743591,General Dentistry
82969,1780774992,Oral and Maxillofacial Surgery
82970,1780779496,Pediatric Dentistry
82971,1780781351,Pediatric Dentistry
82972,1780922187,Orthodontics and Dentofacial Orthopedics
82973,1790121200,General Dentistry
82974,1790125755,General Dentistry
82975,1194133413,General Dentistry
82976,1194178681,General Dentistry
82977,1115288,General Dentistry
82978,1194806778,Pediatric Dentistry
82979,1194817296,General Dentistry
82980,1194882001,General Dentistry
82981,1194891242,General Dentistry
82982,1194919209,General Dentistry
82983,1194931816,General Dentistry
82984,1194944918,Orthodontics and Dentofacial Orthopedics
82985,1194953257,General Dentistry
82986,1194999698,General Dentistry
82987,1205172095,Endodontics
82988,1205333150,General Dentistry
82989,1205333739,General Dentistry
82990,1205810538,General Dentistry
82991,1205841939,General Dentistry
82992,1205998556,General Dentistry
82993,1215005061,General Dentistry
82994,1215018445,General Dentistry
82995,1215022496,General Dentistry
82996,1215023825,Oral and Maxillofacial Surgery
82997,1215024997,General Dentistry
82998,1215029012,General Dentistry
82999,1215032206,General Dentistry
83000,1215035258,General Dentistry
83001,1215056973,Orthodontics and Dentofacial Orthopedics
83002,1215060801,General Dentistry
83003,1215072459,General Dentistry
83004,1215085741,General Dentistry
83005,1215089628,General Dentistry
83006,1215094412,General Dentistry
83007,1215098447,General Dentistry
83008,1215107032,General Dentistry
83009,1215108048,General Dentistry
83010,1215157748,General Dentistry
83011,1215186408,General Dentistry
83012,1215189493,General Dentistry
83013,1215225974,General Dentistry
83014,1215306915,General Dentistry
83015,1215386016,General Dentistry
83016,1215412606,General Dentistry
83017,1215415690,Orthodontics and Dentofacial Orthopedics
83018,1215423322,General Dentistry
83019,1215440359,General Dentistry
83020,1215457536,General Dentistry
83021,1215491162,General Dentistry
83022,1215915186,General Dentistry
83023,1215947742,General Dentistry
83024,1215949730,Orthodontics and Dentofacial Orthopedics
83025,1215949730,General Dentistry
83026,1215995782,General Dentistry
83027,1225008428,General Dentistry
83028,1225091911,General Dentistry
83029,1225176217,General Dentistry
83030,1225235344,General Dentistry
83031,1225245384,Orthodontics and Dentofacial Orthopedics
83032,1225286974,General Dentistry
83033,1225291800,General Dentistry
83034,1225312275,Pediatric Dentistry
83035,1225479785,General Dentistry
83036,1225489289,General Dentistry
83037,1225533102,General Dentistry
83038,1235128950,General Dentistry
83039,1235220534,General Dentistry
83040,1235235425,General Dentistry
83041,1235243148,General Dentistry
83042,1235267865,Orthodontics and Dentofacial Orthopedics
83043,1235296047,General Dentistry
83044,1235328477,General Dentistry
83045,1235338708,General Dentistry
83046,1235346164,Orthodontics and Dentofacial Orthopedics
83047,1235386954,General Dentistry
83048,1235500372,General Dentistry
83049,1235511882,General Dentistry
83050,1235513086,General Dentistry
83051,1235518622,Pediatric Dentistry
83052,1235521659,General Dentistry
83053,1437598240,General Dentistry
83054,1437687605,General Dentistry
83055,1437696564,General Dentistry
83056,1447219639,General Dentistry
83057,1447268693,General Dentistry
83058,1447277298,General Dentistry
83059,1447311535,General Dentistry
83060,1447343264,General Dentistry
83061,1447371679,General Dentistry
83062,1115273,Orthodontics and Dentofacial Orthopedics
83063,1447440862,General Dentistry
83064,1447506019,General Dentistry
83065,1447532197,Pediatric Dentistry
83066,1447577069,Oral and Maxillofacial Surgery
83067,1447584198,General Dentistry
83068,1447674817,General Dentistry
83069,1447676887,General Dentistry
83070,1447786082,General Dentistry
83071,1457308660,Pediatric Dentistry
83072,1457337982,Oral and Maxillofacial Surgery
83073,1457369779,General Dentistry
83074,1457464729,Endodontics
83075,1457476822,Orthodontics and Dentofacial Orthopedics
83076,1457498149,General Dentistry
83077,1457510927,General Dentistry
83078,1457525222,Endodontics
83079,1457565582,Orthodontics and Dentofacial Orthopedics
83080,1457586331,General Dentistry
83081,1457595449,General Dentistry
83082,1457603961,Orthodontics and Dentofacial Orthopedics
83083,1457645384,Pediatric Dentistry
83084,1457682445,General Dentistry
83085,1457687089,General Dentistry
83086,1457691917,General Dentistry
83087,1457751364,Endodontics
83088,1457751364,General Dentistry
83089,1457774184,General Dentistry
83090,1457871329,General Dentistry
83091,1467460782,General Dentistry
83092,1467470617,General Dentistry
83093,1467476200,General Dentistry
83094,1467476986,Pediatric Dentistry
83095,1467490565,General Dentistry
83096,1467510537,General Dentistry
83097,1467612614,Pediatric Dentistry
83098,1467733253,General Dentistry
83099,1467749127,General Dentistry
83100,1467779900,Orthodontics and Dentofacial Orthopedics
83101,1467893636,General Dentistry
83102,1115298,General Dentistry
83103,1115270,General Dentistry
83104,1477536357,General Dentistry
83105,1477565471,General Dentistry
83106,1477566859,General Dentistry
83107,1477591881,Pediatric Dentistry
83108,1477602605,General Dentistry
83109,1477606465,Pediatric Dentistry
83110,1477630374,General Dentistry
83111,1477648905,General Dentistry
83112,1477715316,General Dentistry
83113,1477736767,General Dentistry
83114,1477748887,General Dentistry
83115,1477767994,General Dentistry
83116,1115278,General Dentistry
83117,1477842243,General Dentistry
83118,1477842243,Pediatric Dentistry
83119,1477886828,General Dentistry
83120,1477896785,General Dentistry
83121,1477905149,General Dentistry
83122,1477905149,Pediatric Dentistry
83123,1477962215,General Dentistry
83124,1477981413,General Dentistry
83125,1487140174,General Dentistry
83126,1487213583,General Dentistry
83127,1487624250,General Dentistry
83128,1487658001,General Dentistry
83129,1487676672,General Dentistry
83130,1487712139,General Dentistry
83131,1487712261,General Dentistry
83132,1487712261,Pediatric Dentistry
83133,1487726956,General Dentistry
83134,1487729190,General Dentistry
83135,1487742375,Oral and Maxillofacial Surgery
83136,1487756441,General Dentistry
83137,1487817185,General Dentistry
83138,1487818399,General Dentistry
83139,1487857975,General Dentistry
83140,1115300,Pediatric Dentistry
83141,1115300,General Dentistry
83142,1487894630,General Dentistry
83143,1497015515,General Dentistry
83144,1497033302,General Dentistry
83145,1497061212,General Dentistry
83146,1497196372,General Dentistry
83147,1497272553,General Dentistry
83148,1497712186,General Dentistry
83149,1497719298,General Dentistry
83150,1497722334,General Dentistry
83151,1497839039,Orthodontics and Dentofacial Orthopedics
83152,1497840532,General Dentistry
83153,1497844286,General Dentistry
83154,1497853493,General Dentistry
83155,1497858872,General Dentistry
83156,1497903280,General Dentistry
83157,1497905640,General Dentistry
83158,1497905681,Pediatric Dentistry
83159,1497935415,General Dentistry
83160,1115292,General Dentistry
83161,1508071465,General Dentistry
83162,1508165887,Oral and Maxillofacial Surgery
83163,1508263104,General Dentistry
83164,1508271818,General Dentistry
83165,1508282344,General Dentistry
83166,1689744104,General Dentistry
83167,1689755712,General Dentistry
83168,1689802076,General Dentistry
83169,1689832446,General Dentistry
83170,1689832925,General Dentistry
83171,1689854945,General Dentistry
83172,1689872194,General Dentistry
83173,1689962383,Orthodontics and Dentofacial Orthopedics
83174,1699103259,General Dentistry
83175,1699132886,Orthodontics and Dentofacial Orthopedics
83176,1699190835,General Dentistry
83177,1699208223,Orthodontics and Dentofacial Orthopedics
83178,1699769018,Oral and Maxillofacial Surgery
83179,1699794263,Pediatric Dentistry
83180,1699801787,General Dentistry
83181,1699844266,Pediatric Dentistry
83182,1699867655,General Dentistry
83183,1699868869,General Dentistry
83184,1699870691,General Dentistry
83185,1699879312,General Dentistry
83186,1699891093,Endodontics
83187,1699906255,Pediatric Dentistry
83188,1700010709,General Dentistry
83189,1700045002,General Dentistry
83190,1700047230,General Dentistry
83191,1700114741,General Dentistry
83192,1700268620,General Dentistry
83193,1700298676,General Dentistry
83194,1700368156,General Dentistry
83195,1700398989,General Dentistry
83196,1700840816,Pediatric Dentistry
83197,1700877248,Pediatric Dentistry
83198,1700939667,General Dentistry
83199,1700987641,General Dentistry
83200,1710004601,General Dentistry
83201,1710028071,General Dentistry
83202,1710044623,General Dentistry
83203,1710064043,Orthodontics and Dentofacial Orthopedics
83204,1710081195,Orthodontics and Dentofacial Orthopedics
83205,1710192976,General Dentistry
83206,1710196472,General Dentistry
83207,1710263124,General Dentistry
83208,1710273925,General Dentistry
83209,1710324033,Pediatric Dentistry
83210,1710360029,General Dentistry
83211,1710417738,Orthodontics and Dentofacial Orthopedics
83212,1710434063,Pediatric Dentistry
83213,1710434063,General Dentistry
83214,1710905674,General Dentistry
83215,1720069974,Orthodontics and Dentofacial Orthopedics
83216,1720080831,General Dentistry
83217,1720108533,General Dentistry
83218,1720114812,Orthodontics and Dentofacial Orthopedics
83219,1720140833,General Dentistry
83220,1720193493,Orthodontics and Dentofacial Orthopedics
83221,1720215379,General Dentistry
83222,1720272768,General Dentistry
83223,1720282874,General Dentistry
83224,1720349152,General Dentistry
83225,1720367006,General Dentistry
83226,1720378987,General Dentistry
83227,1720393168,General Dentistry
83228,1720427321,General Dentistry
83229,1730169426,General Dentistry
83230,1730204751,General Dentistry
83231,1730232695,General Dentistry
83232,1730233107,General Dentistry
83233,1730281379,General Dentistry
83234,1730293465,Oral and Maxillofacial Surgery
83235,1730314402,Oral and Maxillofacial Surgery
83236,1730323155,General Dentistry
83237,1730332636,Orthodontics and Dentofacial Orthopedics
83238,1730385790,Orthodontics and Dentofacial Orthopedics
83239,1730436494,General Dentistry
83240,1730494147,Orthodontics and Dentofacial Orthopedics
83241,1730503970,General Dentistry
83242,1730610841,General Dentistry
83243,1730617697,Pediatric Dentistry
83244,1740202183,Oral and Maxillofacial Surgery
83245,1740257039,General Dentistry
83246,1740264209,Pediatric Dentistry
83247,1740264209,General Dentistry
83248,1740299718,General Dentistry
83249,1740300904,Pediatric Dentistry
83250,1740356179,General Dentistry
83251,1740376193,General Dentistry
83252,1740389451,General Dentistry
83253,1740400324,General Dentistry
83254,1740430180,Pediatric Dentistry
83255,1982018842,General Dentistry
83256,1982124954,General Dentistry
83257,1982132965,General Dentistry
83258,1115277,Pediatric Dentistry
83259,1982181392,General Dentistry
83260,1982656104,General Dentistry
83261,1982681771,General Dentistry
83262,1982770913,General Dentistry
83263,1982825097,Pediatric Dentistry
83264,1982869418,Oral and Maxillofacial Surgery
83265,1982985941,General Dentistry
83266,1992012934,Orthodontics and Dentofacial Orthopedics
83267,1992069918,Endodontics
83268,1992369417,General Dentistry
83269,1992729735,General Dentistry
83270,1992756951,Pediatric Dentistry
83271,1992766828,General Dentistry
83272,1992876940,General Dentistry
83273,1992883821,General Dentistry
83274,1992894190,Pediatric Dentistry
83275,1992935449,Pediatric Dentistry
83276,1306369582,General Dentistry
83277,1306800503,Pediatric Dentistry
83278,1306897350,Oral and Maxillofacial Surgery
83279,1306961669,General Dentistry
83280,1316011406,Oral and Maxillofacial Surgery
83281,1316028632,General Dentistry
83282,1316094170,Oral and Maxillofacial Surgery
83283,1316100639,General Dentistry
83284,1316127533,General Dentistry
83285,1316144207,General Dentistry
83286,1316224207,General Dentistry
83287,1316394562,General Dentistry
83288,1316398928,Orthodontics and Dentofacial Orthopedics
83289,1316938129,Oral and Maxillofacial Surgery
83290,1316955735,Orthodontics and Dentofacial Orthopedics
83291,1316962707,General Dentistry
83292,1326025263,General Dentistry
83293,1326065939,Oral and Maxillofacial Surgery
83294,1115283,General Dentistry
83295,1326118167,General Dentistry
83296,1326125642,General Dentistry
83297,1326125642,Pediatric Dentistry
83298,1326142993,General Dentistry
83299,1326184185,Pediatric Dentistry
83300,1326238957,Pediatric Dentistry
83301,1326261058,Oral and Maxillofacial Surgery
83302,1326282906,General Dentistry
83303,1326284951,General Dentistry
83304,1326301144,General Dentistry
83305,1326326620,General Dentistry
83306,1326484825,General Dentistry
83307,1326502568,General Dentistry
83308,1326566639,General Dentistry
83309,1326575739,General Dentistry
83310,1326578865,General Dentistry
83311,1336104827,Pediatric Dentistry
83312,1336132984,Pediatric Dentistry
83313,1336150887,General Dentistry
83314,1336243781,Endodontics
83315,1336247154,General Dentistry
83316,1336248178,Pediatric Dentistry
83317,1336260843,Oral and Maxillofacial Surgery
83318,1336271683,General Dentistry
83319,1336276799,General Dentistry
83320,1336287853,Orthodontics and Dentofacial Orthopedics
83321,1336347343,General Dentistry
83322,1336408749,Pediatric Dentistry
83323,1336429281,General Dentistry
83324,1336450287,General Dentistry
83325,1336452713,Pediatric Dentistry
83326,1346212255,Oral and Maxillofacial Surgery
83327,1346241957,General Dentistry
83328,1346258266,General Dentistry
83329,1346327269,General Dentistry
83330,1346346533,General Dentistry
83331,1346363116,General Dentistry
83332,1346433448,General Dentistry
83333,1346468220,General Dentistry
83334,1346479607,Orthodontics and Dentofacial Orthopedics
83335,1346489374,General Dentistry
83336,1346495850,Orthodontics and Dentofacial Orthopedics
83337,1346495850,General Dentistry
83338,1346550225,General Dentistry
83339,1346556073,General Dentistry
83340,1346591989,General Dentistry
83341,1346626835,General Dentistry
83342,1346655057,General Dentistry
83343,1346655362,Orthodontics and Dentofacial Orthopedics
83344,1346655362,General Dentistry
83345,1346680428,General Dentistry
83346,1346687514,General Dentistry
83347,1115290,General Dentistry
83348,1346741352,Orthodontics and Dentofacial Orthopedics
83349,1346760915,General Dentistry
83350,1356318687,General Dentistry
83351,1356367148,General Dentistry
83352,1356382451,General Dentistry
83353,1356425524,General Dentistry
83354,1356445589,General Dentistry
83355,1356451132,General Dentistry
83356,1356455562,General Dentistry
83357,1356474894,Orthodontics and Dentofacial Orthopedics
83358,1356489355,Pediatric Dentistry
83359,1356514483,General Dentistry
83360,1356526727,General Dentistry
83361,1356529556,General Dentistry
83362,1356580708,General Dentistry
83363,1356637284,General Dentistry
83364,1356656565,General Dentistry
83365,1356674139,General Dentistry
83366,1356780811,General Dentistry
83367,1356829162,General Dentistry
83368,1356835094,General Dentistry
83369,1356862866,General Dentistry
83370,1356871883,General Dentistry
83371,1356902720,General Dentistry
83372,1366410839,General Dentistry
83373,1366481673,General Dentistry
83374,1366510125,General Dentistry
83375,1366574576,General Dentistry
83376,1366600850,General Dentistry
83377,1366603110,General Dentistry
83378,1366609869,General Dentistry
83379,1366620783,Endodontics
83380,1366631400,General Dentistry
83381,1366676108,General Dentistry
83382,1366679631,General Dentistry
83383,1366751976,General Dentistry
83384,1366825143,General Dentistry
83385,1366935017,General Dentistry
83386,1366950271,General Dentistry
83387,1376031658,General Dentistry
83388,1376061168,General Dentistry
83389,1376510636,General Dentistry
83390,1376521674,General Dentistry
83391,1376578161,General Dentistry
83392,1376600213,General Dentistry
83393,1376608091,General Dentistry
83394,1376613505,General Dentistry
83395,1003005547,General Dentistry
83396,1003036021,General Dentistry
83397,1003036211,General Dentistry
83398,1003066317,General Dentistry
83399,1003078122,General Dentistry
83400,1003095266,General Dentistry
83401,1003104464,General Dentistry
83402,1003135922,Orthodontics and Dentofacial Orthopedics
83403,1003240276,General Dentistry
83404,1003259631,Orthodontics and Dentofacial Orthopedics
83405,1003292871,General Dentistry
83406,1003823832,General Dentistry
83407,1003834466,General Dentistry
83408,1003834607,General Dentistry
83409,1003886912,General Dentistry
83410,1003886912,Oral and Maxillofacial Surgery
83411,1003974080,General Dentistry
83412,1013032820,General Dentistry
83413,1013059450,General Dentistry
83414,1013065291,General Dentistry
83415,1013099894,General Dentistry
83416,1013197292,General Dentistry
83417,1013203116,General Dentistry
83418,1013270594,General Dentistry
83419,1013282110,General Dentistry
83420,1013303437,General Dentistry
83421,1013391309,General Dentistry
83422,1013397454,General Dentistry
83423,1013402320,General Dentistry
83424,1013916360,General Dentistry
83425,1013921717,General Dentistry
83426,1013950492,General Dentistry
83427,1023064037,General Dentistry
83428,1023086808,General Dentistry
83429,1023125135,General Dentistry
83430,1023139466,General Dentistry
83431,1023162658,General Dentistry
83432,1023178316,General Dentistry
83433,1023191038,General Dentistry
83434,1023191038,Oral and Maxillofacial Surgery
83435,1023200052,General Dentistry
83436,1023232089,Pediatric Dentistry
83437,1134107485,General Dentistry
83438,1115275,General Dentistry
83439,1134190796,General Dentistry
83440,1134194392,General Dentistry
83441,1134207608,General Dentistry
83442,1134232333,General Dentistry
83443,1134233083,General Dentistry
83444,1134275092,General Dentistry
83445,1134327406,General Dentistry
83446,1134352313,General Dentistry
83447,1134407117,General Dentistry
83448,1134432982,General Dentistry
83449,1134476153,General Dentistry
83450,1134480007,General Dentistry
83451,1134509227,General Dentistry
83452,1134571086,General Dentistry
83453,1134597644,General Dentistry
83454,1144226937,Pediatric Dentistry
83455,1144226937,General Dentistry
83456,1144232463,General Dentistry
83457,1144332891,General Dentistry
83458,1144380650,General Dentistry
83459,1144398108,Orthodontics and Dentofacial Orthopedics
83460,1144404849,General Dentistry
83461,1144523218,Pediatric Dentistry
83462,1144523218,Orthodontics and Dentofacial Orthopedics
83463,1144533415,Orthodontics and Dentofacial Orthopedics
83464,1144534504,General Dentistry
83465,1144560665,Pediatric Dentistry
83466,1144560665,General Dentistry
83467,1144656356,Pediatric Dentistry
83468,1144656356,General Dentistry
83469,1144668252,General Dentistry
83470,1144679903,General Dentistry
83471,1154327005,Oral and Maxillofacial Surgery
83472,1154327005,General Dentistry
83473,1154337145,General Dentistry
83474,1154345189,General Dentistry
83475,1154392157,General Dentistry
83476,1154406908,General Dentistry
83477,1154508877,Orthodontics and Dentofacial Orthopedics
83478,1154530251,General Dentistry
83479,1154531051,General Dentistry
83480,1154599439,Orthodontics and Dentofacial Orthopedics
83481,1154609618,General Dentistry
83482,1154642593,General Dentistry
83483,1154676872,Pediatric Dentistry
83484,1154714517,General Dentistry
83485,1154736254,General Dentistry
83486,1154807154,General Dentistry
83487,1154807451,General Dentistry
83488,1154809150,General Dentistry
83489,1164084596,General Dentistry
83490,1164456141,General Dentistry
83491,1164548806,General Dentistry
83492,1164556924,Orthodontics and Dentofacial Orthopedics
83493,1164600516,General Dentistry
83494,1164616272,Orthodontics and Dentofacial Orthopedics
83495,1164620142,General Dentistry
83496,1164622189,General Dentistry
83497,1164701934,General Dentistry
83498,1164730727,Pediatric Dentistry
83499,1164730727,General Dentistry
83500,1164749925,General Dentistry
83501,1164946182,General Dentistry
83502,1164966016,General Dentistry
83503,1174576375,General Dentistry
83504,1174584981,Oral and Maxillofacial Surgery
83505,1174626717,Pediatric Dentistry
83506,1174683411,General Dentistry
83507,1174686851,General Dentistry
83508,1174687909,General Dentistry
83509,1174693329,General Dentistry
83510,1174704050,General Dentistry
83511,1174764047,General Dentistry
83512,1174771802,General Dentistry
83513,1174874721,General Dentistry
83514,1174928816,General Dentistry
83515,1184030371,Orthodontics and Dentofacial Orthopedics
83516,1184607731,Oral and Maxillofacial Surgery
83517,1184695835,General Dentistry
83518,1184790826,General Dentistry
83519,1184790891,Pediatric Dentistry
83520,1184813164,General Dentistry
83521,1184826562,Orthodontics and Dentofacial Orthopedics
83522,1184826562,General Dentistry
83523,1184844656,General Dentistry
83524,1184847352,General Dentistry
83525,1184857179,General Dentistry
83526,1184902553,Oral and Maxillofacial Surgery
83527,1115291,General Dentistry
83528,1184950024,Orthodontics and Dentofacial Orthopedics
83529,1184956906,General Dentistry
83530,1194024869,General Dentistry
83531,1194031773,General Dentistry
83532,1194044933,General Dentistry
83533,1194066860,General Dentistry
83534,1194098624,General Dentistry
83535,1942721147,General Dentistry
83536,1942795307,General Dentistry
83537,1942853155,Pediatric Dentistry
83538,1952314155,General Dentistry
83539,1952324261,General Dentistry
83540,1952347122,General Dentistry
83541,1952381170,General Dentistry
83542,1115297,General Dentistry
83543,1115281,Oral and Maxillofacial Surgery
83544,1952454688,General Dentistry
83545,1952511727,Oral and Maxillofacial Surgery
83546,1952517310,General Dentistry
83547,1952553141,General Dentistry
83548,1952558025,General Dentistry
83549,1952592032,General Dentistry
83550,1952615270,Orthodontics and Dentofacial Orthopedics
83551,1952651473,General Dentistry
83552,1952665739,General Dentistry
83553,1952821225,General Dentistry
83554,1952825184,General Dentistry
83555,1952854044,General Dentistry
83556,1952896383,Endodontics
83557,1962414557,General Dentistry
83558,1962460139,General Dentistry
83559,1962490227,General Dentistry
83560,1962492652,General Dentistry
83561,1962550475,General Dentistry
83562,1962569525,Orthodontics and Dentofacial Orthopedics
83563,1962573519,General Dentistry
83564,1962579946,General Dentistry
83565,1962605675,General Dentistry
83566,1115279,General Dentistry
83567,1962736975,General Dentistry
83568,1962758029,Pediatric Dentistry
83569,1962758029,General Dentistry
83570,1962759324,General Dentistry
83571,1962777839,General Dentistry
83572,1962811950,General Dentistry
83573,1962834556,Pediatric Dentistry
83574,1962874651,General Dentistry
83575,1962954545,General Dentistry
83576,1962997130,General Dentistry
83577,1972026649,Pediatric Dentistry
83578,1972026649,General Dentistry
83579,1972030534,General Dentistry
83580,1972055762,General Dentistry
83581,1972093128,General Dentistry
83582,1972519577,General Dentistry
83583,1972525319,Oral and Maxillofacial Surgery
83584,1972533826,General Dentistry
83585,1972543957,General Dentistry
83586,1972566081,Oral and Maxillofacial Surgery
83587,1972619336,General Dentistry
83588,1972621563,General Dentistry
83589,1972659035,Pediatric Dentistry
83590,1972662062,General Dentistry
83591,1972720654,Oral and Maxillofacial Surgery
83592,1972733756,General Dentistry
83593,1972735017,Orthodontics and Dentofacial Orthopedics
83594,1972804094,General Dentistry
83595,1972826642,General Dentistry
83596,1972919058,General Dentistry
83597,1063966828,General Dentistry
83598,1073150199,General Dentistry
83599,1073504882,Oral and Maxillofacial Surgery
83600,1073510624,General Dentistry
83601,1073510624,Pediatric Dentistry
83602,1073523387,General Dentistry
83603,1073548947,Pediatric Dentistry
83604,1073626818,General Dentistry
83605,1073651873,Orthodontics and Dentofacial Orthopedics
83606,1073715314,General Dentistry
83607,1073737789,General Dentistry
83608,1073771440,Oral and Maxillofacial Surgery
83609,1073772687,General Dentistry
83610,1073819116,Orthodontics and Dentofacial Orthopedics
83611,1073868329,General Dentistry
83612,1073964987,General Dentistry
83613,1083013866,Pediatric Dentistry
83614,1083093231,General Dentistry
83615,1083192397,General Dentistry
83616,1083674881,General Dentistry
83617,1083749121,General Dentistry
83618,1083777445,General Dentistry
83619,1083787931,General Dentistry
83620,1083821532,General Dentistry
83621,1083829444,General Dentistry
83622,1083866792,General Dentistry
83623,1083948673,General Dentistry
83624,1093018749,General Dentistry
83625,1093090516,General Dentistry
83626,1093726671,General Dentistry
83627,1093735862,General Dentistry
83628,1093798696,Oral and Maxillofacial Surgery
83629,1093879280,General Dentistry
83630,1104060698,General Dentistry
83631,1104112556,General Dentistry
83632,1104112556,Orthodontics and Dentofacial Orthopedics
83633,1104160639,General Dentistry
83634,1104181254,General Dentistry
83635,1104218882,General Dentistry
83636,1104256429,Orthodontics and Dentofacial Orthopedics
83637,1104256429,General Dentistry
83638,1104304518,General Dentistry
83639,1104347301,General Dentistry
83640,1104886951,General Dentistry
83641,1104911544,General Dentistry
83642,1104928894,General Dentistry
83643,1104933050,General Dentistry
83644,1104935816,General Dentistry
83645,1104951813,General Dentistry
83646,1104951813,Pediatric Dentistry
83647,1104996974,Orthodontics and Dentofacial Orthopedics
83648,1114008539,Pediatric Dentistry
83649,1114009545,Orthodontics and Dentofacial Orthopedics
83650,1114017381,General Dentistry
83651,1114028933,Orthodontics and Dentofacial Orthopedics
83652,1114031309,Orthodontics and Dentofacial Orthopedics
83653,1114062726,General Dentistry
83654,1114139813,Orthodontics and Dentofacial Orthopedics
83655,1114157229,General Dentistry
83656,1114158748,Pediatric Dentistry
83657,1114164878,General Dentistry
83658,1114193406,General Dentistry
83659,1115289,General Dentistry
83660,1114283702,General Dentistry
83661,1114331782,General Dentistry
83662,1114377553,General Dentistry
83663,1114403821,General Dentistry
83664,1114406949,General Dentistry
83665,1114578549,General Dentistry
83666,1114988029,Oral and Maxillofacial Surgery
83667,1124030119,General Dentistry
83668,1124106182,General Dentistry
83669,1124115761,General Dentistry
83670,1124129606,General Dentistry
83671,1124200431,Oral and Maxillofacial Surgery
83672,1124224845,General Dentistry
83673,1124260716,General Dentistry
83674,1124260716,Orthodontics and Dentofacial Orthopedics
83675,1124287305,General Dentistry
83676,1124295175,General Dentistry
83677,1124395447,General Dentistry
83678,1124404520,Pediatric Dentistry
83679,1124422043,General Dentistry
83680,1124435771,General Dentistry
83681,1124466347,General Dentistry
83682,1124471255,General Dentistry
83683,1124492400,General Dentistry
83684,1124582515,General Dentistry
83685,1376627844,Orthodontics and Dentofacial Orthopedics
83686,1376687541,Oral and Maxillofacial Surgery
83687,1376700427,Oral and Maxillofacial Surgery
83688,1376708180,Pediatric Dentistry
83689,1376755744,General Dentistry
83690,1376774265,General Dentistry
83691,1376796854,General Dentistry
83692,1376854638,General Dentistry
83693,1376863571,General Dentistry
83694,1376983593,General Dentistry
83695,1376983908,General Dentistry
83696,1376990077,General Dentistry
83697,1376994863,General Dentistry
83698,1386010320,General Dentistry
83699,1386032597,Endodontics
83700,1386032597,General Dentistry
83701,1386057537,General Dentistry
83702,1386096915,General Dentistry
83703,1386120822,General Dentistry
83704,1386630101,General Dentistry
83705,1386637353,General Dentistry
83706,1386660769,Pediatric Dentistry
83707,1386706034,General Dentistry
83708,1386727410,General Dentistry
83709,1386730075,General Dentistry
83710,1386759777,General Dentistry
83711,1386817567,General Dentistry
83712,1386955508,General Dentistry
83713,1386962843,General Dentistry
83714,1386962843,Pediatric Dentistry
83715,1386965473,General Dentistry
83716,1386976900,Pediatric Dentistry
83717,1386982122,Orthodontics and Dentofacial Orthopedics
83718,1386995652,General Dentistry
83719,1396007340,Pediatric Dentistry
83720,1396057410,General Dentistry
83721,1396126827,General Dentistry
83722,1396165965,General Dentistry
83723,1115296,Pediatric Dentistry
83724,1396778411,General Dentistry
83725,1396812004,Pediatric Dentistry
83726,1396842282,General Dentistry
83727,1396898730,General Dentistry
83728,1115274,General Dentistry
83729,1396963112,Endodontics
83730,1396967436,General Dentistry
83731,1396990644,General Dentistry
83732,1407026701,General Dentistry
83733,1407041999,General Dentistry
83734,1407125891,Pediatric Dentistry
83735,1407141062,General Dentistry
83736,1407176555,General Dentistry
83737,1407183478,General Dentistry
83738,1407186752,General Dentistry
83739,1407189137,Orthodontics and Dentofacial Orthopedics
83740,1407237001,General Dentistry
83741,1407281918,General Dentistry
83742,1407291321,Pediatric Dentistry
83743,1407298706,General Dentistry
83744,1407353923,General Dentistry
83745,1407418023,General Dentistry
83746,1407822588,Pediatric Dentistry
83747,1407840382,Oral and Maxillofacial Surgery
83748,1407868177,General Dentistry
83749,1407913585,General Dentistry
83750,1407918402,Orthodontics and Dentofacial Orthopedics
83751,1407935067,Orthodontics and Dentofacial Orthopedics
83752,1407986896,General Dentistry
83753,1417016627,Oral and Maxillofacial Surgery
83754,1417025255,Orthodontics and Dentofacial Orthopedics
83755,1417030180,Orthodontics and Dentofacial Orthopedics
83756,1417048646,General Dentistry
83757,1417062571,General Dentistry
